time_us,pressure_pa,temp,altitude,fakeYaw,fakePitch,fakeRoll,ax,ay,az,wx,wy,wz,cont_drogue,cont_main,state,fired_main_us,fired_drogue_us
4747449,99825,24.11,0,0,0.45,-0.04,-1001.22,-82.03,71.78,-0.06,-0.06,0.06,0,0,0,0,0
4758436,99825,24.11,0,0,6.69,-0.5,-1001.22,-73.97,66.65,0,0.12,0,0,0,0,0,0
4768535,99825,24.11,0,0,12.33,-0.94,-1005.62,-76.9,68.12,0.18,0.31,0.06,0,0,0,0,0
4778623,99825,24.11,0,0,17.8,-1.38,-1002.69,-74.71,72.51,0.12,0.12,0.06,0,0,0,0,0
4788734,99825,24.11,0,0,23.09,-1.78,-1004.15,-67.38,72.51,0.24,0.12,0.06,0,0,0,0,0
4798765,99827,24.13,0,0,28.09,-2.2,-1001.95,-68.12,76.9,0,0.06,0,0,0,0,0,0
4808867,99827,24.13,0,0,32.9,-2.64,-1001.95,-68.85,65.92,-0.06,0.06,0,0,0,0,0,0
4818988,99827,24.13,0,0,37.4,-3.15,-1001.95,-75.44,74.71,-0.12,0.18,0,0,0,0,0,0
4829118,99827,24.13,0,0,41.61,-3.72,-1001.22,-79.1,71.78,-0.24,0.06,-0.06,0,0,0,0,0
4839241,99827,24.13,0,0,45.5,-4.33,-1002.69,-81.3,74.71,-0.31,-0.06,-0.12,0,0,0,0,0
4849697,99828,24.15,0,0,49.24,-4.92,-1003.42,-72.51,69.58,-0.06,0.12,0,0,0,0,0,0
5785148,99829,24.36,0,0,84.26,-45.14,-1002.69,-76.17,76.17,-0.18,-0.06,0,0,0,0,0,0
6801215,99833,24.42,0,0,84.43,-45.38,-1004.15,-58.59,69.58,0.49,-0.43,0.12,0,0,0,0,0
7822994,99831,24.46,0,-0.19,84.38,-44.6,-1010.01,-128.17,59.33,-0.18,-0.61,0.49,0,0,0,0,0
8844804,99831,24.5,0,-0.97,84.32,-45.89,-974.12,-87.89,131.1,-2.14,0.43,-1.16,0,0,0,0,0
9866350,99823,24.54,0,-0.77,84.45,-45,-1000.49,-70.31,65.92,-0.55,-0.12,-0.98,0,0,0,0,0
10887924,99826,24.58,0,-0.63,84.39,-44.81,-1002.69,-71.04,80.57,0.06,0.37,-0.43,0,1,0,0,0
11909747,99824,24.62,0,-0.33,84.53,-44.41,-1007.81,-69.58,77.64,-0.24,-0.31,-0.55,0,1,0,0,0
12931094,99822,24.65,0,-0.33,84.5,-44.33,-1006.35,-62.99,74.71,0.06,0.31,-0.37,0,1,0,0,0
13952628,99823,24.69,0,-1.1,84.44,-45.05,-1001.95,-73.97,78.37,0.24,0,-0.24,0,1,0,0,0
14974080,99832,24.73,0,-1.55,84.5,-45.42,-1003.42,-69.58,69.58,-0.06,-0.06,0,0,1,0,0,0
15995920,99832,24.77,0,-1.52,84.5,-45.33,-1003.42,-69.58,71.78,-0.06,0.18,-0.31,0,0,0,0,0
17017374,99835,24.81,0,-2.12,84.43,-45.88,-1003.42,-70.31,77.64,0.12,-0.24,-0.24,0,0,0,0,0
18039068,99829,24.84,0,-2.12,84.46,-45.81,-999.76,-75.44,69.58,0.12,-0.31,0.18,0,0,0,0,0
19060852,99827,24.87,0,-1.81,84.44,-45.44,-1002.69,-67.38,73.24,0,0,0.12,0,0,0,0,0
20082578,99831,24.91,0,-1.69,84.47,-45.26,-1003.42,-73.97,72.51,-0.18,0.12,-0.31,0,0,0,0,0
21104515,99834,24.94,0,-1.94,84.48,-45.46,-1001.95,-73.97,82.03,-0.12,0.18,0,0,0,0,0,0
22126108,99824,24.97,0,-2.38,84.5,-45.85,-1003.42,-66.65,61.52,0.06,0,-0.06,0,0,0,0,0
23147668,99834,25,0,-2.38,84.45,-45.82,-1001.22,-70.31,73.24,0,0.31,-0.18,0,0,0,0,0
24169046,99836,25.04,0,-2.45,84.46,-45.81,-999.02,-73.24,79.83,-0.06,-0.37,0,0,0,0,0,0
25190531,99825,25.08,0,-2.58,84.45,-45.89,-1004.88,-65.92,68.85,-0.12,-0.06,0.06,0,1,0,0,0
26212273,99824,25.11,0,-2.42,84.45,-45.64,-1005.62,-77.64,70.31,-0.24,0.18,-0.12,0,1,0,0,0
27235323,99825,25.14,0,-2.61,84.42,-45.8,-1001.22,-73.97,76.9,0.24,0.18,0,0,1,0,0,0
28257135,99826,25.17,0,-3.03,84.46,-46.22,-1003.42,-71.78,69.58,-0.24,0,0.18,0,1,0,0,0
29279474,99829,25.21,0,-2.77,84.45,-45.81,-1003.42,-70.31,72.51,-0.06,0.12,0.12,0,1,0,0,0
30301392,99828,25.24,0,-2.58,84.52,-45.52,-1004.15,-69.58,68.85,0.06,-0.24,0.12,0,0,0,0,0
31323437,99828,25.26,0,-2.53,84.49,-45.43,-1007.81,-76.9,65.92,0,0.18,0.06,0,0,0,0,0
32345392,99824,25.29,0,-2.85,84.5,-45.66,-1004.88,-90.82,61.52,-0.73,0.24,0,0,0,0,0,0
33367123,99827,25.32,0,-2.72,84.47,-45.51,-1002.69,-65.92,72.51,0.06,0.18,-0.12,0,0,0,0,0
34389126,99826,25.35,0,-3.03,84.48,-45.75,-996.83,-73.24,70.31,0.18,-0.06,0.06,0,0,0,0,0
35411245,99827,25.39,0,-2.7,84.48,-45.36,-1002.69,-69.58,69.58,0.06,0.12,0,0,0,0,0,0
36433228,99833,25.42,0,-3.09,84.46,-45.73,-1001.22,-70.31,78.37,-0.06,0.12,-0.12,0,0,0,0,0
37454995,99833,25.44,0,-3.06,84.47,-45.64,-1007.08,-71.04,80.57,-0.18,-0.18,-0.06,0,0,0,0,0
38476791,99830,25.47,0,-3.19,84.5,-45.73,-1005.62,-60.79,71.04,0.12,-0.12,-0.12,0,0,0,0,0
39498384,99828,25.5,0,-3.5,84.48,-45.98,-1000.49,-69.58,72.51,0.12,0,-0.12,0,0,0,0,0
40520195,99829,25.52,0,-3.6,84.46,-46.01,-1003.42,-76.9,66.65,0.18,0,-0.06,0,0,0,0,0
41541338,99824,25.55,0,-3.37,84.47,-45.7,-1000.49,-76.9,66.65,0,0.24,-0.24,0,0,0,0,0
42563498,99823,25.57,0,-3.11,84.48,-45.39,-1007.81,-74.71,70.31,0.06,-0.12,-0.37,0,0,0,0,0
43585599,99825,25.6,0,-3.65,84.53,-45.86,-1004.88,-71.78,63.72,-0.06,-0.06,0,0,0,0,0,0
44607363,99826,25.62,0,-3.06,84.55,-45.18,-1005.62,-68.12,71.04,0,0.18,0.12,0,0,0,0,0
45629264,99821,25.64,0,-3.44,84.53,-45.48,-1002.69,-73.24,72.51,0.37,0,0,0,1,0,0,0
46650976,99822,25.67,0,-2.93,84.54,-44.83,-1005.62,-65.19,79.1,0.37,0.18,0,0,1,0,0,0
47673041,99822,25.7,0,-3.13,84.56,-44.99,-1000.49,-75.44,79.83,0,-0.06,0.06,0,1,0,0,0
48694807,99820,25.72,0,-3.69,84.53,-45.5,-1003.42,-68.12,71.04,0.31,-0.18,0.06,0,1,0,0,0
49716466,99819,25.74,0,-3.33,84.55,-45.08,-1004.88,-60.79,62.26,0.24,0,0,0,1,0,0,0
50738455,99818,25.76,0,-2.89,84.53,-44.57,-1001.22,-61.52,71.04,0.18,0.06,0.12,0,0,0,0,0
51763409,99812,25.79,0,-2.98,84.57,-44.56,-1001.95,-57.13,66.65,-0.06,-0.18,-0.12,0,0,0,0,0
52785525,99822,25.81,0,-3.51,84.52,-45.06,-1004.88,-76.17,79.1,-0.43,0.12,0,0,0,0,0,0
53807209,99824,25.83,0,-3.88,84.52,-45.39,-1007.08,-62.99,71.78,0.24,0.24,-0.12,0,0,0,0,0
54829224,99818,25.85,0,-3.62,84.5,-45.07,-1001.95,-75.44,76.9,0,0,-0.24,0,0,0,0,0
55850916,99824,25.88,0,-3.93,84.51,-45.32,-1005.62,-74.71,64.45,0,0.12,0.06,0,0,0,0,0
56872990,99820,25.9,0,-4.29,84.51,-45.62,-1006.35,-75.44,65.19,0.37,0.24,-0.06,0,0,0,0,0
57895022,99817,25.92,0,-4.27,84.48,-45.54,-1004.15,-73.97,76.9,0.18,0.12,0,0,0,0,0,0
58919686,99820,25.95,0,-4.42,84.51,-45.63,-999.76,-76.17,75.44,-0.06,-0.12,-0.06,0,0,0,0,0
59939094,99819,25.97,0,-4.07,84.46,-45.2,-1004.88,-79.83,73.24,-0.67,0.43,0,0,0,0,0,0
60961100,99824,26,0,-4.47,84.46,-45.54,-999.02,-75.44,76.17,0.49,-0.31,-0.31,0,0,0,0,0
61982938,99819,26.02,0,-4.83,84.48,-45.78,-1004.88,-75.44,66.65,0.06,-0.24,-0.12,0,0,0,0,0
63005877,99823,26.04,0,-4.68,84.47,-45.58,-1004.15,-76.17,68.85,-0.12,0.18,0,0,0,0,0,0
64027757,99823,26.06,0,-4.94,84.5,-45.79,-1004.15,-70.31,71.04,0.49,-0.18,0,0,0,0,0,0
65049853,99820,26.09,0,-4.61,84.51,-45.42,-1005.62,-66.65,65.19,0.24,-0.24,0,0,0,0,0,0
66071523,99818,26.11,0,-4.28,84.46,-45.01,-1002.69,-70.31,74.71,-0.18,0.37,0,0,0,0,0,0
67093496,99816,26.13,0,-4.35,84.45,-45.01,-1004.15,-69.58,76.17,0,0.06,-0.06,0,0,0,0,0
68115625,99823,26.15,0,-5.11,84.47,-45.72,-1001.95,-68.12,79.1,0.18,-0.12,-0.06,0,0,0,0,0
69137820,99822,26.17,0,-5.28,84.48,-45.84,-1001.95,-71.78,68.85,-0.06,0.06,0,0,0,0,0,0
70159449,99822,26.19,0,-5.14,84.52,-45.59,-1007.81,-60.06,72.51,0.18,-0.18,0.18,0,0,0,0,0
71181718,99822,26.21,0,-5.03,84.52,-45.4,-1004.88,-64.45,65.92,0.31,0.12,-0.06,0,0,0,0,0
72203515,99821,26.22,0,-4.97,84.51,-45.25,-1006.35,-71.78,73.97,0.55,0.12,0.12,0,0,0,0,0
73225565,99820,26.24,0,-5.02,84.51,-45.2,-1004.15,-70.31,73.24,-0.18,0.31,0.12,0,0,0,0,0
74247489,99821,26.26,0,-5.25,84.53,-45.36,-1002.69,-72.51,74.71,-0.31,0.06,-0.12,0,0,0,0,0
75269306,99822,26.28,0,-5.28,84.48,-45.37,-1001.95,-79.83,66.65,0.06,0.12,-0.18,0,0,0,0,0
76291273,99818,26.3,0,-4.95,84.52,-44.92,-1005.62,-62.26,65.19,-0.12,-0.12,-0.18,0,0,0,0,0
77313324,99823,26.32,0,-5.28,84.5,-45.19,-1003.42,-49.07,75.44,0.18,-0.06,-0.06,0,0,0,0,0
78335187,99821,26.34,0,-5.58,84.5,-45.44,-1001.22,-83.5,58.59,-0.49,0.24,-0.06,0,0,0,0,0
79357166,99826,26.36,0,-5.93,84.49,-45.73,-1006.35,-88.62,81.3,0.24,-0.06,-0.31,0,0,0,0,0
80379018,99830,26.39,0,-5.62,84.48,-45.36,-1003.42,-74.71,65.19,-0.55,0,-0.18,0,0,0,0,0
81400784,99822,26.4,0,-5.32,84.47,-45.02,-1007.08,-73.24,78.37,-0.31,0.43,0.06,0,0,0,0,0
82422759,99822,26.42,0,-5.7,84.48,-45.31,-1007.81,-69.58,65.19,-0.55,-0.12,0,0,0,0,0,0
83444530,99816,26.44,0,-5.32,84.47,-44.81,-999.02,-65.92,72.51,0,0.12,0.12,0,0,0,0,0
84466654,99820,26.46,0,-5.42,84.48,-44.87,-1002.69,-69.58,79.83,0.43,0,-0.18,0,0,0,0,0
85488591,99815,26.48,0,-5.7,84.5,-45.08,-1004.15,-69.58,68.85,0.18,-0.31,-0.37,0,0,0,0,0
86510508,99816,26.49,0,-5.45,84.49,-44.85,-1000.49,-62.26,60.06,-0.43,0.06,0,0,0,0,0,0
87532494,99816,26.51,0,-5.47,84.46,-44.83,-1001.22,-71.04,68.85,0.06,0.12,-0.06,0,0,0,0,0
88554631,99814,26.53,0,-5.42,84.5,-44.7,-1010.01,-67.38,66.65,0.12,0.18,-0.12,0,0,0,0,0
89576513,99818,26.54,0,-5.46,84.52,-44.69,-1001.22,-75.44,68.12,0.12,0.12,-0.12,0,0,0,0,0
90598334,99812,26.56,0,-5.37,84.56,-44.51,-1002.69,-70.31,66.65,-0.06,-0.61,-0.06,0,0,0,0,0
91620141,99815,26.58,0,-5.66,84.61,-44.7,-1007.08,-66.65,49.8,-0.18,-0.06,0.18,0,0,0,0,0
92642179,99818,26.59,0,-5.66,84.53,-44.66,-998.29,-70.31,68.85,0,0.24,-0.12,0,0,0,0,0
93664102,99820,26.62,0,-5.89,84.51,-44.8,-1004.15,-76.9,80.57,-0.18,-0.18,0,0,0,0,0,0
94685997,99824,26.63,0,-5.98,84.54,-44.82,-1002.69,-71.04,72.51,0.12,0.12,-0.43,0,0,0,0,0
95707540,99818,26.65,0,-6.31,84.52,-45.08,-1004.15,-66.65,65.92,0.18,0.12,-0.18,0,0,0,0,0
96729529,99820,26.67,0,-6.19,84.53,-44.9,-1006.35,-65.19,69.58,0.12,0.18,0.24,0,0,0,0,0
97751300,99820,26.69,0,-5.72,84.53,-44.35,-1001.95,-57.86,74.71,0.18,0.06,0.12,0,0,0,0,0
98773085,99823,26.7,0,-6.12,84.57,-44.67,-1008.54,-54.2,68.85,0,-0.06,-0.24,0,0,0,0,0
99798188,99826,26.72,0,-6.61,84.54,-45.07,-1004.15,-70.31,62.26,-0.18,0.18,-0.24,0,0,0,0,0
100820528,99821,26.73,0,-7.04,84.52,-45.46,-997.56,-73.97,73.24,0,0.06,0.06,0,0,0,0,0
101842059,99823,26.75,0,-7.11,84.53,-45.48,-1010.74,-57.13,73.24,0.61,-0.18,0.06,0,0,0,0,0
102863904,99823,26.76,0,-6.78,84.55,-45.04,-998.29,-90.09,63.72,0,0.06,-0.24,0,0,0,0,0
103885773,99827,26.78,0,-7.18,84.53,-45.35,-1002.69,-76.9,73.24,-0.18,0,-0.24,0,0,0,0,0
104907590,99826,26.79,0,-7.59,84.52,-45.67,-1004.88,-76.17,73.24,0.31,0.06,0.12,0,0,0,0,0
105929529,99822,26.81,0,-7.29,84.57,-45.28,-1002.69,-68.85,76.17,0.18,0.12,0.24,0,0,0,0,0
106951051,99823,26.83,0,-7.34,84.55,-45.28,-1004.88,-68.85,68.85,0.24,0.18,-0.37,0,0,0,0,0
107973055,99823,26.84,0,-7.24,84.54,-45.11,-1002.69,-71.04,69.58,0,0.06,-0.06,0,0,0,0,0
108994704,99819,26.86,0,-7.14,84.52,-44.94,-1006.35,-68.12,76.9,0.12,0,-0.12,0,0,0,0,0
110016718,99822,26.87,0,-7.56,84.54,-45.29,-1004.15,-73.24,72.51,-0.06,-0.06,0.06,0,0,0,0,0
111038577,99816,26.89,0,-7.63,84.54,-45.31,-1005.62,-71.04,62.99,0.12,0,0.24,0,0,0,0,0
112060186,99822,26.9,0,-7.42,84.52,-45.04,-1001.95,-63.72,76.17,0.24,0.12,-0.06,0,0,0,0,0
113082135,99822,26.92,0,-7.75,84.52,-45.31,-1002.69,-68.12,77.64,-0.06,-0.06,-0.24,0,0,0,0,0
114104380,99824,26.93,0,-7.74,84.48,-45.25,-1003.42,-71.04,65.92,-0.06,0.31,-0.18,0,0,0,0,0
115126351,99829,26.95,0,-8.2,84.46,-45.66,-1005.62,-76.17,68.85,0.06,-0.06,0.06,0,1,0,0,0
116148124,99827,26.97,0,-7.99,84.5,-45.36,-999.02,-68.12,70.31,0.18,-0.12,0.12,0,1,0,0,0
117169921,99827,26.98,0,-8.18,84.5,-45.49,-1005.62,-61.52,73.24,0.37,0.12,0.18,0,1,0,0,0
118192212,99825,27,0,-8.13,84.49,-45.37,-1003.42,-68.12,70.31,0.18,-0.06,-0.12,0,1,0,0,0
119213973,99827,27.01,0,-8.54,84.47,-45.72,-1004.88,-74.71,70.31,-0.06,-0.06,0.06,0,1,0,0,0
120236168,99827,27.02,0,-8.96,84.46,-46.08,-1001.95,-82.76,72.51,0.24,0,0.24,0,0,0,0,0
121258117,99827,27.04,0,-8.81,84.46,-45.87,-1003.42,-76.17,69.58,0.18,0.18,0.24,0,0,0,0,0
122279837,99828,27.05,0,-8.84,84.48,-45.8,-1006.35,-71.78,72.51,0.06,0,0,0,0,0,0,0
123301606,99828,27.07,0,-8.99,84.46,-45.9,-1001.95,-65.92,65.92,0.06,-0.12,0,0,0,0,0,0
124323685,99831,27.09,0,-8.89,84.44,-45.73,-1004.15,-68.85,70.31,0,0.18,0,0,0,0,0,0
125345395,99828,27.1,0,-9.01,84.43,-45.78,-1005.62,-68.12,78.37,0.12,0.18,0.12,0,0,0,0,0
126367354,99826,27.12,0,-9.37,84.45,-46.09,-1005.62,-75.44,73.97,0.06,-0.06,-0.18,0,0,0,0,0
127389309,99830,27.13,0,-9.56,84.46,-46.24,-1004.88,-75.44,65.92,0.18,0.12,-0.06,0,0,0,0,0
128411381,99824,27.14,0,-9.25,84.45,-45.86,-1005.62,-72.51,64.45,-0.12,0.12,0.12,0,0,0,0,0
129433193,99833,27.15,0,-9.15,84.46,-45.67,-1001.95,-69.58,73.97,0.24,0.06,0,0,0,0,0,0
130454988,99827,27.17,0,-8.98,84.5,-45.37,-1000.49,-67.38,74.71,0.12,-0.12,0.06,0,0,0,0,0
131479973,99823,27.18,0,-8.99,84.48,-45.31,-1004.88,-65.92,76.17,0.31,0,0,0,0,0,0,0
132502110,99826,27.2,0,-9.17,84.44,-45.46,-1001.95,-75.44,68.12,0.12,0.31,0.12,0,0,0,0,0
133524142,99825,27.21,0,-8.9,84.45,-45.14,-1004.15,-74.71,77.64,0,-0.06,0.12,0,0,0,0,0
134545937,99816,27.22,0,-9.14,84.48,-45.3,-1003.42,-79.83,68.12,-0.18,-0.12,0.18,0,0,0,0,0
135570980,99821,27.24,0,-9.31,84.49,-45.38,-1004.15,-68.12,60.79,0.31,0.31,0.06,0,0,0,0,0
136589655,99822,27.26,0,-9.36,84.51,-45.36,-1001.22,-65.92,79.1,-0.06,0.06,0.12,0,0,0,0,0
137611460,99819,27.27,0,-9.32,84.53,-45.23,-1001.22,-55.66,71.78,-0.06,-0.12,0.24,0,0,0,0,0
138633472,99817,27.29,0,-8.96,84.51,-44.81,-1007.08,-73.24,68.12,-0.06,0.31,-0.31,0,0,0,0,0
139655321,99821,27.3,0,-9.5,84.43,-45.3,-1004.88,-79.1,77.64,0.12,0.12,-0.06,0,0,0,0,0
140677328,99818,27.32,0,-9.18,84.51,-44.87,-1005.62,-79.1,65.19,-0.31,-0.06,-0.43,0,0,0,0,0
141699456,99821,27.33,0,-8.92,84.57,-44.5,-998.29,-76.17,59.33,-0.24,0,-0.18,0,0,0,0,0
142721119,99819,27.34,0,-8.76,84.61,-44.27,-1000.49,-90.82,70.31,-0.24,-0.24,-0.18,0,0,0,0,0
143743210,99818,27.35,0,-8.29,84.65,-43.7,-1009.28,-46.88,76.17,0.12,-0.24,0.37,0,0,0,0,0
144765152,99821,27.36,0,-7.85,84.62,-43.19,-1010.01,-68.12,75.44,0,0,-0.06,0,0,0,0,0
145786815,99821,27.37,0,-7.89,84.62,-43.14,-1001.95,-77.64,79.83,0.18,-0.12,-0.31,0,0,0,0,0
146808390,99815,27.39,0,-7.53,84.68,-42.67,-1005.62,-61.52,60.79,0.31,0.43,0.31,0,0,0,0,0
147830241,99817,27.4,0,-8.22,84.59,-43.32,-1004.15,-68.85,77.64,0.06,0.24,0,0,0,0,0,0
148852018,99817,27.41,0,-8.5,84.6,-43.54,-1004.88,-60.06,84.96,0.24,-0.12,-0.06,0,0,0,0,0
149873860,99817,27.42,0,-8.3,84.65,-43.27,-1001.95,-41.75,52,0.85,0.24,-0.67,0,0,0,0,0
150895638,99814,27.44,0,-8.59,84.6,-43.49,-1005.62,-59.33,64.45,0.06,0.12,-0.61,0,0,0,0,0
151917596,99817,27.45,0,-8.44,84.62,-43.27,-1001.95,-65.19,69.58,0.18,0.31,-0.31,0,0,0,0,0
152939550,99817,27.46,0,-8.05,84.69,-42.81,-1003.42,-53.47,66.65,0.06,0.06,-0.37,0,0,0,0,0
153961307,99820,27.47,0,-9.27,84.66,-43.97,-1005.62,-70.31,68.12,0.12,0.24,-0.18,0,0,0,0,0
154982987,99824,27.49,0,-9.34,84.67,-43.93,-1007.08,-70.31,70.31,0,0,0.06,0,0,0,0,0
156004914,99822,27.5,0,-8.84,84.66,-43.36,-1002.69,-67.38,79.83,-0.06,-0.12,-0.12,0,0,0,0,0
157026701,99820,27.51,0,-9.11,84.67,-43.53,-1005.62,-58.59,68.85,0,0.06,-0.06,0,0,0,0,0
158048628,99816,27.52,0,-9.21,84.61,-43.57,-1001.95,-61.52,72.51,0.24,0.24,-0.37,0,0,0,0,0
159072216,99815,27.53,0,-9.03,84.69,-43.3,-1006.35,-73.24,55.66,-0.18,0,-0.49,0,0,0,0,0
160092410,99823,27.54,0,-9.44,84.6,-43.66,-1005.62,-74.71,72.51,0.18,0.24,0.24,0,0,0,0,0
161114053,99825,27.56,0,-9.2,84.6,-43.33,-1005.62,-60.06,72.51,0.24,-0.12,0.37,0,0,0,0,0
162135984,99820,27.57,0,-9.32,84.63,-43.4,-1004.15,-65.19,65.92,0,0,0.12,0,0,0,0,0
163157811,99822,27.58,0,-9.38,84.63,-43.4,-1000.49,-71.78,59.33,0.06,0.31,-0.12,0,0,0,0,0
164179604,99825,27.6,0,-9.48,84.59,-43.44,-1004.15,-72.51,78.37,0.24,0.18,-0.06,0,0,0,0,0
165201308,99822,27.61,0,-9.38,84.63,-43.24,-1002.69,-63.72,68.85,0.06,-0.31,0.24,0,0,0,0,0
166223204,99816,27.61,0,-9.56,84.67,-43.33,-1004.15,-74.71,57.13,-0.18,0.24,0.12,0,0,0,0,0
167245403,99819,27.63,0,-9.51,84.61,-43.22,-1003.42,-69.58,83.5,0,0.31,-0.12,0,0,0,0,0
168267072,99822,27.64,0,-9.91,84.63,-43.56,-1003.42,-79.1,81.3,-0.18,-0.12,-0.37,0,0,0,0,0
169288884,99818,27.66,0,-9.65,84.71,-43.22,-1004.88,-63.72,58.59,0.18,-0.06,0,0,0,0,0,0
170310491,99815,27.66,0,-9.86,84.64,-43.36,-1003.42,-68.12,65.19,0.18,0,0,0,0,0,0,0
171332331,99817,27.67,0,-9.96,84.63,-43.4,-1005.62,-65.92,75.44,0,0.06,0.18,0,0,0,0,0
172353973,99819,27.68,0,-10.49,84.65,-43.87,-1005.62,-68.85,69.58,0.12,-0.18,0.37,0,0,0,0,0
173375952,99821,27.7,0,-10.25,84.67,-43.55,-1004.15,-58.59,66.65,0,-0.18,0.12,0,0,0,0,0
174397796,99824,27.71,0,-10.52,84.62,-43.76,-1004.15,-55.66,69.58,0.12,0.18,-0.31,0,0,0,0,0
175422282,99821,27.72,0,-10.6,84.63,-43.78,-1005.62,-77.64,74.71,0.06,0.12,-0.31,0,0,0,0,0
176441129,99813,27.72,0,-10.37,84.62,-43.46,-1006.35,-69.58,71.78,-0.06,0,0,0,0,0,0,0
177463050,99821,27.74,0,-10.88,84.62,-43.87,-1004.15,-77.64,73.24,-0.61,0.12,-0.12,0,0,0,0,0
178485175,99824,27.75,0,-11.08,84.66,-44.01,-1003.42,-68.85,78.37,0.18,0.18,-0.06,0,0,0,0,0
179507058,99825,27.76,0,-11.25,84.67,-44.11,-1001.22,-69.58,67.38,-0.06,0.18,0.18,0,0,0,0,0
180528751,99823,27.77,0,-11.28,84.62,-44.07,-1007.08,-61.52,74.71,0,-0.12,0.06,0,0,0,0,0
181550480,99823,27.78,0,-11.17,84.61,-43.88,-1005.62,-66.65,71.78,0.31,0,-0.06,0,0,0,0,0
182572130,99820,27.79,0,-11.44,84.61,-44.1,-1006.35,-69.58,73.97,0,0.18,-0.24,0,0,0,0,0
183593850,99826,27.8,0,-11.59,84.65,-44.17,-1004.15,-69.58,74.71,-0.06,-0.37,0.06,0,0,0,0,0
184615510,99820,27.81,0,-11.6,84.67,-44.09,-1007.08,-58.59,65.92,-0.12,-0.31,0,0,0,0,0,0
185637222,99823,27.82,0,-11.63,84.65,-44.06,-1004.15,-59.33,63.72,0,0.18,-0.06,0,0,0,0,0
186659233,99824,27.83,0,-11.16,84.62,-43.52,-1001.22,-56.4,81.3,0,0.06,-0.12,0,0,0,0,0
187682919,99819,27.84,0,-11.62,84.61,-43.89,-1004.88,-68.85,71.78,0,0,-0.24,0,0,0,0,0
188704595,99819,27.85,0,-11.95,84.62,-44.16,-999.76,-76.9,61.52,0.06,0.06,-0.12,0,0,0,0,0
189726271,99822,27.87,0,-11.83,84.61,-43.99,-1002.69,-75.44,65.92,0.06,0.12,0,0,0,0,0,0
190748233,99820,27.88,0,-11.65,84.65,-43.71,-1003.42,-54.93,71.04,0.12,-0.12,-0.24,0,0,0,0,0
191769477,99820,27.89,0,-11.58,84.63,-43.59,-1007.08,-58.59,68.12,-0.24,0.06,-0.31,0,0,0,0,0
192791348,99822,27.9,0,-11.76,84.64,-43.7,-1005.62,-66.65,75.44,0,0.31,-0.37,0,0,0,0,0
193812848,99818,27.92,0,-12.4,84.63,-44.3,-1002.69,-75.44,68.12,0.18,0.24,-0.18,0,0,0,0,0
194834774,99827,27.93,0,-12.29,84.62,-44.12,-1005.62,-68.85,73.97,0,-0.06,0,0,0,0,0,0
195856877,99830,27.93,0,-12.39,84.61,-44.14,-1003.42,-69.58,71.78,0.31,0.31,0.12,0,0,0,0,0
196878211,99828,27.95,0,-12.25,84.6,-43.92,-1005.62,-68.85,71.04,0.18,0,-0.31,0,0,0,0,0
197900012,99825,27.96,0,-12.5,84.6,-44.08,-1003.42,-67.38,77.64,0.12,0.18,-0.12,0,0,0,0,0
198922526,99826,27.97,0,-12.78,84.6,-44.28,-1007.81,-65.19,71.04,0.06,0.12,-0.06,0,0,0,0,0
199943618,99826,27.98,0,-12.96,84.61,-44.41,-1004.88,-74.71,76.9,0.12,0.12,-0.12,0,0,0,0,0
200965422,99828,27.99,0,-12.79,84.62,-44.16,-1001.22,-60.79,73.97,0,-0.24,-0.18,0,0,0,0,0
201987112,99824,28,0,-12.36,84.61,-43.68,-1002.69,-67.38,71.04,0.18,-0.37,-0.24,0,0,0,0,0
203008476,99822,28.01,0,-12.42,84.61,-43.65,-1007.08,-64.45,68.12,0,-0.12,0.12,0,0,0,0,0
204030183,99824,28.02,0,-12.41,84.6,-43.56,-1004.15,-68.85,73.97,0.12,0.24,-0.18,0,0,0,0,0
205051992,99822,28.03,0,-12.86,84.66,-43.96,-1002.69,-73.24,82.03,-0.06,-0.18,-0.06,0,0,0,0,0
206073230,99822,28.04,0,-13.07,84.67,-44.09,-1004.88,-71.04,65.19,0.18,-0.06,0,0,0,0,0,0
207094976,99828,28.05,0,-12.7,84.62,-43.65,-1006.35,-65.19,68.12,0.37,-0.12,0.24,0,0,0,0,0
208116633,99824,28.05,0,-12.9,84.62,-43.76,-1003.42,-67.38,80.57,0,-0.06,0.24,0,0,0,0,0
209138421,99821,28.07,0,-13.35,84.68,-44.13,-1004.15,-62.99,67.38,0.12,-0.31,-0.18,0,0,0,0,0
210160129,99821,28.07,0,-13.31,84.64,-44.01,-1007.08,-68.85,73.97,0.12,0.43,0,0,0,0,0,0
211181464,99816,28.08,0,-13.07,84.65,-43.7,-1001.95,-66.65,73.24,-0.06,0.12,0.12,0,0,0,0,0
212203400,99820,28.09,0,-13.06,84.63,-43.6,-1004.88,-71.78,71.78,0.18,0,-0.18,0,0,0,0,0
213224921,99810,28.1,0,-13.64,84.64,-44.08,-1006.35,-64.45,68.12,0.12,-0.06,0,0,0,0,0,0
214247167,99817,28.11,0,-13.59,84.66,-43.95,-1001.95,-57.86,65.19,0.06,-0.24,-0.12,0,0,0,0,0
215268314,99820,28.12,0,-13.56,84.62,-43.87,-1004.88,-60.06,67.38,-0.18,-0.12,-0.12,0,0,0,0,0
