time_us,pressure_pa,temp,altitude,fakeYaw,fakePitch,fakeRoll,ax,ay,az,wx,wy,wz,cont_drogue,cont_main,state,fired_main_us,fired_drogue_us
4607653,100124,26.71,0,180,0,0,599.12,3628.42,657.71,-4.03,-0.31,-0.85,0,0,0,0,0
4618091,100124,26.71,0,179.99,-0.01,0.05,566.89,3603.52,651.12,-1.46,-0.24,-0.98,0,0,0,0,0
4628096,100124,26.71,0,179.98,-0.03,0.08,590.33,3534.67,692.87,-1.71,-0.31,-0.73,0,0,0,0,0
4638098,100124,26.71,0,179.98,-0.04,0.11,621.83,3569.09,733.15,-3.05,-0.24,-0.18,0,0,0,0,0
4648098,100124,26.71,0,179.99,-0.05,0.13,635.74,3675.29,799.8,-4.03,0.18,0.85,0,0,0,0,0
4658654,100122,26.72,0,180.01,-0.05,0.14,588.87,3716.31,707.52,-4.21,0.92,1.83,0,0,0,0,0
4668658,100122,26.72,0,180.03,-0.04,0.16,569.82,3820.31,644.53,-3.78,1.77,2.69,0,0,0,0,0
4678661,100122,26.72,0,180.07,-0.02,0.19,631.35,3854,572.02,-3.11,2.56,3.3,0,0,0,0,0
4688663,100122,26.72,0,180.1,0,0.22,629.15,3876.71,572.02,-2.62,2.56,3.05,0,0,0,0,0
4698666,100122,26.72,0,180.12,0.01,0.25,607.18,3900.88,593.99,-1.95,2.01,2.32,0,0,0,0,0
4709634,100120,26.74,0,180.14,0.01,0.31,649.66,3885.5,609.37,-0.31,1.46,1.65,0,0,0,0,0
5628947,100112,26.94,0,184.26,0,6.86,799.8,3685.55,620.36,1.04,-2.69,0.31,640,638,0,0,0
6639282,100112,27,0,185.24,-3.8,7.77,998.29,3517.09,854,-7.87,2.56,-5.68,640,638,0,0,0
7659048,100118,27.05,0,184.87,-5.39,12.93,986.57,3617.43,826.9,-0.12,1.83,0.73,640,638,0,0,0
8678857,100113,27.1,0,184.54,-7.64,18.49,1023.93,3581.54,988.77,-1.71,-2.81,-0.06,640,638,0,0,0
9698682,100110,27.15,0,183.75,-9.17,23.22,1017.33,3573.49,925.05,-1.22,-0.06,0.67,640,638,0,0,0
10710048,100109,27.19,0,182.73,-9.97,28.61,1023.93,3574.95,900.15,0.24,0.49,0.06,637,637,0,0,0
11729865,100114,27.23,0,181.46,-10.91,35.7,1045.17,3340.58,766.85,4.7,4.58,-1.22,637,637,0,0,0
12749684,100109,27.26,0,180.31,-12.51,41.99,978.52,3634.28,767.58,2.01,-3.11,-2.62,637,637,0,0,0
13769465,100105,27.29,0,179.61,-13.91,48.29,1086.18,4240.72,667.97,-8.79,-1.1,5.07,637,637,0,0,0
14789242,100107,27.33,0,177.74,-10.02,41.86,743.41,3440.92,1315.43,9.4,0.37,0.85,637,637,0,0,0
15800621,100111,27.36,0,174.67,-11.47,51.16,635.74,3672.36,1138.92,12.08,-3.11,-0.37,640,637,0,0,0
16820392,100101,27.38,0,171.71,-15.05,53.92,901.61,3659.18,1135.25,-12.08,7.51,8.48,640,637,0,0,0
17840202,100112,27.41,0,166.67,-16.07,57.57,971.92,3366.94,1153.56,4.58,-0.43,2.08,640,637,0,0,0
18860015,100112,27.43,0,166.28,-16.04,62.96,1010.74,3444.58,1271.48,4.33,1.83,-0.24,640,637,0,0,0
19879844,100111,27.45,0,165.78,-18.14,72.69,1222.41,3610.11,929.44,15.26,-4.15,4.88,640,637,0,0,0
20891252,100111,27.48,0,165.08,-18.19,68.27,1176.27,3242.43,1511.72,-9.16,-2.99,-1.59,641,637,0,0,0
21911022,100105,27.51,0,165.56,-17.6,67.9,1171.88,3473.14,1400.39,-4.46,2.08,-3.66,641,637,0,0,0
22933587,100108,27.52,0,165.57,-16.79,67.36,1115.48,3369.14,1418.7,0.98,-0.85,-0.12,641,637,0,0,0
23953412,100108,27.56,0,165.63,-16.84,67.32,1125,3388.92,1447.27,-1.59,-2.14,-0.73,641,637,0,0,0
24973214,100108,27.58,0,164.88,-16.71,68.23,1097.17,3412.35,1365.97,0.79,0.37,0.31,641,637,0,0,0
25984572,100107,27.61,0,164.71,-17.66,67.12,1196.04,3205.81,1489.01,14.16,0.06,-10.99,638,638,0,0,0
27004328,100104,27.63,0,163.51,-18.96,71.23,1202.64,3448.97,1171.14,21.42,10.44,-4.09,638,638,0,0,0
28024096,100100,27.67,0,161.18,-18.11,93.73,1256.1,3670.17,-626.22,17.21,6.59,4.33,638,638,0,0,0
29043905,100106,27.67,0,158.68,-18.3,101.34,1089.11,3684.08,-620.36,-7.75,-11.72,-0.61,638,638,0,0,0
30062738,100104,27.69,0,157.75,-17.04,93.7,798.34,3802,525.15,20.69,2.62,7.45,636,628,0,0,0
31074235,100102,27.72,0,159.45,-17.81,99.27,1206.3,3733.15,-719.24,18.74,22.89,-10.8,636,628,0,0,0
32094008,100109,27.75,0,190.02,-0.24,123.64,16.11,3439.45,-2124.02,48.03,10.19,-11.47,636,628,0,0,0
33113788,100105,27.75,0,195.38,-4.69,161.35,57.13,1420.9,-3925.78,44.68,10.99,-5.68,636,628,0,0,0
34133538,100103,27.78,0,189.21,1.99,-176.35,-274.66,-284.91,-3639.4,12.82,-25.15,2.08,636,628,0,0,0
35151285,100100,27.81,0,188.14,7.7,-169.04,-610.11,-706.05,-3605.71,10.68,0.12,0.79,640,637,0,0,0
36164638,100099,27.84,0,190.77,7.51,-171.37,-644.53,-617.43,-3922.12,-4.52,0.18,-1.04,640,637,0,0,0
37184360,100102,27.85,0,190.7,7.7,-171.06,-560.3,-624.76,-3917.72,0.31,0.06,0.18,640,637,0,0,0
38204084,100098,27.85,0,190.66,7.64,-171.05,-538.33,-614.5,-3932.37,0.37,0.31,0.06,640,637,0,0,0
39223852,100102,27.86,0,190.92,7.72,-172.25,-556.64,-552.98,-3955.08,7.63,0.24,0.55,640,637,0,0,0
40239616,100094,27.84,0,190.92,7.55,-172.58,-558.84,-454.1,-4033.45,-0.06,0.18,-0.12,641,637,0,0,0
41259438,100095,27.83,0,190.91,7.51,-172.42,-515.62,-526.61,-3940.43,0.06,0.12,0.12,641,637,0,0,0
42279146,100095,27.83,0,190.9,7.64,-172.4,-528.81,-534.67,-3954.35,0.18,0,-0.12,641,637,0,0,0
43298891,100097,27.83,0,191.07,7.56,-173.01,-519.29,-491.46,-3992.43,-4.15,0.12,-0.31,641,637,0,0,0
44318679,100097,27.83,0,191.67,7.74,-175.95,-545.65,-281.98,-3971.19,-1.4,-0.12,-0.37,641,637,0,0,0
45332479,100091,27.84,0,191.57,7.51,-175.83,-518.55,-288.57,-3960.21,-5.07,0.06,-0.61,637,638,0,0,0
46349753,100094,27.82,0,191.69,7.86,-176.23,-1283.94,-78.37,-4248.05,23.32,2.56,4.21,637,638,0,0,0
47369483,100100,27.81,0,191.15,7.62,-170.69,-526.61,-629.88,-3936.77,0.06,0.12,0.06,637,638,0,0,0
48389197,100103,27.82,0,191.13,7.58,-170.56,-532.47,-626.22,-3933.84,-0.24,0.06,0.06,637,638,0,0,0
49408938,100094,27.83,0,191,7.68,-169.92,-540.53,-692.87,-3942.63,-17.09,-0.12,-2.44,637,638,0,0,0
50420838,100100,27.84,0,191.39,7.6,-171.56,-541.99,-598.39,-3927.98,1.95,0.06,0.06,636,638,0,0,0
51440039,100102,27.86,0,191.44,7.48,-172.38,-505.37,-520.02,-3922.12,0.37,0.06,-0.06,636,638,0,0,0
52454879,100100,27.86,0,191.54,7.58,-172.86,-544.19,-525.15,-3943.36,2.01,0.06,0.24,636,638,0,0,0
53470130,100101,27.87,0,191.65,7.69,-173.25,-504.64,-465.09,-4013.67,4.58,-0.18,0.43,636,638,0,0,0
54489863,100097,27.9,0,191.61,7.72,-172.99,-566.89,-476.07,-3960.94,-1.46,0.12,-0.24,636,638,0,0,0
55501712,100104,27.93,0,191.58,7.49,-171.96,-526.61,-570.56,-3976.32,0.24,-0.18,-0.12,643,633,0,0,0
56520913,100095,27.95,0,191.49,7.53,-172.35,-519.29,-525.15,-3952.15,0,0,-0.06,643,633,0,0,0
57540665,100106,27.96,0,191.5,7.58,-172.14,-509.03,-516.36,-3951.42,-0.31,0.18,0.12,643,633,0,0,0
58560384,100094,27.97,0,191.48,7.45,-172.1,-535.4,-561.04,-3942.63,0.31,0.24,-0.18,643,633,0,0,0
59580136,100100,28,0,191.43,7.62,-172.16,-516.36,-541.26,-3938.96,0.06,-0.12,-0.06,643,633,0,0,0
60591517,100100,28,0,191.42,7.63,-172.12,-520.02,-544.19,-3961.67,0,0,-0.12,631,638,0,0,0
61611269,100095,28.01,0,191.36,7.6,-172.26,-516.36,-506.84,-3971.92,0.12,-0.06,-0.24,631,638,0,0,0
62631015,100106,28.03,0,191.34,7.62,-172.29,-509.77,-528.08,-3950.68,0.49,0.12,0.06,631,638,0,0,0
63650792,100103,28.04,0,191.35,7.61,-172.13,-523.68,-563.96,-3961.67,0.31,-0.06,-0.12,631,638,0,0,0
64671646,100102,28.06,0,191.32,7.62,-172.18,-551.51,-522.95,-3951.42,-0.06,0.18,0.12,631,638,0,0,0
65681891,100106,28.07,0,191.34,7.54,-172.05,-513.43,-561.77,-3930.18,-0.12,0.06,-0.12,640,636,0,0,0
66704622,100092,28.1,0,191.3,7.63,-172.13,-535.4,-540.53,-3936.04,0.06,0.18,-0.12,640,636,0,0,0
67724393,100104,28.11,0,191.3,7.71,-172.09,-528.81,-548.58,-3945.56,0.06,0.18,0,640,636,0,0,0
68744132,100103,28.11,0,191.24,7.58,-172.23,-542.72,-524.41,-3947.75,0,0.06,0,640,636,0,0,0
69763888,100089,28.13,0,191.27,7.66,-172.11,-541.99,-563.23,-3952.88,0,0.06,-0.06,640,636,0,0,0
70775286,100095,28.14,0,191.24,7.63,-172.03,-533.2,-576.42,-3968.99,-0.06,0.06,0.06,639,640,0,0,0
71794970,100096,28.15,0,191.22,7.63,-172.13,-532.47,-552.98,-3921.39,-0.18,-0.06,-0.18,639,640,0,0,0
72814676,100102,28.15,0,191.19,7.76,-172.13,-550.78,-533.2,-3941.16,0.06,0.06,0,639,640,0,0,0
73834369,100098,28.15,0,191.17,7.57,-172.29,-531.01,-511.96,-3951.42,0.18,0,-0.12,639,640,0,0,0
74854067,100095,28.17,0,191.23,7.63,-172.09,-539.06,-554.44,-3933.11,-0.06,0.06,-0.18,639,640,0,0,0
75864392,100094,28.17,0,191.22,7.64,-172.28,-508.3,-566.16,-3952.88,0.31,-0.12,-0.06,642,636,0,0,0
76884112,100100,28.2,0,191.21,7.52,-172.09,-511.23,-568.36,-3922.12,-0.12,0.24,0.12,642,636,0,0,0
77903889,100102,28.2,0,191.16,7.58,-172.07,-539.79,-565.43,-3936.77,0,0.18,-0.06,642,636,0,0,0
78923657,100094,28.2,0,191.12,7.66,-172.21,-547.12,-563.23,-3938.23,0.18,0.06,0,642,636,0,0,0
79943412,100096,28.19,0,191.12,7.59,-172.08,-537.6,-549.32,-3963.87,0.12,0.18,0.18,642,636,0,0,0
80954793,100103,28.16,0,191.09,7.59,-172.29,-513.43,-524.41,-3959.47,0.85,-0.18,0,639,631,0,0,0
81974573,100094,28.16,0,191.14,7.61,-172.1,-518.55,-552.25,-3917.72,0.12,0.12,0,639,631,0,0,0
82994310,100085,28.14,0,191.09,7.54,-172.32,-522.22,-513.43,-3945.56,0.12,0.06,-0.12,639,631,0,0,0
84014065,100092,28.1,0,191.07,7.59,-172.15,-538.33,-520.75,-3968.99,0.12,-0.06,-0.18,639,631,0,0,0
85033927,100090,28.1,0,191.07,7.66,-172.16,-554.44,-498.05,-3120.12,0.73,0.18,0.06,640,640,0,0,0
86045113,100100,28.09,0,191.06,7.66,-172.13,-532.47,-558.11,-3937.5,0.06,0,-0.18,640,640,0,0,0
87064864,100100,28.1,0,191,7.63,-172.38,-522.95,-492.19,-3935.3,0.12,0.24,0.12,640,640,0,0,0
88084643,100098,28.08,0,191.01,7.68,-172.18,-538.33,-558.84,-3957.28,0.61,0.18,0,640,640,0,0,0
89104397,100099,28.06,0,191,7.69,-172.08,-531.01,-558.11,-3919.19,-0.06,0.18,0.12,640,640,0,0,0
90123142,100102,28.06,0,190.97,7.51,-172.21,-511.23,-585.21,-4462.65,0.18,0.12,0.12,638,640,0,0,0
91135482,100094,28.07,0,190.96,7.57,-172.15,-530.27,-522.95,-3914.79,-0.12,0.12,-0.06,638,640,0,0,0
92155242,100098,28.05,0,190.93,7.65,-172.11,-498.05,-517.09,-3957.28,0.18,0.37,0.18,638,640,0,0,0
93177488,100101,28.07,0,190.87,7.64,-172.25,-536.13,-539.06,-3955.81,0.24,-0.06,0,638,640,0,0,0
94197225,100092,28.07,0,190.9,7.62,-172.13,-528.81,-555.18,-3936.04,0.06,0.12,-0.12,638,640,0,0,0
95213994,100095,28.07,0,190.88,7.64,-172.26,-574.22,-533.94,-3579.35,0.06,0.18,-0.12,641,638,0,0,0
96230926,100096,28.09,0,190.89,7.53,-172.17,-500.24,-565.43,-3967.53,0,0,-0.06,641,638,0,0,0
97250651,100102,28.09,0,190.89,7.59,-172.17,-531.01,-554.44,-3953.61,-0.31,0.24,0.06,641,638,0,0,0
98270379,100093,28.1,0,190.9,7.66,-172.12,-533.2,-544.92,-3935.3,0,0.31,0.18,641,638,0,0,0
99290101,100092,28.11,0,190.89,7.74,-172.17,-541.26,-544.19,-3952.15,-0.18,0,0.12,641,638,0,0,0
100304847,100091,28.12,0,190.88,7.57,-172.14,-520.02,-536.87,-3944.82,0.24,0.12,0,641,640,0,0,0
101320158,100099,28.12,0,190.79,7.22,-171.21,-568.36,-525.88,-4126.46,18.43,9.03,-1.4,641,640,0,0,0
102339918,100092,28.11,0,182.13,-7.43,151.83,375.73,2164.31,-3507.57,-53.22,16.72,18.31,641,640,0,0,0
103359771,100095,28.11,0,191.02,-21.04,135.37,1339.6,2529.79,-2408.2,8.67,1.1,-9.64,641,640,0,0,0
104379552,100094,28.08,0,203.23,-28.06,162.64,2334.96,1031.25,-3450.44,54.57,32.23,-23.62,641,640,0,0,0
105393412,100101,28.06,0,198.68,-27.18,166.4,1882.32,1349.12,-3426.27,29.6,14.83,-8.73,637,640,0,0,0
106410705,100100,28.09,0,200.54,-25.17,173.67,1721.19,270.26,-3750,-14.59,-9.77,4.21,637,640,0,0,0
107430453,100097,28.12,0,200.75,-27.14,-168.67,2066.16,-2168.7,-3525.15,2.81,-8.54,-3.91,637,640,0,0,0
108450189,100097,28.12,0,199.17,-25.29,-179.99,1633.3,-63.72,-3363.28,-27.71,0,7.26,637,640,0,0,0
109469927,100099,28.13,0,191.21,-23.04,165.22,1587.16,744.14,-3416.75,-18.43,-6.71,8.24,637,640,0,0,0
110481794,100100,28.15,0,190.99,-18.18,157.8,1146.97,1226.07,-3513.43,6.29,5.43,-2.62,638,637,0,0,0
111503417,100096,28.16,0,188.7,-17.99,154.05,1372.56,1516.85,-3634.28,-7.08,-2.62,4.03,638,637,0,0,0
112523181,100096,28.14,0,192.41,-7.66,147.61,-222.66,1739.5,-6169.19,9.03,13.49,-4.39,638,637,0,0,0
113542943,100091,28.14,0,185.04,-0.88,150.88,90.09,1948.24,-3208.01,-1.89,2.08,-4.7,638,637,0,0,0
114562751,100089,28.12,0,178.08,1.13,153.67,-87.16,2317.38,-3210.94,13.06,-6.71,-16.6,638,637,0,0,0
115575726,100091,28.13,0,179.86,0.31,155.58,311.28,1246.58,-2784.67,-10.25,18.19,-12.02,641,637,0,0,0
116593868,100090,28.15,0,187.44,3.84,162.51,5.13,1959.23,-3665.77,-4.58,3.85,-28.38,641,637,0,0,0
117613634,100087,28.17,0,185.34,3.96,172.23,-243.9,845.21,-3758.06,35.77,-22.16,2.01,641,637,0,0,0
118633413,100085,28.18,0,188.65,58.94,-138.18,-2712.16,-872.31,-960.21,83.13,-70.31,75.62,641,637,0,0,0
119653191,100091,28.17,0,175.7,84.82,-136.28,-3978.52,-522.22,-16.85,-3.72,-20.81,17.94,641,637,0,0,0
120664635,100093,28.18,0,167.4,84.7,-149.25,-3793.21,-100.34,-589.6,4.27,0.67,2.62,634,637,0,0,0
121684419,100088,28.2,0,146.16,77.05,-155.87,-3832.03,-306.15,-713.38,22.95,5,-6.16,634,637,0,0,0
122704209,100091,28.22,0,141.75,76.57,-152.49,-3802,-329.59,-602.05,33.57,-15.14,-5.25,634,637,0,0,0
123724019,100087,28.22,0,148.43,77.29,-122.59,-3993.9,180.91,-1913.82,19.04,-7.32,10.31,634,637,0,0,0
124743853,100093,28.23,0,162.27,86.62,-98.92,-3879.64,-370.61,-59.33,1.28,0.85,4.09,634,637,0,0,0
125754304,100087,28.25,0,156.31,87.3,-106.3,-3911.87,16.11,-39.55,19.59,-3.97,3.66,633,640,0,0,0
126774675,100095,28.26,0,110.26,88.47,-143.23,-3918.46,46.14,23.44,14.59,-2.5,0.85,633,640,0,0,0
127793916,100095,28.27,0,111.14,85.74,-139.73,-4016.6,3.66,-243.9,8.3,1.71,2.14,633,640,0,0,0
128813728,100087,28.29,0,150.55,86.1,-100.14,-3895.02,332.52,-164.79,7.26,0.98,-3.78,633,640,0,0,0
129833500,100089,28.32,0,153.59,80.29,-99.51,-3880.37,-702.39,228.52,-12.57,-3.97,-5.37,633,640,0,0,0
130844957,100093,28.34,0,189.94,51.01,-61.35,-3329.59,-2802.98,1732.91,22.83,17.88,19.23,634,637,0,0,0
131864783,100091,28.36,0,133.93,83.95,-148.12,-3920.65,-323,-268.8,-123.84,1.46,0.73,634,637,0,0,0
132884575,100092,28.39,0,119.33,85.12,145.08,-3943.36,123.78,-170.65,-1.34,3.6,-5.25,634,637,0,0,0
133904332,100087,28.4,0,236,87.45,-88.39,-3325.93,-20.51,-135.5,24.11,-38.64,-25.15,634,637,0,0,0
134924147,100084,28.43,0,300.87,81.84,-35.47,-3928.71,-365.48,440.92,-15.26,10.8,13.49,634,637,0,0,0
135935588,100093,28.45,0,202.02,89.73,-134.53,-3753.66,63.72,-112.06,-0.92,0.79,-3.11,631,634,0,0,0
136957608,100091,28.47,0,235.88,82.96,-105.91,-3911.87,-541.26,-177.98,-6.1,4.27,-5.13,631,634,0,0,0
137977412,100094,28.48,0,230.92,83.62,-112.04,-3929.44,-438.72,-172.85,-9.09,1.89,3.11,631,634,0,0,0
138997229,100097,28.51,0,90.31,84.29,82.7,-3904.54,344.24,45.41,-3.11,-2.62,0.61,631,634,0,0,0
140017010,100093,28.53,0,124.48,88.41,124.82,-3826.17,124.51,-73.97,15.99,-3.97,-1.59,631,634,0,0,0
141028439,100084,28.54,0,214,89.76,-143.64,-3873.05,-95.21,-33.69,13.31,-4.39,-10.68,628,634,0,0,0
142048221,100088,28.56,0,296.17,89.18,-60.72,-3927.98,-90.09,49.8,-18.86,1.28,-3.42,628,634,0,0,0
143068004,100083,28.58,0,25.39,88.22,23.28,-3993.9,191.16,49.8,-8.97,0,5.68,628,634,0,0,0
144087773,100092,28.6,0,63.4,89.88,51.86,-3949.22,123.78,-43.95,3.05,-0.24,-2.5,628,634,0,0,0
145106569,100087,28.61,0,355.31,87.99,-30.42,-3908.2,-19.78,-744.87,-29.54,-1.28,-0.37,637,640,0,0,0
146122252,100094,28.64,0,221.28,89.82,-168.64,-3802,-142.09,-90.09,-16.48,2.62,5.31,637,640,0,0,0
147146515,100093,28.66,0,135.87,88.98,109.88,-3956.54,695.8,-149.41,-23.56,-0.98,-1.71,637,640,0,0,0
148166253,100089,28.68,0,208.03,88.86,178.28,-4012.21,125.24,-123.78,-15.93,2.81,4.52,637,640,0,0,0
149186037,100091,28.7,0,99.74,89.58,74.94,-3999.76,47.61,-26.37,-8.67,1.89,3.17,637,640,0,0,0
150202838,100088,28.71,0,243.52,87.99,-133.89,-4001.95,-134.03,122.31,6.29,-4.27,0.18,643,640,0,0,0
151216316,100086,28.73,0,275.96,87.28,-91.91,-3889.89,-301.76,-87.16,4.82,4.58,1.46,643,640,0,0,0
152236131,100093,28.75,0,286.09,89.65,-79.35,-3853.27,-234.37,1.46,-1.95,0.37,-0.61,643,640,0,0,0
153255950,100092,28.77,0,239.55,82.81,-133.93,-3872.31,-413.09,-323,-1.53,-9.7,5.19,643,640,0,0,0
154275758,100091,28.79,0,53.39,88.58,48.35,-3848.88,139.16,109.86,-6.04,-1.1,-0.18,643,640,0,0,0
155291556,100089,28.8,0,11.53,88.74,5.63,-3891.36,-46.88,222.66,1.53,-3.91,-1.16,628,635,0,0,0
156306934,100087,28.82,0,14.33,89.84,9.95,-4007.81,95.95,-42.48,0.18,1.65,-0.73,628,635,0,0,0
157326780,100086,28.84,0,354.31,86.31,-5.82,-3950.68,-89.36,309.08,0.61,-2.26,1.83,628,635,0,0,0
158346513,100093,28.86,0,11.6,86.42,12.38,-3830.57,129.64,107.67,1.28,2.08,2.81,628,635,0,0,0
159366276,100090,28.87,0,2.05,87.45,3.79,-3943.36,-147.22,91.55,10.44,1.34,-4.15,628,635,0,0,0
160380112,100091,28.89,0,317.68,87.52,-41.06,-4155.76,-488.53,692.14,26.61,-13.37,-1.95,646,638,0,0,0
161397486,100091,28.91,0,22.42,85.64,26.06,-3930.18,207.28,-53.47,-31.74,11.35,-3.3,646,638,0,0,0
162417198,100094,28.93,0,341.11,87.22,-17.52,-3860.6,62.26,503.17,-7.14,-0.92,-2.44,646,638,0,0,0
163436950,100094,28.94,0,343.44,86.12,-16.27,-3942.63,-99.61,205.81,-20.51,-5.55,7.26,646,638,0,0,0
164456753,100090,28.96,0,254,86.32,-154.52,-3968.26,-33.69,-336.18,-30.7,9.16,2.69,646,638,0,0,0
165471640,100094,28.98,0,298.86,89.96,176.6,-3878.17,-79.83,17.58,-28.08,7.81,-1.71,643,636,0,0,0
166487978,100098,29,0,31.72,87.62,-105.53,-3992.43,-156.74,-124.51,15.26,-1.77,1.22,643,636,0,0,0
167507806,100088,29.01,0,46.78,88.02,-84.17,-3973.39,-88.62,-161.13,-6.1,1.1,-2.62,643,636,0,0,0
168527612,100095,29.03,0,31.01,86.42,-100.06,-3969.73,-8.06,127.44,13.49,3.11,1.16,643,636,0,0,0
169547371,100095,29.05,0,12.66,84.94,-119.02,-3951.42,-414.55,-361.82,-2.75,1.89,-4.21,643,636,0,0,0
170558855,100091,29.06,0,21.12,84.9,-110.3,-3214.6,-904.54,572.02,17.94,-2.08,3.17,637,643,0,0,0
171578655,100090,29.08,0,29.97,86.32,-101.41,-3674.56,-6.59,-58.59,60.36,9.34,-2.32,637,643,0,0,0
172598438,100085,29.1,0,36.11,85.45,-96.74,-4044.43,-484.86,-158.94,-11.72,1.95,-6.47,637,643,0,0,0
173620435,100089,29.12,0,22.71,81.57,-131.31,-3938.23,-232.91,-498.78,-18.98,-1.59,3.36,637,643,0,0,0
174640222,100099,29.13,0,33.97,83.05,-116.56,-3944.09,-312.74,-47.61,2.99,5,-1.22,637,643,0,0,0
175650662,100096,29.14,0,40.53,81.39,-114.1,-3960.94,-590.33,-258.54,8.42,5.86,3.6,639,638,0,0,0
176670468,100090,29.16,0,29.42,86.45,-130.98,-3870.85,-11.72,-158.2,-51.09,1.53,18.37,639,638,0,0,0
177690276,100086,29.17,0,171.43,85.24,14.52,-4066.41,26.37,414.55,-37.84,-37.78,44.49,639,638,0,0,0
178714648,100093,29.19,0,220.72,20.86,31.11,-1246.58,1878.66,3135.5,5.31,-16.24,19.84,639,638,0,0,0
179729803,100089,29.2,0,216.84,21.99,34.49,-1376.22,1945.31,2857.18,-2.5,3.17,-7.26,639,638,0,0,0
180741146,100090,29.21,0,216,19.22,32.57,-1245.12,1931.4,3347.9,-22.95,5.25,34.18,643,638,0,0,0
181760943,100092,29.23,0,220.06,20.83,15.04,-1466.31,1014.4,3823.97,18.92,-23.62,-17.27,643,638,0,0,0
182780776,100095,29.25,0,229.75,9.22,6.47,-768.31,841.55,3814.45,-9.03,-16.72,5.62,643,638,0,0,0
183800596,100098,29.26,0,215.06,8.74,11.56,-495.12,709.72,3492.19,6.9,-0.61,-75.62,643,638,0,0,0
184820352,100093,29.28,0,152.43,2.53,-9.49,134.03,-1275.15,5151.86,-68.24,-13.92,-7.2,643,638,0,0,0
185831729,100094,29.3,0,150.19,4.61,-15.48,-334.72,-1062.74,3826.9,0,0.24,0.06,634,640,0,0,0
186851475,100096,29.32,0,135.09,2.13,-39.1,-211.67,-2729,2671.14,-7.75,-2.62,-6.53,634,640,0,0,0
187871266,100090,29.34,0,134.55,1.49,-39.08,-24.9,-2581.05,3210.94,1.71,-4.21,-3.11,634,640,0,0,0
188891062,100095,29.36,0,134.49,1.2,-39.1,-30.76,-2676.27,3251.22,2.2,1.16,0.61,634,640,0,0,0
189910867,100092,29.38,0,134.4,1.29,-39.29,232.91,-3383.06,3640.14,0.85,0.06,0.18,634,640,0,0,0
190926583,100091,29.39,0,134.35,1.47,-39.15,-112.79,-2563.48,3186.04,1.34,0.06,-0.06,638,639,0,0,0
191946380,100102,29.41,0,134.3,1.17,-39.48,-68.12,-2605.96,3123.78,0.24,0.18,0,638,639,0,0,0
192966171,100096,29.42,0,134.25,1.22,-39.49,-84.23,-2581.79,3147.95,0.73,0.12,0.06,638,639,0,0,0
193985955,100092,29.44,0,134.18,1.44,-39.6,-110.6,-2602.29,3141.36,-0.12,0.12,0.06,638,639,0,0,0
195005739,100089,29.46,0,134.12,1.42,-39.6,-95.95,-2603.03,3154.54,0.79,0,0.06,638,639,0,0,0
196017114,100088,29.47,0,134.06,1.47,-39.77,-108.4,-2606.69,3133.3,0.18,0.06,0.06,635,634,0,0,0
197036858,100087,29.49,0,134,1.57,-39.48,-113.53,-2553.96,3123.78,-0.37,0.06,0,635,634,0,0,0
198047215,100087,29.5,0,133.95,1.43,-39.81,-118.65,-2607.42,3118.65,0.06,0.12,-0.24,635,634,0,0,0
199066991,100090,29.52,0,133.89,1.42,-39.76,-90.09,-2609.62,3116.46,-0.18,0.12,0.12,635,634,0,0,0
200086753,100093,29.53,0,133.84,1.48,-39.69,-114.99,-2620.61,3164.79,0,-0.18,0.06,638,628,0,0,0
201098185,100093,29.55,0,133.78,1.25,-39.83,-110.6,-2600.83,3167.72,0.37,0.06,0.24,638,628,0,0,0
202117967,100092,29.56,0,133.72,1.55,-39.68,-130.37,-2589.11,3123.78,0.79,0.24,-0.12,638,628,0,0,0
203137799,100096,29.58,0,133.68,1.36,-39.79,-75.44,-2627.93,3121.58,0.67,0.31,0.12,638,628,0,0,0
204157599,100097,29.59,0,133.6,1.41,-39.72,-119.38,-2611.82,3139.89,-0.06,0.49,0.31,638,628,0,0,0
205175392,100091,29.61,0,133.53,1.45,-39.73,-65.92,-2647.71,2767.82,0.55,0.37,-0.12,637,636,0,0,0
206188800,100093,29.63,0,133.47,1.27,-39.73,-81.3,-2499.76,3015.38,0.24,0.12,0.18,637,636,0,0,0
207208582,100091,29.64,0,133.43,1.36,-39.49,-91.55,-2589.84,3164.06,0.37,0.12,0,637,636,0,0,0
208228388,100093,29.65,0,133.36,1.37,-39.83,-98.88,-2564.21,3008.06,-4.03,0.49,0.24,637,636,0,0,0
209252518,100089,29.67,0,133.29,1.42,-39.77,-127.44,-2622.8,3154.54,0.12,0.18,0.12,637,636,0,0,0
210268349,100093,29.68,0,133.23,1.28,-39.59,-136.96,-2556.15,3796.14,0.49,-0.12,0.12,633,633,0,0,0
211283775,100093,29.69,0,133.16,1.54,-39.51,-145.75,-2606.69,3213.13,1.59,0.85,0.73,633,633,0,0,0
212303597,100091,29.71,0,133.1,1.41,-39.6,-183.84,-2483.64,3006.59,3.23,0.79,0.24,633,633,0,0,0
213323380,100091,29.73,0,133.07,1.48,-39.22,-101.81,-2564.94,3166.26,-0.85,-0.06,0.06,633,633,0,0,0
214343169,100101,29.75,0,141.83,5.48,-29.82,63.72,-1798.83,4056.88,52.25,-22.52,9.52,633,633,0,0,0
