time_us,pressure_pa,temp,altitude,fakeYaw,fakePitch,fakeRoll,ax,ay,az,wx,wy,wz,cont_drogue,cont_main,state,fired_main_us,fired_drogue_us
2607833065,100495,29.87,-0.01,49.73,86.22,98.26,-4006.35,276.86,-41.02,-0.06,0.24,0.06,639,638,0,0,0
2607843073,100495,29.87,-0.01,50.31,86.21,98.87,-4006.35,276.86,-41.02,-0.24,0.43,0.18,639,638,0,0,0
2607854042,100492,29.87,0.25,49.8,86.21,98.32,-4006.35,276.86,-41.02,-0.24,0.31,0.31,639,638,0,0,0
2607864048,100492,29.87,0.25,50.39,86.22,98.94,-4006.35,276.86,-41.02,-0.31,0.06,0.24,639,638,0,0,0
2607874054,100492,29.87,0.25,49.86,86.21,98.38,-4006.35,276.86,-41.02,-0.37,0.12,0.06,639,638,0,0,0
2607884062,100492,29.87,0.25,50.53,86.22,99.07,-4006.35,276.86,-41.02,-0.24,0.37,0.06,639,638,0,0,0
2607894070,100492,29.87,0.25,50.01,86.21,98.53,-4006.35,276.86,-41.02,-0.24,0.31,0.06,639,638,0,0,0
2607905030,100491,29.87,0.33,49.44,86.21,97.95,-4006.35,276.86,-41.02,-0.18,0.24,0.06,639,638,0,0,0
2607915037,100491,29.87,0.33,50.06,86.22,98.6,-4006.35,276.86,-41.02,-0.06,0.37,0.06,639,638,0,0,0
2607925045,100491,29.87,0.33,49.57,86.21,98.08,-4006.35,276.86,-41.02,0.12,0.18,0,639,638,0,0,0
2607935053,100491,29.87,0.33,50.15,86.22,98.69,-4006.35,276.86,-41.02,0.18,0.12,0.12,639,638,0,0,0
2607945056,100491,29.87,0.33,50,86.14,98.51,-4016.6,327.39,-36.62,0.12,0.37,0.06,639,638,0,0,0
2607956022,100488,29.87,0.58,49.83,86.08,98.34,-4016.6,327.39,-36.62,0.18,0.37,-0.18,639,638,0,0,0
2607966029,100488,29.87,0.58,49.69,86.03,98.19,-4016.6,327.39,-36.62,0.37,0.43,-0.12,639,638,0,0,0
2607976036,100488,29.87,0.58,49.52,85.97,98.02,-4016.6,327.39,-36.62,0.43,0.24,-0.06,639,638,0,0,0
2607986043,100488,29.87,0.58,49.33,85.91,97.83,-4016.6,327.39,-36.62,0.43,0.12,0,639,638,0,0,0
2607996053,100488,29.87,0.58,49.16,85.85,97.65,-4016.6,327.39,-36.62,0.31,0.24,-0.06,639,638,0,0,0
2608007010,100490,29.87,0.41,48.95,85.79,97.45,-4016.6,327.39,-36.62,0.18,0.12,-0.06,639,638,0,0,0
2608017019,100490,29.87,0.41,48.75,85.74,97.25,-4016.6,327.39,-36.62,0.24,0,-0.12,639,638,0,0,0
2608027028,100490,29.87,0.41,48.56,85.68,97.05,-4016.6,327.39,-36.62,0.24,0,-0.18,639,638,0,0,0
2608037036,100490,29.87,0.41,48.36,85.63,96.84,-4016.6,327.39,-36.62,0.18,-0.12,-0.18,639,638,0,0,0
2608047044,100490,29.87,0.41,48.16,85.57,96.64,-4016.6,327.39,-36.62,0.12,-0.18,-0.12,639,638,0,0,0
2608058009,100492,29.87,0.25,47.96,85.51,96.44,-4016.6,327.39,-36.62,0.06,-0.12,0,639,638,0,0,0
2608068017,100492,29.87,0.25,47.84,85.45,96.31,-4016.6,327.39,-36.62,0,0,0,639,638,0,0,0
2608078021,100492,29.87,0.25,47.96,85.51,96.44,-4016.6,327.39,-36.62,0,0,0.12,639,638,0,0,0
2608088028,100492,29.87,0.25,47.81,85.45,96.28,-4016.6,327.39,-36.62,0,-0.18,-0.06,639,638,0,0,0
2608098036,100492,29.87,0.25,47.96,85.51,96.45,-4016.6,327.39,-36.62,0,-0.18,-0.12,639,638,0,0,0
2608108996,100495,29.87,0,47.8,85.45,96.28,-4016.6,327.39,-36.62,-0.06,-0.12,-0.06,639,638,0,0,0
2608119002,100495,29.87,0,47.97,85.51,96.46,-4016.6,327.39,-36.62,-0.06,0.06,0.06,639,638,0,0,0
2608129010,100495,29.87,0,47.78,85.45,96.26,-4016.6,327.39,-36.62,0.18,0,-0.12,639,638,0,0,0
2608139019,100495,29.87,0,48.01,85.51,96.5,-4016.6,327.39,-36.62,0.18,0.18,-0.06,639,638,0,0,0
2608149026,100495,29.87,0,47.77,85.45,96.25,-4016.6,327.39,-36.62,0.12,0.12,0.06,639,638,0,0,0
2608159984,100491,29.87,0.33,48.04,85.52,96.54,-4016.6,327.39,-36.62,0.12,0.06,0.12,639,638,0,0,0
2608169989,100491,29.87,0.33,47.79,85.46,96.27,-4016.6,327.39,-36.62,0.18,0.12,0.06,639,638,0,0,0
2608179997,100491,29.87,0.33,48.09,85.52,96.59,-4016.6,327.39,-36.62,0.12,0.37,0,639,638,0,0,0
2608190002,100491,29.87,0.33,47.83,85.47,96.32,-4016.6,327.39,-36.62,0.06,0.43,0.06,639,638,0,0,0
2608200010,100491,29.87,0.33,48.07,85.52,96.57,-4016.6,327.39,-36.62,0.06,0.31,0.12,639,638,0,0,0
2608210975,100492,29.87,0.25,47.83,85.46,96.31,-4016.6,327.39,-36.62,0.06,0.24,0.12,639,638,0,0,0
2608220981,100492,29.87,0.25,48.04,85.52,96.54,-4016.6,327.39,-36.62,0,0.31,0.18,639,638,0,0,0
2608230989,100492,29.87,0.25,47.83,85.46,96.31,-4016.6,327.39,-36.62,-0.43,0.24,0.06,639,638,0,0,0
2608240993,100492,29.87,0.25,48.06,85.52,96.55,-4016.6,327.39,-36.62,-0.61,0.31,0.06,639,638,0,0,0
2608250997,100492,29.87,0.25,47.83,85.46,96.3,-4016.6,327.39,-36.62,-0.43,0.12,0.12,639,638,0,0,0
2608261963,100492,29.87,0.25,47.41,85.5,95.88,-4022.46,301.03,0.73,-0.37,0.12,0.12,639,638,0,0,0
2608271969,100492,29.87,0.25,47.04,85.53,95.5,-4022.46,301.03,0.73,-0.49,0.24,0.12,639,638,0,0,0
2608281977,100492,29.87,0.25,46.66,85.56,95.12,-4022.46,301.03,0.73,-0.37,0.31,0.18,639,638,0,0,0
2608291981,100492,29.87,0.25,46.27,85.59,94.73,-4022.46,301.03,0.73,-0.12,0.18,0.06,639,638,0,0,0
2608301988,100492,29.87,0.25,45.89,85.62,94.35,-4022.46,301.03,0.73,0,0.31,0.06,639,638,0,0,0
2608312952,100492,29.87,0.25,45.48,85.65,93.93,-4022.46,301.03,0.73,0,0.37,0.06,639,638,0,0,0
2608322960,100492,29.87,0.25,45.09,85.68,93.54,-4022.46,301.03,0.73,0,0.37,0.18,639,638,0,0,0
2608332969,100492,29.87,0.25,44.68,85.71,93.13,-4022.46,301.03,0.73,0,0.18,0.12,639,638,0,0,0
2608342977,100492,29.87,0.25,44.23,85.74,92.68,-4022.46,301.03,0.73,0.12,-0.06,-0.06,639,638,0,0,0
2608352985,100492,29.87,0.25,43.77,85.77,92.23,-4022.46,301.03,0.73,0.18,-0.06,-0.12,639,638,0,0,0
2608363942,100488,29.87,0.58,43.26,85.8,91.72,-4022.46,301.03,0.73,0.43,-0.12,0,639,638,0,0,0
2608373951,100488,29.87,0.58,42.8,85.83,91.26,-4022.46,301.03,0.73,0.55,0,0.06,639,638,0,0,0
2608383952,100488,29.87,0.58,42.35,85.85,90.82,-4022.46,301.03,0.73,0.49,0.12,0.06,639,638,0,0,0
2608393960,100488,29.87,0.58,41.88,85.88,90.35,-4022.46,301.03,0.73,0.18,0,-0.18,639,638,0,0,0
2608403969,100488,29.87,0.58,41.4,85.91,89.87,-4022.46,301.03,0.73,0.06,0,-0.24,639,638,0,0,0
2608414952,100487,29.88,0.66,41.22,85.87,89.69,-4022.46,301.03,0.73,0.18,0.06,-0.18,639,638,0,0,0
2608424964,100487,29.88,0.66,41.47,85.93,89.96,-4022.46,301.03,0.73,0.31,0.24,0,639,638,0,0,0
2608434969,100487,29.88,0.66,41.22,85.88,89.69,-4022.46,301.03,0.73,0.31,0.37,0,639,638,0,0,0
2608444977,100487,29.88,0.66,41.52,85.94,90.01,-4022.46,301.03,0.73,0.12,0.18,-0.18,639,638,0,0,0
2608454983,100487,29.88,0.66,41.23,85.88,89.71,-4022.46,301.03,0.73,0.06,0.06,-0.12,639,638,0,0,0
2608465938,100483,29.88,1,41.59,85.95,90.09,-4022.46,301.03,0.73,0,0.06,-0.06,639,638,0,0,0
2608475950,100483,29.88,1,41.27,85.9,89.75,-4022.46,301.03,0.73,-0.31,0,-0.12,639,638,0,0,0
2608485957,100483,29.88,1,41.67,85.95,90.16,-4022.46,301.03,0.73,-0.37,0.06,-0.18,639,638,0,0,0
2608495966,100483,29.88,1,41.3,85.9,89.77,-4022.46,301.03,0.73,-0.24,0,0,639,638,0,0,0
2608505972,100483,29.88,1,41.74,85.95,90.23,-4022.46,301.03,0.73,-0.06,0.06,0.12,639,638,0,0,0
2608516926,100482,29.88,1.08,41.35,85.9,89.82,-4022.46,301.03,0.73,0.18,0.37,0.18,639,638,0,0,0
2608526937,100482,29.88,1.08,41.61,85.96,90.1,-4022.46,301.03,0.73,0.18,0.18,0.18,639,638,0,0,0
2608536945,100482,29.88,1.08,41.36,85.9,89.84,-4022.46,301.03,0.73,0.18,0.12,0,639,638,0,0,0
2608546952,100482,29.88,1.08,41.64,85.96,90.12,-4022.46,301.03,0.73,0.24,0.55,0,639,638,0,0,0
2608556959,100482,29.88,1.08,41.47,85.91,89.95,-4022.46,301.03,0.73,0.31,0.67,0,639,638,0,0,0
2608567915,100482,29.88,1.08,41,85.91,89.49,-4022.46,301.03,0.73,0.43,0.49,-0.06,639,638,0,0,0
2608577925,100482,29.88,1.08,41.61,85.92,90.13,-4022.46,301.03,0.73,0.49,0.49,0,639,638,0,0,0
2608587934,100482,29.88,1.08,42.19,85.9,90.71,-3979.25,323.73,-46.88,0.55,0.55,-0.06,639,638,0,0,0
2608597944,100482,29.88,1.08,42.74,85.88,91.26,-3979.25,323.73,-46.88,0.49,0.37,-0.18,639,638,0,0,0
2608607952,100482,29.88,1.08,43.24,85.86,91.78,-3979.25,323.73,-46.88,0.55,0.12,-0.18,639,638,0,0,0
2608618901,100486,29.88,0.83,43.8,85.83,92.34,-3979.25,323.73,-46.88,0.55,0.18,0,639,638,0,0,0
2608628910,100486,29.88,0.83,44.29,85.81,92.84,-3979.25,323.73,-46.88,0.43,0.12,-0.06,639,638,0,0,0
2608638916,100486,29.88,0.83,44.77,85.78,93.32,-3979.25,323.73,-46.88,0.43,0,-0.18,639,638,0,0,0
2608648925,100486,29.88,0.83,45.24,85.76,93.8,-3979.25,323.73,-46.88,0.49,0.06,-0.12,639,638,0,0,0
2608658935,100486,29.88,0.83,45.72,85.73,94.28,-3979.25,323.73,-46.88,0.37,0.12,0,639,638,0,0,0
2608669893,100487,29.88,0.66,46.22,85.71,94.78,-3979.25,323.73,-46.88,0.06,0,0,639,638,0,0,0
2608679906,100487,29.88,0.66,46.68,85.68,95.24,-3979.25,323.73,-46.88,-0.18,0.06,0,639,638,0,0,0
2608689916,100487,29.88,0.66,47.13,85.65,95.69,-3979.25,323.73,-46.88,-0.31,0.06,0.12,639,638,0,0,0
2608699921,100487,29.88,0.66,47.58,85.62,96.13,-3979.25,323.73,-46.88,-0.43,0.06,0.12,639,638,0,0,0
2608709929,100487,29.88,0.66,48,85.6,96.55,-3979.25,323.73,-46.88,-0.43,-0.06,0.06,639,638,0,0,0
2608720883,100492,29.88,0.41,48.48,85.56,97.03,-3979.25,323.73,-46.88,-0.43,0.06,0.18,639,638,0,0,0
2608730893,100492,29.88,0.41,48.92,85.53,97.47,-3979.25,323.73,-46.88,-0.37,0.12,0.24,639,638,0,0,0
2608740898,100492,29.88,0.41,49.33,85.51,97.87,-3979.25,323.73,-46.88,-0.49,-0.18,0.18,639,638,0,0,0
2608750903,100492,29.88,0.41,49.75,85.48,98.28,-3979.25,323.73,-46.88,-0.49,-0.18,0.18,639,638,0,0,0
2608760914,100492,29.88,0.41,49.43,85.51,97.94,-3979.25,323.73,-46.88,-0.31,-0.12,0.24,639,638,0,0,0
2608771877,100494,29.88,0.16,49.77,85.48,98.29,-3979.25,323.73,-46.88,0,-0.24,0.12,639,638,0,0,0
2608781885,100494,29.88,0.16,49.5,85.51,98,-3979.25,323.73,-46.88,0.12,-0.12,0.06,639,638,0,0,0
2608791892,100494,29.88,0.16,49.76,85.47,98.29,-3979.25,323.73,-46.88,0.24,-0.12,0.12,639,638,0,0,0
2608801900,100494,29.88,0.16,49.51,85.51,98.03,-3979.25,323.73,-46.88,0.18,0,0.12,639,638,0,0,0
2608811909,100494,29.88,0.16,49.8,85.47,98.32,-3979.25,323.73,-46.88,-0.12,0.18,0,639,638,0,0,0
2608822865,100491,29.87,0.33,49.48,85.5,97.99,-3979.25,323.73,-46.88,-0.18,0.43,0.31,639,638,0,0,0
2608832875,100491,29.87,0.33,49.86,85.47,98.39,-3979.25,323.73,-46.88,-0.06,0.43,0.12,639,638,0,0,0
2608842881,100491,29.87,0.33,49.53,85.49,98.04,-3979.25,323.73,-46.88,-0.06,0.37,0,639,638,0,0,0
2608852890,100491,29.87,0.33,49.92,85.47,98.45,-3979.25,323.73,-46.88,0,0.31,0,639,638,0,0,0
2608862895,100491,29.87,0.33,49.59,85.49,98.1,-3979.25,323.73,-46.88,0,0.49,-0.06,639,638,0,0,0
2608873853,100491,29.87,0.33,50.05,85.46,98.58,-3979.25,323.73,-46.88,-0.18,0.61,-0.06,639,638,0,0,0
2608883862,100491,29.87,0.33,49.72,85.48,98.22,-3979.25,323.73,-46.88,-0.24,0.49,0.12,639,638,0,0,0
2608893871,100491,29.87,0.33,50.01,85.45,98.53,-3979.25,323.73,-46.88,-0.24,0.43,0.12,639,638,0,0,0
2608903880,100491,29.87,0.33,50.36,85.49,98.88,-4021.73,285.64,-63.72,-0.06,0.43,-0.06,639,638,0,0,0
2608913886,100491,29.87,0.33,50.72,85.54,99.24,-4021.73,285.64,-63.72,0.06,0.49,0.06,639,638,0,0,0
2608924842,100492,29.87,0.25,51.1,85.59,99.62,-4021.73,285.64,-63.72,0.18,0.37,0.18,639,638,0,0,0
2608934851,100492,29.87,0.25,51.46,85.64,99.99,-4021.73,285.64,-63.72,0.43,0.49,0.12,639,638,0,0,0
2608944856,100492,29.87,0.25,51.82,85.69,100.37,-4021.73,285.64,-63.72,0.55,0.49,0.06,639,638,0,0,0
2608954863,100492,29.87,0.25,52.17,85.74,100.72,-4021.73,285.64,-63.72,0.61,0.31,0.06,639,638,0,0,0
2608964869,100492,29.87,0.25,52.48,85.8,101.04,-4021.73,285.64,-63.72,0.67,0.06,0.06,639,638,0,0,0
2608975838,100486,29.87,0.75,52.82,85.86,101.4,-4021.73,285.64,-63.72,0.67,0,-0.12,639,638,0,0,0
2608985846,100486,29.87,0.75,53.16,85.91,101.75,-4021.73,285.64,-63.72,0.67,0.18,-0.12,639,638,0,0,0
2608995852,100486,29.87,0.75,53.5,85.96,102.1,-4021.73,285.64,-63.72,0.67,0.12,-0.06,639,638,0,0,0
2609005855,100486,29.87,0.75,53.81,86.02,102.42,-4021.73,285.64,-63.72,0.55,-0.06,0,639,638,0,0,0
2609015861,100486,29.87,0.75,54.13,86.07,102.75,-4021.73,285.64,-63.72,0.37,-0.06,0.06,639,638,0,0,0
2609026831,100476,29.87,1.59,53.79,86,102.4,-4021.73,285.64,-63.72,0.18,0.06,0.12,639,638,0,0,0
2609036844,100476,29.87,1.59,54.08,86.06,102.7,-4021.73,285.64,-63.72,-0.06,-0.12,0.06,639,638,0,0,0
2609046853,100476,29.87,1.59,53.77,86,102.37,-4021.73,285.64,-63.72,-0.43,-0.18,0.18,639,638,0,0,0
2609056857,100476,29.87,1.59,54.09,86.06,102.7,-4021.73,285.64,-63.72,-0.67,0,0.18,639,638,0,0,0
2609066861,100476,29.87,1.59,53.77,86,102.35,-4021.73,285.64,-63.72,-0.73,0.06,0,639,638,0,0,0
2609077823,100479,29.87,1.34,54.15,86.07,102.75,-4021.73,285.64,-63.72,-0.79,0,0,639,638,0,0,0
2609087831,100479,29.87,1.34,53.79,86.01,102.36,-4021.73,285.64,-63.72,-0.79,-0.12,0.06,639,638,0,0,0
2609097835,100479,29.87,1.34,54.16,86.07,102.74,-4021.73,285.64,-63.72,-0.92,-0.24,0,639,638,0,0,0
2609107841,100479,29.87,1.34,53.79,86.01,102.34,-4021.73,285.64,-63.72,-0.92,-0.24,0.12,639,638,0,0,0
2609117845,100479,29.87,1.34,54.19,86.06,102.76,-4021.73,285.64,-63.72,-0.73,0.06,0.24,639,638,0,0,0
2609128818,100480,29.87,1.25,53.77,86,102.31,-4021.73,285.64,-63.72,-0.67,0.31,0.24,639,638,0,0,0
2609138826,100480,29.87,1.25,54.19,86.06,102.75,-4021.73,285.64,-63.72,-0.43,0.24,0.18,639,638,0,0,0
2609148831,100480,29.87,1.25,53.78,86.01,102.31,-4021.73,285.64,-63.72,-0.24,0.24,0.18,639,638,0,0,0
2609158838,100480,29.87,1.25,54.27,86.06,102.83,-4021.73,285.64,-63.72,0,0.43,0.18,639,638,0,0,0
2609168844,100480,29.87,1.25,53.82,86.02,102.35,-4021.73,285.64,-63.72,0.18,0.31,0.18,639,638,0,0,0
2609179813,100487,29.87,1,54.41,86.07,102.97,-4021.73,285.64,-63.72,0.18,0.43,0.12,639,638,0,0,0
2609189821,100487,29.87,1,53.98,86.03,102.51,-4021.73,285.64,-63.72,0.18,0.49,0.06,639,638,0,0,0
2609199829,100487,29.87,1,54.41,86.08,102.96,-4021.73,285.64,-63.72,0.12,0.49,0.24,639,638,0,0,0
2609209836,100487,29.87,1,54.05,86.03,102.59,-4021.73,285.64,-63.72,0.18,0.49,0.18,639,638,0,0,0
2609219840,100487,29.87,1,53.67,85.98,102.21,-4016.6,317.14,-49.8,0.24,0.37,0.18,639,638,0,0,0
2609230794,100490,29.87,0.75,53.26,85.93,101.79,-4016.6,317.14,-49.8,0,0.37,0.12,639,638,0,0,0
2609240806,100490,29.87,0.75,52.86,85.88,101.39,-4016.6,317.14,-49.8,-0.24,0.18,-0.06,639,638,0,0,0
2609250816,100490,29.87,0.75,52.46,85.84,100.98,-4016.6,317.14,-49.8,-0.24,0.06,-0.06,639,638,0,0,0
2609260821,100490,29.87,0.75,52.07,85.8,100.58,-4016.6,317.14,-49.8,-0.24,0.12,0,639,638,0,0,0
2609270827,100490,29.87,0.75,51.68,85.75,100.19,-4016.6,317.14,-49.8,-0.24,0.06,-0.06,639,638,0,0,0
2609281781,100487,29.87,0.66,51.27,85.7,99.76,-4016.6,317.14,-49.8,-0.12,0.06,-0.06,639,638,0,0,0
2609291793,100487,29.87,0.66,50.91,85.66,99.4,-4016.6,317.14,-49.8,0.06,0.18,0,639,638,0,0,0
2609301800,100487,29.87,0.66,50.54,85.62,99.03,-4016.6,317.14,-49.8,0.31,0.18,0,639,638,0,0,0
2609311805,100487,29.87,0.66,50.13,85.58,98.62,-4016.6,317.14,-49.8,0.37,0,-0.12,639,638,0,0,0
2609321815,100487,29.87,0.66,50.56,85.63,99.08,-4016.6,317.14,-49.8,0.31,-0.12,-0.24,639,638,0,0,0
2609332770,100490,29.88,0.41,50.13,85.58,98.63,-4016.6,317.14,-49.8,0.31,-0.12,-0.18,639,638,0,0,0
2609342780,100490,29.88,0.41,50.55,85.63,99.08,-4016.6,317.14,-49.8,0.55,-0.12,-0.24,639,638,0,0,0
2609352788,100490,29.88,0.41,50.17,85.59,98.68,-4016.6,317.14,-49.8,0.73,-0.06,-0.24,639,638,0,0,0
2609362793,100490,29.88,0.41,50.63,85.64,99.17,-4016.6,317.14,-49.8,1.04,0.18,-0.12,639,638,0,0,0
2609372800,100490,29.88,0.41,50.2,85.59,98.74,-4016.6,317.14,-49.8,1.04,0.06,-0.06,639,638,0,0,0
2609383760,100486,29.88,0.75,50.7,85.64,99.27,-4016.6,317.14,-49.8,0.92,-0.06,-0.06,639,638,0,0,0
2609393770,100486,29.88,0.75,50.26,85.6,98.81,-4016.6,317.14,-49.8,0.79,-0.06,-0.12,639,638,0,0,0
2609403774,100486,29.88,0.75,50.75,85.64,99.33,-4016.6,317.14,-49.8,0.49,-0.12,-0.06,639,638,0,0,0
2609413782,100486,29.88,0.75,50.29,85.61,98.85,-4016.6,317.14,-49.8,0.24,0,-0.12,639,638,0,0,0
2609423785,100486,29.88,0.75,50.85,85.63,99.43,-4016.6,317.14,-49.8,0.18,0,-0.06,639,638,0,0,0
2609434770,100486,29.88,0.75,50.3,85.61,98.86,-4016.6,317.14,-49.8,-0.24,-0.12,0,639,638,0,0,0
2609444780,100486,29.88,0.75,50.86,85.63,99.43,-4016.6,317.14,-49.8,-0.49,-0.12,0,639,638,0,0,0
2609454788,100486,29.88,0.75,50.38,85.61,98.93,-4016.6,317.14,-49.8,-0.61,0.12,0.12,639,638,0,0,0
2609464793,100486,29.88,0.75,50.37,85.64,98.91,-4016.6,317.14,-49.8,-0.79,0.24,0.24,639,638,0,0,0
2609474800,100486,29.88,0.75,50.41,85.58,98.95,-4016.6,317.14,-49.8,-0.67,0.18,0.12,639,638,0,0,0
2609485759,100487,29.88,0.66,50.36,85.64,98.88,-4016.6,317.14,-49.8,-0.49,0,-0.06,639,638,0,0,0
2609495764,100487,29.88,0.66,50.44,85.59,98.97,-4016.6,317.14,-49.8,-0.37,0.12,0.06,639,638,0,0,0
2609505768,100487,29.88,0.66,50.39,85.63,98.91,-4016.6,317.14,-49.8,-0.37,0.49,0.24,639,638,0,0,0
2609515775,100487,29.88,0.66,50.48,85.58,99.01,-4016.6,317.14,-49.8,-0.24,0.55,0.12,639,638,0,0,0
2609525779,100487,29.88,0.66,50.39,85.63,98.91,-4016.6,317.14,-49.8,-0.12,0.31,0,639,638,0,0,0
2609536750,100487,29.88,0.66,49.89,85.65,98.41,-3990.97,304.69,-11.72,0.06,0.18,0.06,639,638,0,0,0
2609546759,100487,29.88,0.66,49.44,85.66,97.96,-3990.97,304.69,-11.72,0.24,0.24,0,639,638,0,0,0
2609556766,100487,29.88,0.66,48.99,85.67,97.51,-3990.97,304.69,-11.72,0.31,0.31,0.06,639,638,0,0,0
2609566769,100487,29.88,0.66,48.54,85.69,97.06,-3990.97,304.69,-11.72,0.24,0.31,0.06,639,638,0,0,0
2609576776,100487,29.88,0.66,48.09,85.7,96.61,-3990.97,304.69,-11.72,0.12,0.31,0.12,639,638,0,0,0
2609587743,100486,29.88,0.75,47.59,85.72,96.11,-3990.97,304.69,-11.72,-0.12,0.31,0.06,639,638,0,0,0
2609597747,100486,29.88,0.75,47.11,85.73,95.62,-3990.97,304.69,-11.72,-0.31,0.12,0,639,638,0,0,0
2609607753,100486,29.88,0.75,46.62,85.74,95.12,-3990.97,304.69,-11.72,-0.43,0.06,0.06,639,638,0,0,0
2609617758,100486,29.88,0.75,46.11,85.76,94.61,-3990.97,304.69,-11.72,-0.49,0,0.12,639,638,0,0,0
2609627763,100486,29.88,0.75,45.59,85.77,94.08,-3990.97,304.69,-11.72,-0.67,-0.12,0.12,639,638,0,0,0
2609638732,100486,29.88,0.75,45.04,85.78,93.52,-3990.97,304.69,-11.72,-0.85,0.06,0.24,639,638,0,0,0
2609648741,100486,29.88,0.75,44.55,85.79,93.02,-3990.97,304.69,-11.72,-0.92,0.12,0.31,639,638,0,0,0
2609658747,100486,29.88,0.75,44.06,85.8,92.52,-3990.97,304.69,-11.72,-0.79,0.12,0.24,639,638,0,0,0
2609668752,100486,29.88,0.75,43.56,85.82,92.01,-3990.97,304.69,-11.72,-0.67,0,0.12,639,638,0,0,0
2609678755,100486,29.88,0.75,44.04,85.82,92.51,-3990.97,304.69,-11.72,-0.55,-0.06,0.18,639,638,0,0,0
2609689718,100488,29.87,0.58,43.51,85.82,91.96,-3990.97,304.69,-11.72,0.12,0,0,639,638,0,0,0
2609699724,100488,29.87,0.58,44.01,85.82,92.49,-3990.97,304.69,-11.72,0.61,0.06,-0.06,639,638,0,0,0
2609709728,100488,29.87,0.58,43.51,85.82,91.97,-3990.97,304.69,-11.72,0.98,-0.06,-0.18,639,638,0,0,0
2609719734,100488,29.87,0.58,43.99,85.82,92.49,-3990.97,304.69,-11.72,1.28,-0.06,-0.12,639,638,0,0,0
2609729740,100488,29.87,0.58,43.51,85.82,92,-3990.97,304.69,-11.72,1.28,0.06,-0.06,639,638,0,0,0
2609740708,100490,29.88,0.41,44.03,85.82,92.56,-3990.97,304.69,-11.72,1.28,-0.12,-0.18,639,638,0,0,0
