timestamp (us),gx (d/s),gy (d/s),gz (d/s)
45071438,10.86,-0.18,-2.08
45077292,10.13,-0.55,-2.56
45083155,8.48,-2.2,-3.48
45089013,7.57,-2.81,-3.78
45095721,6.96,-2.99,-3.72
45101578,6.53,-2.44,-3.42
45108017,5.92,-1.46,-1.83
45113873,5.19,-1.28,-1.34
45119741,4.52,-0.98,-1.46
45126473,4.27,-0.73,-1.89
45132344,4.15,-0.49,-2.2
45138222,3.54,0.43,-1.89
45144110,3.11,0.73,-1.65
45149994,2.81,0.79,-1.53
45156751,2.93,0.73,-1.65
45163229,4.09,0.73,-1.46
45169109,4.58,0.85,-0.92
45175007,4.58,1.04,-0.37
45180935,5,1.1,0.06
45186871,5.25,1.65,0.06
45193678,5.37,2.5,-0.79
45199613,5.07,2.01,-1.34
45205523,4.82,1.22,-1.77
45211437,4.82,-0.12,-1.89
45217937,4.33,-2.2,-1.65
45224743,4.03,-2.5,-1.46
45230667,3.78,-2.5,-1.1
45236600,3.6,-2.5,-0.49
45242537,3.23,-2.26,0.06
45248473,2.01,0,0.61
45254407,1.46,1.89,0.37
45261256,1.34,3.48,-0.12
45267204,1.4,5.07,-0.55
45273734,1.89,7.2,-0.98
45279675,2.14,8,-0.92
45285631,2.32,8.67,-0.67
45292488,2.08,9.03,-0.43
45298447,1.28,10.07,-0.06
45304409,1.16,10.93,0.06
45310376,1.46,11.84,0.18
45316346,1.83,12.76,0.43
45322322,2.2,13.92,0.67
45330205,1.65,17.4,0.49
45336191,1.1,19.41,0.24
45342198,0.55,21.24,0
45348207,0.49,23.44,0.18
45354219,0.37,23.86,0.37
45361166,0.43,23.74,0.37
45367181,0.31,23.07,0.31
45373200,0.43,20.57,0.61
45379217,0.55,19.29,0.98
45385822,0.85,17.88,1.22
45391843,0.98,16.72,1.1
45398810,0.92,14.59,0.18
45404848,0.55,13.79,-0.37
45410882,0.37,13.12,-0.61
45416921,0.49,12.33,-0.61
45422963,1.1,9.89,0.12
45429951,0.92,8.48,0.55
45436978,0.31,7.32,0.67
45443019,-0.67,6.23,0.31
45449070,-0.98,6.1,0.12
45455130,-0.79,5.8,0
45461188,-0.55,5.62,-0.12
45468211,0.12,5.55,-0.92
45474270,0.49,5.98,-1.4
45480318,1.28,6.53,-1.46
45486365,2.14,7.14,-1.22
45492998,2.93,7.32,-0.55
45499997,2.32,7.02,-0.55
45506059,1.65,6.47,-0.61
45512123,0.79,5.92,-0.67
45518221,-0.49,5.07,-0.31
45524286,-1.04,4.82,-0.12
45530360,-1.1,4.46,-0.12
45537397,-1.22,4.46,-0.31
45544064,-1.16,4.82,-0.49
45550141,-1.04,5.19,-0.55
45556226,-0.79,5.49,-0.43
45562320,-0.79,5.68,-0.24
45569379,-0.49,5.43,0.31
45575474,-0.18,5.31,0.18
45581567,-0.24,5.31,-0.12
45587672,-0.31,5.37,-0.61
45593770,-0.37,5.68,-0.67
45600456,-0.12,5.86,-0.79
45607542,0.37,5.92,-1.4
45613655,0.67,5.8,-1.4
45619769,0.85,5.43,-0.92
45625888,0.98,5.25,-0.31
45632011,1.04,5,0.37
45639120,1.34,4.46,0.85
45645251,1.59,4.21,0.67
45651968,1.59,4.15,0.55
45658095,2.08,5.37,0.37
45664236,2.69,5.98,0.37
45670377,3.17,6.16,0.43
45677597,2.93,4.94,0.85
45683420,2.14,4.21,0.79
45689245,1.4,3.66,0.55
45703812,-0.06,2.44,-0.12
45709646,-0.49,2.56,-0.31
45721153,-1.28,3.66,-1.1
45727077,-1.16,4.15,-1.53
45733262,-0.31,4.27,-1.65
45739447,0.06,4.09,-1.34
45745623,0.37,3.97,-0.92
45751811,0.55,3.72,-0.43
45759401,0.18,3.48,-0.06
45765577,-0.43,3.48,-0.31
45771780,-0.61,3.54,-0.49
45777985,-1.46,3.48,-0.55
45784191,-3.17,3.11,-0.31
45790815,-5.55,2.69,0
45797023,-8.67,2.14,0.12
45802834,-14.1,1.53,0.67
45808642,-15.75,1.65,1.28
45815033,-16.48,1.65,1.95
45820845,-17.03,1.95,2.56
45827499,-19.47,2.38,3.11
45833323,-21.79,2.2,3.17
45839160,-24.96,2.08,3.17
45844991,-27.95,1.71,3.54
45850827,-30.82,1.4,4.03
45857503,-35.03,0.43,5.19
45863343,-36.8,-0.12,5.8
45869766,-38.82,-0.73,6.35
45875605,-40.83,-1.28,6.77
45881449,-42.85,-1.71,6.96
45887299,-44.43,-1.89,7.14
45894014,-45.78,-2.01,7.93
45899877,-45.59,-2.26,8.36
45905737,-44.98,-2.5,8.42
45911602,-44.01,-2.87,8.06
45917472,-42.97,-3.05,7.45
45925182,-40.89,-3.42,6.59
45931045,-39.61,-3.42,6.47
45936926,-38.45,-2.87,6.29
45942805,-35.77,-2.32,5.68
45948689,-34.3,-2.44,5.49
45954585,-32.71,-2.38,5.37
45961352,-31.01,-2.32,5.37
45967246,-28.99,-1.95,5.43
45973154,-24.17,-0.43,5.19
45979640,-21.42,0.61,4.76
45985532,-18.07,1.65,4.03
45992308,-13.98,2.32,3.11
45998219,-4.52,3.23,1.04
46004128,-0.73,3.42,0
46010041,2.26,3.48,-0.92
46015956,4.88,3.66,-1.77
46021879,7.63,3.91,-2.44
46028688,12.51,3.66,-2.87
46035197,13.61,3.23,-2.75
46041123,13.31,3.05,-2.87
46047064,12.27,2.75,-2.93
46053004,9.16,3.17,-2.44
46059844,7.75,3.42,-1.77
46065786,6.47,3.36,-1.1
46071730,5.74,3.23,-0.92
46077682,5.31,3.17,-1.65
46083631,5,2.87,-1.89
46090162,4.58,2.5,-1.89
46097023,4.21,2.2,-1.65
46102979,2.99,1.95,-1.28
46108942,2.14,1.95,-1.34
46114912,1.59,1.65,-1.4
46120883,0.73,1.71,-1.53
46127770,-0.24,1.89,-0.85
46133745,-0.37,1.89,-0.31
46139726,-0.43,2.01,0.18
46146289,-0.79,2.08,0.31
46152267,-1.28,2.26,0.24
46158257,-2.26,2.2,0.18
46165175,-2.38,1.89,0.43
46171176,-2.26,1.83,0.79
46177172,-2.14,1.65,0.73
46183180,-2.14,1.77,-0.12
46189183,-2.38,1.89,-0.55
46196125,-2.32,1.83,-0.73
46202714,-1.71,1.59,-0.31
46208716,-1.16,1.28,-0.12
46214729,-0.67,0.85,-0.12
46220743,-0.37,0.24,-0.06
46226767,-0.24,0.06,-0.06
46233735,0.67,0.49,0.49
46239763,1.46,0.67,0.61
46245798,1.95,0.79,0.37
46251837,2.44,0.43,-0.12
46258452,2.08,0.12,-0.79
46265439,1.83,0.55,-0.67
46271480,1.71,0.98,-0.67
46277522,2.38,1.16,-1.04
46283569,3.48,1.16,-1.4
46289625,4.58,1.28,-1.77
46295685,5.74,1.59,-1.95
46302705,7.14,1.89,-1.65
46309748,7.14,1.65,-1.34
46315800,6.59,1.4,-1.22
46321864,6.1,0.85,-1.1
46327934,6.59,0.06,-1.4
46334975,7.08,-0.06,-1.46
46341059,7.51,0.24,-1.34
46347182,7.57,0.79,-1.22
46353346,8.24,2.69,-1.1
46359508,9.22,3.54,-1.1
46366256,10.56,4.33,-1.16
46373448,14.04,5.07,-2.01
46379624,15.93,5.13,-2.62
46385798,17.52,5.13,-3.23
46391982,18.74,5.25,-3.6
46398154,20.69,5.31,-3.78
46405326,21.61,5.13,-3.78
46411496,22.03,4.82,-3.72
46418246,21.61,3.91,-3.36
46424388,20.81,3.42,-2.99
46430566,19.71,2.99,-2.75
46436751,18.31,2.44,-2.69
46443976,16.3,1.71,-3.05
46450165,15.87,1.59,-3.23
46456368,15.87,1.71,-3.3
46462564,16.11,2.26,-3.48
46469340,15.87,2.32,-3.54
46476500,15.44,2.44,-3.36
46482305,14.89,2.69,-2.93
46496571,13.92,2.69,-1.89
46502750,13.67,2.38,-2.2
46508918,13.31,2.38,-2.2
46515509,12.76,2.62,-2.08
46521853,12.08,2.87,-1.83
46528018,10.44,3.3,-1.4
46534209,9.77,3.36,-1.4
46540394,9.16,3.3,-1.34
46546581,9.03,3.05,-1.1
46553167,8.67,2.75,-0.79
46559331,8.18,2.62,-1.04
46565529,7.81,2.32,-1.28
46571700,7.39,2.08,-1.34
46578079,7.26,1.46,-1.28
46584657,7.57,1.28,-1.46
46590837,7.69,1.46,-1.71
46597021,7.93,1.77,-2.01
46603209,8.48,2.38,-2.14
46609397,8.54,2.5,-1.71
46615588,8.12,2.5,-1.28
46622198,7.93,2.32,-0.92
46629387,7.39,1.77,-1.1
46635570,7.14,1.46,-1.16
46641774,6.77,1.04,-1.04
46647985,6.04,0.49,-0.49
46654619,5.55,0.67,-0.67
46660426,5.07,0.61,-1.16
46666233,4.58,0.43,-1.59
46672053,4.33,0.24,-1.65
46677874,4.52,-0.06,-1.28
46684273,4.82,-0.12,-1.34
46690935,4.94,-0.06,-1.53
46696763,4.82,-0.06,-1.65
46702589,4.21,0.06,-1.16
46708423,4.21,0.31,-0.73
46714257,4.52,0.61,-0.18
46720938,4.7,0.98,0.31
46726779,4.64,1.22,0.61
46732626,4.21,1.34,0.55
46739060,4.27,1.4,0.49
46744896,4.7,1.83,0.37
46750779,5.19,2.08,0.18
46757518,5,2.2,-0.79
46763374,4.7,2.08,-1.34
46773393,4.46,2.14,-1.95
46779291,4.15,2.2,-1.83
46785196,3.91,2.08,-1.71
46791678,3.6,1.89,-1.83
46798561,2.93,1.65,-2.32
46804558,2.93,1.46,-2.26
46810551,2.93,1.34,-2.01
46816552,2.99,1.1,-1.59
46822557,2.32,0.79,-1.28
46834490,1.4,0.67,-1.65
46840571,0.92,0.49,-1.83
46847091,0.37,0.31,-1.83
46853015,-0.18,0.55,-1.4
46858956,-0.18,0.85,-1.34
46864938,0.06,1.1,-1.53
46871797,0.37,1.34,-1.65
46877772,1.34,2.01,-1.16
46883726,1.83,2.38,-0.55
46889679,2.08,2.75,0.06
46895657,2.08,2.87,0.43
46903553,1.53,2.2,0.24
46909721,1.28,1.46,0
46915856,0.92,0.73,-0.18
46921991,1.04,0.12,-0.12
46928132,1.89,-0.06,-0.37
46934276,2.5,0.12,-0.67
46941398,2.99,0.31,-0.98
46947547,4.52,0.43,-1.1
46954681,4.88,0.37,-0.98
46960824,4.7,0.37,-0.73
46966982,4.27,0.37,-0.55
46974174,3.72,0.43,-0.24
46980297,3.48,0.55,-0.18
46986425,3.23,0.55,-0.06
46992546,2.26,0.43,0
46998676,1.59,0.43,-0.18
47005794,1.1,0.55,-0.43
47012925,1.22,0.49,-1.22
47019066,1.65,0.55,-1.46
47025212,2.01,0.67,-1.53
47031364,1.83,0.98,-1.22
47037518,0.98,1.71,-0.67
47044669,0.67,1.77,-0.61
47050838,0.85,1.4,-0.49
47057575,1.77,-0.06,-0.12
47063724,2.08,-0.55,0.06
47069889,2.08,-0.73,-0.12
47076059,1.83,-0.67,-0.67
47083246,0.37,-0.55,-1.71
47089417,-0.06,-0.31,-1.65
47095602,-0.06,0.12,-1.4
47101780,0.43,0.79,-1.04
47108950,1.04,1.95,-0.49
47116161,1.1,2.14,-0.37
47122351,1.28,1.59,-0.31
47128545,1.28,1.28,0
47134739,1.1,1.34,0.49
47140941,0.79,1.4,0.73
47147142,0.43,1.4,0.61
47154380,0.61,0.79,-0.24
47161162,0.92,0.43,-0.43
47166967,1.22,-0.06,-0.37
47172782,1.83,-0.31,-0.31
47178598,2.08,-0.18,-0.31
47185859,2.26,0.12,-0.31
47191833,2.44,0.31,-0.12
47197803,2.14,0.67,0.85
47203777,1.89,0.73,1.1
47209753,1.71,0.85,0.98
47216722,1.89,0.85,0.67
47224240,2.32,0.61,0.24
47230238,2.56,0.24,0.18
47236279,2.44,-0.12,0
47242392,1.77,-0.73,-0.55
47248503,1.22,-0.73,-0.79
47256229,0.43,-0.67,-0.85
47262273,-0.24,-0.31,-0.79
47269316,-0.43,0.85,-0.18
47275304,-0.24,1.22,0.18
47281299,-0.12,1.46,0.43
47287295,-0.37,1.71,0.49
47303178,-0.12,2.56,0.67
47309198,-0.18,3.05,0.85
47315218,-0.18,2.99,0.85
47321830,0,2.62,0.79
47327848,1.59,1.71,0.92
47334816,2.26,1.22,0.98
47340853,2.5,0.85,0.98
47346887,2.08,0.67,0.92
47352928,1.1,0.18,0.85
47358970,1.59,-0.49,0.85
47365021,2.38,-1.28,0.98
47382343,1.22,-2.26,1.16
47388406,0.43,-1.1,0.98
47394485,0.31,0,0.92
47400568,0.61,0.67,0.73
47406662,1.28,0.49,0.61
47413112,1.95,-0.43,-0.12
47419206,1.46,-0.67,-0.31
47425298,0.43,-0.37,-0.31
47431399,-0.24,0.31,-0.06
47437668,-0.37,1.53,0.67
47443760,0,1.65,0.73
47450235,0.37,1.59,0.61
47456343,0.73,1.46,0.55
47462459,1.77,1.83,0.67
47468572,2.93,2.5,0.73
47474694,3.6,2.93,0.92
47481205,3.17,2.69,1.1
47487335,-0.49,-0.12,1.71
47493643,-2.14,-1.71,2.2
47499763,-2.93,-2.69,2.93
47505908,-2.75,-3.17,3.91
47512052,-2.08,-3.3,4.82
47518587,-0.55,-1.65,5
47524739,-0.12,-0.31,4.33
47530892,0,0.79,3.54
47537049,-0.18,1.28,2.62
47543213,-0.49,1.46,0.85
47550755,0,1.28,0.12
47556901,0.55,0.85,-0.24
47563069,0.12,0.79,0
47569240,-0.61,0.98,0.49
47575414,-1.1,1.53,0.85
47581593,-1.04,2.5,0.98
47588174,1.22,3.85,0.85
47594354,2.38,3.91,0.92
47600543,3.05,3.97,1.1
47606901,2.99,3.97,1.46
47613080,0.67,4.39,2.08
47619694,-1.16,4.7,2.14
47625893,-2.81,5,1.77
47632097,-3.85,4.82,1.16
47638305,-2.69,3.23,-0.67
47644108,-1.04,2.2,-1.65
47649914,0.67,1.16,-2.56
47656550,2.62,0.37,-3.11
47662943,6.29,0.18,-2.75
47668749,6.77,0.37,-1.89
47674564,6.35,0.37,-1.1
47680384,5.07,-0.49,-0.61
47687042,3.36,-1.95,-0.49
47692872,-0.37,-3.3,-1.46
47698704,-0.85,-2.14,-2.2
47704539,-0.12,-0.79,-2.81
47710377,0.98,0.49,-3.54
47716798,1.95,1.53,-4.15
47723589,3.66,3.97,-5.31
47729550,3.48,4.94,-5.74
47735512,2.32,4.88,-5.86
47741474,0.92,3.54,-6.04
47747441,-2.62,-1.89,-6.71
47754318,-4.39,-4.64,-6.71
47760296,-5,-5.92,-6.16
47766286,-3.72,-6.16,-5.07
47772861,0.12,-4.39,-1.89
47778837,1.59,-3.3,-0.49
47784823,2.01,-2.2,0.37
47791737,1.22,-0.92,0.85
47797728,-2.62,-0.12,1.16
47803721,-3.72,-0.73,1.22
47809723,-2.5,-0.98,1.16
47815727,0.12,-0.18,0.79
47822655,3.48,2.32,-0.31
47829256,3.3,3.11,-0.67
47835256,2.38,3.66,-0.49
47841277,1.4,4.03,0.37
47847293,-0.55,3.48,1.77
47853324,-1.4,2.14,1.59
47860293,-1.46,0.85,1.1
47866328,-0.79,0.12,0.67
47872361,0.92,0.79,0.79
47878398,1.16,1.71,0.92
47885011,0.85,2.44,0.73
47892003,0.31,2.69,0.24
47898049,0.92,0.49,-0.67
47904096,1.1,-1.28,-0.73
47910154,0.79,-2.99,-0.79
47916212,0.49,-4.64,-0.67
47922271,-0.61,-6.53,0.18
47929374,-1.83,-6.59,1.28
47936100,-3.36,-6.35,2.62
47942241,-5.43,-5.37,4.15
47948399,-5.07,-4.7,3.78
47954556,-3.97,-4.03,2.81
47967000,-0.55,-3.54,0.37
47973241,4.09,-0.55,-1.28
47979345,5.07,2.14,-1.89
47985438,4.27,4.52,-2.32
47992107,2.08,5.92,-2.38
47998190,-1.1,6.53,-1.65
48005264,-1.28,5.49,-0.73
48011368,-0.73,3.48,1.04
48017472,0.61,-0.98,8.36
48023575,1.46,-2.75,13.06
48029686,2.5,-3.85,17.46
48036786,3.6,-4.64,21.3
48043475,5.55,-5.19,27.1
48049579,6.23,-5.13,29.17
48055701,6.71,-5.07,30.82
48061822,7.02,-4.94,32.17
48067944,7.26,-4.88,34.18
48075065,7.39,-4.82,34.85
48081204,7.45,-4.7,35.34
48087351,7.2,-4.39,35.95
48093473,7.08,-4.39,36.01
48100168,6.96,-4.46,36.01
48106282,6.77,-4.64,36.13
48113414,6.53,-4.7,36.56
48119565,6.47,-4.76,36.44
48125703,6.29,-4.82,36.25
48131848,6.04,-4.82,36.25
48137972,5.74,-4.52,36.74
48145146,5.68,-4.33,36.8
48151876,5.62,-4.33,36.68
48158019,4.46,-3.48,36.13
48164184,2.75,-0.61,35.64
48178273,87.16,174.68,30.58
48184452,134.28,237.85,13.67
48191045,162.41,224.98,-16.54
48197231,175.11,187.07,-54.32
48203591,171.69,215.52,-51.21
48209760,171.39,234.5,-42.11
48215954,173.03,222.78,-31.92
48222575,160.28,193.36,-13.24
48228773,149.72,187.19,-5.25
48234984,139.59,174.87,2.08
48241191,127.32,160.95,8.85
48246993,114.2,151.73,14.1
48253599,101.75,136.11,17.21
48260002,101.62,128.36,14.47
48266192,102.11,124.63,11.11
48272029,100.83,122.99,9.58
48277848,75.07,101.01,18.43
48283684,42.11,70.62,29.6
48290351,-3.3,28.56,42.72
48296173,-52.06,-15.93,55.3
48302002,-90.82,-51.82,65.31
48307823,-110.53,-81.67,75.2
48314237,-101.81,-83.68,74.52
48320905,-95.03,-87.04,70.07
48326738,-98.02,-97.96,62.13
48332576,-138.18,-144.65,42.05
48338426,-164.67,-174.26,33.69
48344264,-185.79,-202.45,27.65
48350982,-197.88,-226.68,23.25
48356861,-201.17,-247.92,19.29
48362744,-189.7,-304.69,7.45
48369185,-180.42,-348.82,-2.14
48375039,-175.35,-396.12,-12.94
48381760,-181.76,-430.24,-21.97
48387639,-224.49,-376.53,-16.72
48393534,-229.19,-279.91,1.77
48399413,-205.63,-174.93,25.88
48405308,-161.5,-99.61,46.33
48412104,-115.6,-67.38,55.91
48418115,-71.04,-79.9,41.38
48424699,-68.79,-92.22,27.95
48430700,-66.35,-95.28,17.33
48436712,-58.41,-86.73,10.93
48442726,-27.47,-44.8,5.86
48449666,-9.4,-19.17,4.15
48455677,7.51,4.82,2.56
48461688,22.46,26,1.53
48467711,46.94,60.97,1.22
48473730,57.68,75.2,1.04
48481674,68.6,87.46,0
48487687,93.2,106.32,-3.91
48493729,106.08,113.16,-6.23
48499773,117.74,118.41,-8.79
48505819,126.71,121.64,-11.6
48512799,132.2,118.29,-15.44
48518859,126.22,110.05,-15.56
48524920,113.1,97.41,-14.34
48530982,93.75,81.48,-12.08
48537620,48.77,48.46,-5.62
48543660,29.91,35.1,-1.83
48550668,15.75,24.11,1.83
48556738,5.49,13.92,4.39
48562798,-11.47,-9.22,3.97
48568865,-20.57,-21,2.5
48574929,-29.05,-30.82,2.01
48581954,-35.46,-37.48,2.69
48589025,-40.53,-41.32,5.13
48595099,-39.98,-39.55,5.68
48601191,-37.9,-36.44,5.49
48607287,-30.03,-28.5,3.66
48614356,-24.72,-23.8,2.5
48620460,-18.74,-18.25,1.46
48626560,-12.45,-12.08,0.73
48632668,0.61,0.85,-0.43
48638771,6.53,6.77,-0.98
48645450,11.41,11.35,-1.46
48652524,16.85,15.56,-2.32
48658624,17.21,15.26,-2.56
48664737,16.05,13.79,-2.5
48670853,13.67,11.47,-2.2
48676969,10.44,8.73,-1.71
48684075,2.5,2.2,-0.37
48690196,-1.16,-1.04,0.31
48696905,-3.97,-3.66,0.92
48703022,-6.47,-6.1,1.28
48709160,-6.23,-5.74,1.1
48715297,-5.13,-4.52,0.85
48722432,-1.22,-0.92,0.24
48728565,0.79,0.73,0
48734703,2.32,1.95,-0.18
48740852,3.17,2.62,-0.37
48747981,2.69,2.32,-0.31
48755133,1.77,1.4,-0.12
48761288,0.67,0.43,0.12
48767447,-1.16,-1.16,0.37
48777394,-1.28,-1.22,0.18
48783556,-0.73,-0.73,0.06
48789725,-0.06,-0.18,-0.06
48796913,0.55,0.31,-0.12
48803660,1.1,0.73,0
48809817,0.98,0.67,0.06
48815997,0.67,0.43,0.06
48822183,-0.18,-0.31,0.31
48829395,-0.43,-0.55,0.37
48835583,-0.43,-0.61,0.31
48841775,-0.24,-0.37,0.18
48847973,0.49,0.31,-0.12
48854747,0.67,0.43,-0.06
48860935,0.67,0.43,0.06
48868172,0.12,0.06,0.18
48873978,-0.12,-0.06,0.18
48879781,-0.24,-0.18,0.24
48885588,-0.18,-0.12,0.24
48891405,0,-0.12,0.18
48897215,0.31,0.12,0
48904485,0.43,0.18,0
48911289,0.37,0.24,-0.06
48917104,0.06,0.31,0.12
48922938,-0.06,0.31,0.18
48928765,-0.12,0.18,0.18
48936052,-0.06,0,0.12
48941892,0.12,-0.12,0
48947726,0.24,-0.18,0
48953567,0.18,-0.18,0
48959413,0.12,-0.12,-0.06
48966245,0.06,-0.12,-0.06
48973560,0,-0.24,0.06
48986928,0.06,-0.06,0.18
48992776,0.12,0.06,0.06
48998614,0.18,0.18,-0.06
49004449,0.31,0.31,-0.06
49011140,0.24,0.31,-0.06
49017557,-0.12,0.06,0
49023392,-0.06,0.06,0
49029229,0,0,0
49035072,0.12,-0.06,0.06
49040918,0.12,-0.18,0
49047669,0.12,-0.06,-0.12
49053544,0.12,0.12,-0.12
49059414,0.12,0.12,-0.06
49065287,0.12,0.18,0
49071743,0.12,0.18,0.06
49083353,0.18,-0.18,0
49089309,0.31,-0.06,-0.06
49095123,0.31,-0.06,0
49100935,0.24,0,0.06
49106750,0.18,0,-0.06
49112565,0.18,0.18,-0.12
49119223,0.06,0.18,-0.06
49125626,-0.06,0.18,-0.06
49131440,0,0.24,0
49137265,0.12,0.43,0.18
49143103,0.12,0.43,0.24
49148940,0.12,0.43,0.18
49155630,0.06,0.31,0.06
49161475,0,0.24,-0.06
49167319,-0.12,-0.06,-0.31
49173175,-0.12,-0.18,-0.18
49179608,-0.06,-0.18,-0.06
49186317,0,-0.12,0
49192176,0.06,0,0
49198039,0.06,-0.06,0
49203903,0,-0.12,0
49209767,-0.12,-0.24,0
49215643,-0.18,-0.24,0
49222387,0.06,0.12,0
49228264,0.18,0.24,0
49234720,0.12,0.31,0
49240591,0.12,0.24,0
49246513,0.06,0.18,-0.06
49253377,0,-0.12,-0.12
49259337,0,-0.24,-0.06
49265303,-0.06,-0.12,0.06
49271211,0,0,0.18
49277116,0.18,0.12,0.18
49283027,0.18,0.06,0.06
49290811,0.12,0,-0.06
49296713,0.06,0,-0.18
49302630,-0.06,0,-0.18
49308548,-0.06,0.06,-0.12
49314474,0,0.12,-0.06
49321285,0.06,0.06,0
49327219,0.12,0.06,0
49333155,0.12,0.18,-0.12
49339098,0.12,0.31,-0.12
49345612,0.12,0.24,-0.06
49351543,0.18,0.18,0.06
49358386,0.12,0.06,-0.12
49364332,0.06,0,-0.12
49370286,-0.06,-0.06,-0.12
49376246,-0.06,-0.06,-0.12
49382209,0.12,0,-0.12
49389081,0.12,0,-0.06
49395044,0.12,-0.12,0.06
49401592,0,-0.24,0.12
49407568,-0.06,-0.18,0.12
49413559,-0.06,-0.06,0.06
49419555,-0.06,0,-0.06
49426474,-0.12,-0.06,-0.06
49432474,-0.12,-0.06,0
49438472,0.06,-0.06,0
49444475,0.18,-0.18,0
49450484,0.24,-0.31,0
49457076,0.18,-0.12,-0.06
49464027,0.06,-0.06,-0.06
49470049,-0.06,-0.12,-0.06
49476076,-0.06,-0.18,-0.06
49482107,0.12,-0.12,0.06
49488139,0.18,-0.12,0.18
49495116,0.12,0,0.24
49501154,0.06,0.12,0.18
49508187,0.06,0.24,0.06
49514220,0.12,0.24,0
49520265,0.12,0.12,0
49526313,0.06,0,-0.06
49533318,0,-0.06,-0.06
49539372,0,0.06,0
49545404,0.06,0.18,0.06
49551441,0.06,0.18,0.06
49557480,0.12,-0.06,-0.06
49565457,0.24,-0.06,-0.06
49571489,0.31,-0.06,-0.06
49577543,0.12,-0.12,0.12
49583598,0.12,-0.06,0.18
49589654,0.12,0,0.18
49595712,0.12,0.06,0.06
49602737,0.06,0.06,-0.06
49608805,0,0.06,0.06
49614877,0,0.12,0.18
49621528,0,0.12,0.12
49627591,-0.06,-0.18,-0.06
49634635,-0.12,-0.31,-0.06
49640718,0,-0.24,0
49646801,0.12,-0.12,0.06
49652890,0.12,-0.12,0.12
49658981,0.12,0,0.12
49665074,0.12,0.06,0.06
49673137,0.06,0.06,0
49679227,0.06,-0.06,0
49685337,0.12,-0.06,-0.06
49691447,0.12,-0.06,-0.06
49697555,0.18,0,-0.12
49704651,0.18,0,-0.12
49710771,0.12,-0.06,-0.06
49716893,0,-0.06,0
49723016,-0.24,-0.12,0.12
49729725,-0.12,-0.12,0.06
49735851,-0.06,-0.12,0.06
49742981,0.12,0,-0.06
49749117,0.18,0,-0.06
49755257,0.18,-0.06,-0.12
49761400,0.12,-0.06,-0.12
49775449,0.06,0.06,-0.12
49781772,0,0,-0.06
49788333,0.12,0.06,0.06
49794500,0.24,0.06,0.12
49800666,0.18,0,0.18
49806843,0.18,-0.12,0.18
49813024,0.18,-0.06,0.06
49819613,0.12,0,-0.06
49825792,0,-0.06,-0.12
49832967,-0.06,-0.12,-0.12
49839144,0,0,-0.12
49845337,0,0,-0.06
49851531,0.06,-0.12,-0.06
49858142,0,-0.24,0.06
49864343,-0.06,-0.12,0.06
49870145,-0.06,-0.06,0
49875952,-0.12,0,-0.06
49881756,-0.12,0,-0.12
49889382,-0.12,0,-0.12
49895583,0,0,-0.18
49901397,0.06,0.12,-0.18
49907216,0.18,0.12,-0.12
49913039,0.12,0.06,-0.12
49918864,0.12,0.12,-0.18
49925526,0.18,0.12,-0.18
49931353,0.12,0,-0.12
49937183,0.06,-0.18,-0.06
49943600,0.06,-0.06,0
49949425,0.12,0.06,0.06
49956114,0.12,0.18,0.06
49961960,0,0.12,0
49967801,0,0,0.06
49973649,0.12,-0.12,0.06
49979500,0.18,-0.12,0.06
49985352,0.18,-0.12,0.12
49992070,0.06,0.06,0.18
49998508,0.06,0.12,0.18
50004362,0.06,0.18,0.18
50010235,0.12,0.12,0.12
50016112,0.12,0.06,0.18
50021984,0.12,-0.06,0.12
50028729,0.24,0,0.06
50034613,0.18,0.06,0
50040495,0.12,0.06,0
50046380,0.06,-0.06,0.06
50052852,0.24,-0.18,0.06
50059617,0.37,-0.18,0
50065510,0.24,-0.18,0.06
50071406,0.18,-0.18,0.06
50077304,0.12,-0.06,0
50083210,0.06,0.06,-0.06
50089121,0.06,0.18,-0.06
50095918,0.12,0.18,-0.06
50101843,0.18,0.18,-0.06
50108342,0,-0.06,0
50114256,-0.18,-0.12,0.06
50120190,-0.31,-0.06,0.06
50127012,0,0.18,0.18
50132941,0.12,0.24,0.12
50138877,0.12,0.12,0.06
50144815,0.12,0,0.06
50150753,0.12,-0.06,0.12
50156697,0.18,-0.06,0.12
50164611,0,-0.06,-0.06
50170634,-0.12,-0.06,-0.12
50176673,-0.06,0,-0.12
50182714,-0.06,-0.06,0
50188759,-0.06,-0.12,0
50200896,0.06,0,-0.18
50207021,0,0.06,-0.12
50212997,-0.06,0,0
50219550,0,0,0.12
50225517,0.18,0.06,0.18
50231500,0.24,0.12,0.06
50238414,0,-0.06,-0.24
50244403,-0.06,-0.06,-0.24
50250394,0,0,-0.18
50256389,0.12,0.18,-0.12
50262385,0.31,0.18,0
50269320,0.18,0,-0.12
50275906,0.06,-0.18,-0.24
50281903,-0.06,-0.24,-0.24
50287920,0,-0.12,-0.12
50293933,0.06,0,0
50299953,0.06,0.06,0.12
50306922,0.06,0.06,0.18
50312950,0.06,0,0.12
50318977,-0.06,-0.18,0.12
50325011,-0.12,-0.24,0
50331620,-0.06,-0.18,-0.12
50337646,0.06,0.24,-0.06
50344638,0.06,0.31,0
50350685,0.06,0.18,0.06
50356737,0,-0.06,0
50362786,0.12,0,-0.18
50368843,0.24,0.06,-0.18
