timestamp (us),gx (d/s),gy (d/s),gz (d/s)
18527368,7.45,8.06,5
18533221,6.71,7.57,4.15
18539073,6.77,7.39,3.66
18547385,8.79,6.71,4.09
18553233,9.95,5.43,4.64
18559097,10.74,3.23,5.19
18564968,11.17,0.49,5.43
18570843,11.41,-2.56,5.37
18576791,9.89,-7.81,5
18584367,7.93,-9.4,5.19
18590405,6.35,-9.83,5.37
18596437,5.86,-9.46,5.37
18603459,6.41,-7.87,4.82
18609487,6.04,-7.26,4.52
18617096,2.56,-5.74,4.21
18623216,0.73,-4.27,4.27
18629413,-0.43,-2.56,4.33
18635609,-0.92,-1.34,4.52
18641805,-1.65,-0.18,4.7
18647996,-1.83,-0.06,4.46
18656802,-1.59,0.06,3.91
18662986,-1.59,0.18,3.6
18669179,-1.83,0.24,3.66
18675351,-2.5,0.55,3.72
18681522,-3.36,0.92,4.03
18724379,-4.7,-3.6,4.7
18730494,-4.15,-4.15,4.27
18736627,-3.36,-4.27,3.97
18742767,-1.53,-4.27,3.78
18748911,-0.43,-4.21,3.72
18755058,0.67,-3.91,3.54
18762178,2.01,-2.87,3.66
18768270,2.32,-2.32,4.03
18774368,2.56,-1.59,4.33
18781050,3.17,-1.1,4.64
18798115,2.69,-0.49,5.43
18804307,2.75,-0.43,5.55
18811061,2.81,-0.79,5.55
18816955,2.14,-1.95,5.07
18822882,1.77,-2.14,4.82
18828810,1.59,-1.77,4.46
18835322,1.83,-1.46,4.27
18847084,0.12,-1.89,4.39
18853087,-0.49,-2.38,4.33
18858951,-0.55,-2.62,4.33
18864819,-0.37,-2.69,4.21
18870688,-0.43,-2.93,4.27
18876562,-0.92,-3.23,4.39
18883289,-0.85,-3.48,3.97
18889750,-0.06,-3.11,3.23
18895628,0.55,-2.62,2.5
18901518,0.85,-2.62,2.26
18907402,0.18,-2.87,2.99
18914183,0.12,-2.99,3.54
18920084,0.55,-2.81,3.72
18925984,1.28,-2.75,3.97
18931868,2.75,-2.26,4.21
18937776,3.3,-2.2,4.27
18944266,4.03,-2.2,4.33
18950968,4.21,-2.32,4.58
18956865,4.03,-1.83,4.39
18962717,4.09,-1.16,3.78
18968574,4.82,-0.61,3.17
18974434,5.8,0,2.62
18981174,6.71,0.06,2.5
18987090,7.63,0.06,2.69
18992953,8.42,-0.06,2.62
18999401,9.28,-0.24,2.44
19005264,9.64,-0.55,2.14
19011147,9.22,-0.67,1.83
19017876,8.24,-0.18,1.59
19023763,8.18,0.37,1.89
19029649,8,0.61,2.26
19035543,7.75,0.49,2.62
19041435,7.51,0.18,2.62
19048183,8.36,0.55,1.83
19054618,9.77,1.1,1.4
19060463,11.17,1.16,1.46
19066323,11.72,0.67,1.65
19072191,10.5,-1.16,1.71
19078064,10.19,-1.59,1.4
19084798,10.68,-2.01,1.28
19090674,10.86,-2.44,1.46
19096548,10.38,-3.42,2.08
19102428,8.24,-5.55,2.56
19108884,8.06,-6.1,2.08
19115638,8.42,-5.98,1.46
19121528,9.28,-5.31,1.22
19127417,11.23,-3.17,1.34
19133428,12.08,-2.81,1.4
19139447,12.51,-2.93,1.4
19145465,12.21,-3.17,1.65
19152429,10.74,-2.32,1.83
19158456,10.13,-2.01,1.77
19165069,10.07,-2.26,1.83
19171094,9.95,-2.75,1.89
19177134,9.09,-3.72,1.4
19183174,8.79,-3.54,0.85
19190169,8.79,-2.93,0.31
19196218,8.61,-2.08,0
19202271,7.2,-1.16,0.98
19208325,6.29,-0.73,1.71
19214381,5.19,-0.18,1.95
19222383,3.42,-0.24,1.4
19228427,2.87,-1.04,1.1
19234494,2.81,-1.71,0.85
19240557,3.11,-2.44,0.79
19246632,3.36,-3.23,0.73
19252706,4.21,-4.39,1.04
19259749,4.88,-4.58,1.53
19265834,5.55,-4.52,1.89
19271918,7.26,-3.66,1.53
19278582,7.57,-3.11,1.28
19284662,7.63,-2.81,1.04
19291735,5.86,-3.23,0.18
19297836,4.76,-3.78,-0.37
19303935,4.52,-4.21,-0.85
19310038,4.27,-4.09,-1.1
19316149,4.03,-3.66,-0.85
19322262,2.69,-2.5,0.31
19330351,1.59,-2.38,0.79
19336449,0.61,-2.56,1.1
19342564,-1.59,-4.39,1.77
19348682,-2.5,-5.31,2.14
19354807,-3.66,-5.68,2.26
19361929,-5.92,-4.94,2.14
19368064,-6.59,-4.21,2.26
19374202,-6.96,-3.36,2.32
19380351,-6.29,-2.69,2.44
19387074,-3.17,-1.46,1.95
19393209,-1.83,-1.22,1.53
19400362,-0.85,-1.1,1.22
19406509,-0.55,-1.04,0.92
19412655,0.06,-0.61,0.37
19418810,0.24,-0.37,0.31
19424965,0.43,-0.24,0.49
19432136,0.55,0.37,0.43
19438887,0.61,0.85,0.31
19445037,0.79,1.34,0.49
19451217,1.04,1.95,0.92
19457392,2.38,2.14,1.22
19463562,2.38,1.16,0.55
19470749,1.65,-0.37,-0.31
19476935,-0.37,-3.85,-1.04
19483115,-0.79,-4.88,-0.79
19490296,-0.49,-5.37,-0.24
19496470,-0.12,-5.13,0.06
19503686,0.37,-2.87,0.37
19509886,0.37,-1.1,0.24
19516082,0.55,0.55,-0.12
19522289,1.59,3.91,-0.73
19528496,1.71,5.31,-0.79
19534702,1.71,6.04,-0.61
19542943,1.89,6.96,0
19549146,1.83,7.51,0.61
19554968,1.83,8.18,1.46
19560783,1.4,8.85,2.14
19566602,0.92,9.4,2.69
19572425,-0.43,9.4,2.81
19579698,-0.79,8.67,2.44
19594710,0.49,5.37,1.71
19600538,0.61,4.27,2.01
19606387,0.24,3.54,2.26
19612234,-0.12,2.75,2.01
19618940,-0.31,2.32,1.83
19624799,-0.79,2.14,1.65
19630658,-0.85,2.01,1.34
19636521,-0.92,2.32,0.92
19642382,-0.92,3.66,0.12
19648840,-0.98,4.39,0
19655569,-0.85,4.82,0.31
19661446,-0.55,4.64,0.92
19667322,-0.12,2.93,1.71
19673207,-0.31,1.77,1.28
19679094,-0.73,0.73,0.49
19685850,-0.49,-0.31,-0.24
19691740,0.18,-1.34,-1.04
19697630,-0.24,-1.22,-1.22
19704114,-0.79,-0.61,-1.34
19710002,-1.1,0.55,-1.4
19715906,-0.98,1.77,-1.1
19722692,-0.85,3.17,0.06
19728603,-0.67,3.48,0.43
19734511,-0.55,3.78,0.43
19740420,-0.49,3.78,0.18
19746333,-1.04,3.6,-0.24
19753139,-2.26,3.17,-1.22
19759644,-2.32,3.23,-1.22
19765557,-1.95,3.36,-0.73
19771493,-1.95,3.42,0.06
19777421,-2.14,3.23,1.22
19783355,-2.08,3.05,1.1
19790197,-1.89,2.99,0.55
19796142,-1.71,2.75,0.06
19802092,-0.98,2.32,-0.12
19808044,-0.85,2.32,0.24
19814570,-0.85,2.69,0.31
19821423,-0.85,2.99,0.12
19827377,0.18,3.42,-0.12
19833498,0.73,3.42,-0.12
19839606,0.92,3.36,0
19845730,0.49,3.11,0.12
19851865,-0.55,2.62,-0.18
19859017,-0.85,2.44,-0.55
19865757,-0.92,2.32,-0.79
19871885,-1.1,2.56,-0.61
19878061,-0.92,2.99,-0.18
19884236,-0.73,3.48,0.18
19891442,-0.49,3.72,0.43
19897611,-0.92,3.11,0.18
19903789,-1.46,2.99,0.06
19909974,-1.89,3.05,-0.24
19917147,-2.5,2.62,-0.67
19923331,-2.38,1.95,-0.73
19930620,-1.83,1.65,-0.67
19936487,-1.16,1.77,-0.43
19942364,0.24,2.99,0.24
19948248,0.49,3.6,0.31
19954137,0.37,4.33,0.06
19960022,-0.06,4.76,-0.18
19973875,-1.71,4.46,0.67
19980241,-2.14,4.09,0.85
19986060,-2.26,3.72,0.73
19991880,-1.46,3.05,0.43
19997691,-1.1,2.75,0.31
20004976,-0.73,2.5,0.24
20011189,-0.43,2.38,0.24
20017000,-0.49,3.54,0.18
20022835,-0.98,4.82,-0.06
20029651,-1.22,6.47,-0.43
20035459,-0.98,7.57,-0.67
20042647,0,7.51,-0.31
20048843,0.85,6.77,-0.06
20055037,1.95,5.92,0.12
20061207,3.17,5.07,0.24
20067378,3.23,3.66,1.46
20074551,2.26,3.36,2.2
20081300,1.22,3.3,2.56
20087461,0,3.3,2.26
20093632,-0.24,2.56,1.95
20099808,-0.06,1.4,1.59
20105992,0.49,0.31,1.4
20113195,2.01,-0.73,1.46
20119389,1.83,-0.85,1.46
20125575,0.79,-1.04,1.46
20132351,-0.61,-1.59,1.28
20138538,-0.31,-1.71,1.04
20144739,0.49,-1.71,0.85
20151979,1.89,-1.95,0.37
20158190,1.95,-2.32,-0.06
20163999,1.83,-2.69,-0.37
20169809,1.34,-3.11,-0.31
20175618,0.55,-3.23,0.24
20183867,-0.61,-2.56,1.4
20189670,-0.67,-1.65,1.4
20195492,-0.92,-0.79,1.22
20201310,-1.1,-0.43,1.04
20207135,-1.22,-1.34,0.61
20212972,-1.1,-1.83,0.12
20220260,-0.79,-1.83,-0.55
20226098,-0.43,-1.46,-0.92
20231941,-0.24,-1.59,-0.49
20238763,-0.24,-2.32,0.18
20244599,0.18,-3.05,0.73
20251916,2.08,-3.78,0.85
20257767,2.75,-4.15,0.67
20263617,3.11,-4.27,0.37
20269471,3.17,-3.97,0.18
20275327,2.87,-3.17,0
20281193,2.08,-2.5,0
20288536,0.06,-1.53,0.55
20295395,-0.49,-1.65,0.85
20301259,-0.61,-2.2,0.98
20307142,-0.55,-3.6,0.98
20313031,-0.37,-3.78,0.98
20320392,-0.31,-3.17,0.98
20326280,-0.43,-2.08,1.1
20332171,0.24,-0.31,1.59
20338068,1.16,0.06,1.59
20343972,1.89,0.43,1.4
20350863,2.26,0.85,1.16
20358256,2.2,1.16,0.43
20364162,2.26,1.1,0.12
20370071,2.75,0.85,0.18
20375988,3.17,0.31,0.49
20390111,1.65,-2.2,0.85
20396936,0.37,-3.97,0.37
20403450,-0.31,-4.46,0.55
20409371,-0.98,-4.46,0.79
20415312,-1.46,-3.97,1.1
20421256,-1.46,-3.11,1.46
20427208,-0.49,-1.1,1.89
20434067,0.24,-0.12,1.77
20440025,0.67,0.67,1.83
20445981,0.92,1.22,1.77
20451941,0,0.61,1.83
20458480,-0.67,0.18,1.83
20465198,-1.16,0,1.77
20471084,-1.1,0,1.77
20476929,0.12,0.24,1.65
20482782,0.31,0.61,1.71
20488639,0.24,1.1,1.59
20494499,0.24,1.77,1.34
20501214,0.55,2.14,1.22
20507082,1.28,0.43,1.89
20513528,1.4,-1.28,2.44
20519387,1.22,-2.62,2.99
20525262,0.85,-3.48,3.3
20531143,0.43,-3.66,3.36
20537891,-0.24,-3.11,2.56
20543772,-0.49,-2.75,2.14
20549661,-0.61,-2.38,2.08
20555554,-0.55,-1.71,2.5
20561449,-0.06,-0.73,3.05
20569203,1.22,0.73,3.66
20575099,1.71,1.04,3.78
20581007,2.32,1.4,3.78
20586910,3.05,1.83,3.54
20592822,2.81,1.34,3.6
20598736,2.38,0.55,3.54
20605532,1.95,-0.67,3.36
20611452,2.08,-2.38,2.44
20617371,2.75,-2.75,2.2
20623875,3.78,-2.69,2.26
20629792,4.94,-2.69,2.38
20636613,5.55,-3.78,2.44
20642552,4.58,-4.88,2.26
20648490,3.36,-5.62,2.08
20654430,2.2,-5.86,2.08
20660371,1.34,-5.62,2.32
20666447,0.85,-4.39,2.99
20673473,0.18,-3.97,3.11
20680130,-0.55,-3.6,2.99
20686139,-0.73,-3.17,2.87
20692141,-0.12,-2.75,3.36
20698147,0.31,-2.62,3.91
20705102,0.73,-2.44,4.33
20711077,0.92,-2.38,4.46
20717059,0.73,-1.16,4.21
20727394,1.34,1.1,4.03
20733955,1.71,1.59,4.21
20739935,2.01,1.59,4.27
20746852,1.46,1.28,3.85
20752853,0.92,1.1,3.3
20758850,0.49,0.73,2.81
20764853,0.24,0.12,2.62
20770857,0.12,-0.43,2.87
20776865,0.85,-0.24,3.72
20783796,1.1,0.37,3.85
20790389,1.34,1.04,3.72
20796390,1.59,1.53,3.66
20802412,2.14,2.14,4.03
20808431,1.77,1.95,4.39
20815387,1.04,1.65,4.58
20821410,0.37,1.34,4.52
20827447,0.85,1.53,3.72
20833493,1.34,1.4,3.6
20839543,1.83,1.28,3.85
20846177,2.44,1.4,3.91
20853195,2.81,2.32,4.09
20859258,2.5,2.56,4.33
20865325,2.26,2.62,4.58
20871393,2.2,2.62,4.52
20877465,2.26,2.81,4.58
20883535,2.38,3.11,4.64
20889627,2.69,3.66,4.33
20895709,2.87,4.21,3.91
20902371,2.44,4.21,3.72
20908447,2.5,3.78,4.03
20914535,3.11,3.23,4.21
20921595,4.76,1.59,3.66
20927692,4.94,0.43,3.23
20933791,4.52,-0.85,2.99
20939893,3.85,-1.89,2.87
20945997,3.11,-2.93,2.93
20952111,2.93,-4.21,3.23
20960193,3.66,-4.27,3.05
20966299,4.21,-3.97,2.81
20972439,3.17,-0.98,3.6
20978577,2.87,1.77,4.39
20984717,3.42,4.52,4.82
20991841,4.15,7.14,4.76
20997984,3.36,6.84,4.82
21004134,2.87,6.41,4.7
21011278,3.17,6.16,4.33
21017422,3.05,5.43,3.78
21023580,2.14,4.33,3.85
21030723,1.46,2.99,3.85
21036887,2.32,1.65,3.36
21043018,3.23,1.4,3.05
21049160,3.42,0.85,2.99
21055299,3.05,0.12,3.05
21062426,2.81,-1.65,2.93
21069651,2.87,-2.44,2.93
21075472,3.05,-2.93,2.99
21081298,3.05,-3.23,3.05
21087131,2.26,-3.17,3.11
21092964,2.01,-3.05,2.81
21105668,2.38,-2.5,2.08
21111991,2.56,-0.98,2.08
21118741,2.08,0.06,2.5
21124902,1.71,1.22,3.17
21131079,1.95,2.69,3.66
21137268,2.81,5.74,3.78
21144467,2.14,6.84,3.85
21150652,1.4,7.14,3.91
21156848,1.95,6.1,3.6
21163046,2.62,5.62,3.17
21169822,3.05,5.25,2.81
21177044,3.91,4.58,2.38
21191050,6.23,3.54,2.01
21196871,6.9,1.16,2.62
21202690,6.29,-0.55,3.11
21208509,5.68,-2.01,3.23
21214328,5.19,-2.99,3.05
21221982,5.37,-3.23,2.2
21227803,5.86,-2.99,1.95
21233633,5.86,-2.62,2.01
21239467,5.19,-1.95,2.2
21245303,4.33,-1.22,2.32
21251148,3.78,-0.61,2.44
21257841,3.11,-0.43,2.99
21263689,3.48,-0.67,3.17
21269535,4.27,-1.28,3.17
21275971,5.31,-2.01,2.99
21281818,6.04,-2.81,1.89
21288534,5.37,-2.38,1.4
21294395,4.76,-1.4,1.22
21300259,4.7,-0.37,1.28
21306132,5.31,0.49,1.4
21312004,5.13,1.28,1.83
21317881,3.97,1.89,1.95
21324628,2.87,2.87,1.95
21331093,2.38,3.78,1.89
21336972,1.89,4.64,2.32
21342864,1.71,4.7,2.69
21348755,1.83,4.64,2.75
21355528,2.38,4.27,2.75
21361429,3.97,2.99,2.56
21367326,4.58,2.69,2.44
21373235,5.07,3.05,2.38
21379141,5.43,3.85,2.56
21385638,5.49,4.82,2.75
21392431,4.15,5.74,2.69
21398343,2.75,5.25,2.93
21404265,1.65,4.64,3.42
21410192,1.4,4.15,4.09
21416120,1.71,3.91,4.58
21422052,2.01,2.62,5
21428879,1.59,1.46,4.76
21434857,1.34,0.49,4.09
21441407,2.38,-0.43,2.44
21447330,3.23,-1.1,2.2
21453277,4.09,-1.89,2.38
21460161,4.76,-2.44,2.56
21466154,5.31,-2.44,2.56
21472150,5.07,-1.34,2.2
21478149,4.27,-0.55,2.26
21484153,3.48,0.31,2.38
21490160,2.87,1.28,2.62
21498097,2.14,2.56,2.93
21504090,2.56,2.69,2.69
21510098,3.48,2.08,2.5
21516111,4.27,1.04,2.56
21522128,4.7,-0.67,3.11
21528150,4.09,-1.22,3.42
21535087,3.17,-1.59,3.36
21541116,2.26,-1.71,3.11
21547179,1.28,-2.01,1.95
21553791,1.22,-2.44,1.53
21559812,1.22,-2.44,1.4
21566816,0.79,-1.65,2.01
21572887,0.85,-1.53,2.26
21578967,1.16,-1.34,2.26
21585011,1.34,-1.22,2.14
21591064,1.22,-0.92,2.01
21597160,0.85,-1.16,2.2
21605140,1.16,-1.53,2.14
21611188,1.71,-1.89,1.89
21617256,2.56,-1.53,1.28
21623321,2.81,-0.67,1.28
21629391,2.93,0.18,1.46
21636437,2.56,1.28,2.01
21642509,2.01,1.4,1.89
21648581,1.65,1.22,1.53
21654657,1.71,0.92,1.16
21661318,2.69,1.1,1.4
21667431,3.3,1.77,1.53
21674467,3.3,2.69,1.59
21680558,2.32,3.6,1.65
21686687,-0.37,4.76,1.77
21692785,-1.34,5.13,1.95
21698887,-1.83,5.37,2.32
21704990,-1.77,5.13,2.81
21713123,-0.49,4.52,3.3
21719257,0,4.82,3.3
21725370,0.18,5,3.3
21731521,0.18,4.15,3.72
21737641,-0.06,3.66,3.78
21744730,-0.67,3.3,3.48
21750860,-1.46,2.99,3.17
21757031,-1.77,2.32,2.69
21764160,-1.4,2.2,2.56
21770287,-1.04,2.38,2.62
21776432,-0.06,2.56,3.54
21783618,0.24,3.05,4.03
21789763,0.24,3.66,4.33
21795916,-0.24,3.42,4.58
21802064,-1.04,0.67,4.33
21808225,-1.16,-0.24,3.97
21816361,-1.1,0.92,3.54
21822508,-1.28,2.14,3.72
21828678,-1.46,3.42,3.97
21834850,-1.4,4.7,4.27
21841017,-0.98,5.74,4.46
21847199,1.28,6.1,4.39
21854464,2.5,5.55,4.15
21860288,2.99,4.82,4.15
21866115,2.56,4.15,4.27
21872942,0.85,3.36,4.27
21878767,-0.06,3.17,4.09
21886063,-0.79,3.11,3.78
21891909,-1.4,2.2,3.78
21897750,-1.59,1.22,3.91
21903598,-1.71,0.49,3.78
21909448,-1.65,0.12,3.36
21915297,-1.16,0.18,3.17
21922611,0,0.55,3.66
21929452,0.43,0.55,3.72
21935306,0.85,0.18,3.36
21941176,1.04,-0.43,2.75
21947047,1.34,-2.56,1.95
21954393,1.83,-3.3,1.89
21960266,2.14,-3.66,1.89
21966147,1.95,-3.66,2.26
21972040,1.46,-2.99,3.23
21977929,0.67,-2.56,3.54
21992226,-1.89,-1.83,2.56
21998995,-2.69,-2.08,2.14
22004898,-3.48,-2.01,1.83
22010803,-3.91,-1.34,1.77
22016709,-2.81,0.37,2.08
22022621,-1.4,1.04,2.26
22029413,-0.43,1.34,2.44
22035324,-0.18,1.65,2.62
22041244,-1.1,2.75,3.05
22047747,-0.79,3.05,3.05
22053661,0,2.93,2.81
22059569,0.55,2.75,2.32
22066390,-0.73,2.2,1.59
22072300,-1.53,1.83,1.4
22078214,-1.59,1.59,1.34
22084135,-0.98,1.22,1.46
22090064,-0.12,0.73,1.59
22096864,0.31,-0.37,1.89
22103368,0.31,-0.37,1.65
22109285,0.43,-0.49,1.28
22115221,0.37,-0.55,0.73
22121159,0,-0.73,0.49
22127102,-0.06,-1.1,0.79
22133946,0.43,-1.53,1.28
22139892,0.85,-1.77,1.59
22145834,0.67,-1.59,1.83
22151785,-0.24,0,1.95
22158316,-0.24,1.4,1.77
22165162,0.31,3.36,1.53
22171126,0.85,5.43,1.34
22177095,1.65,8.3,1.83
22183066,1.89,8.54,2.38
22189031,1.83,8.18,2.81
22195002,1.65,7.57,2.99
22201984,1.89,5,2.56
22208045,2.01,2.56,2.14
22214692,1.71,-0.18,1.34
22220749,0.98,-2.56,0.49
22226823,1.28,-4.94,-0.55
22232898,2.62,-4.76,-0.43
22243712,4.39,-4.09,0.06
22249884,4.76,-4.03,0
22255911,4.64,-3.42,-0.12
22261942,2.5,-0.85,0.18
22268548,1.34,0.24,0.73
22275520,0.92,0.43,1.1
22281554,2.08,0.79,0.67
22287596,2.26,1.4,0.24
22293649,2.08,1.83,0.06
22299696,1.59,1.89,0.18
22305747,1.04,2.14,0.85
22312755,0.61,3.36,2.44
22319801,1.04,4.15,2.69
22325854,1.53,5,2.44
22331925,1.4,6.29,1.77
22337999,1.46,7.02,1.71
22345036,1.95,7.81,1.77
22351111,3.23,8.3,1.83
22357190,5.68,7.14,1.83
22363279,5.98,6.41,2.08
22369365,5.43,5.98,2.56
22376042,4.52,5.62,3.17
22383112,3.11,3.78,4.03
22389209,2.69,2.69,4.15
22395311,2.32,2.01,4.03
22401412,1.77,0.61,3.66
22407606,1.89,-0.18,3.6
22414973,2.32,-0.61,3.48
22420865,2.99,-0.43,3.23
22427734,3.72,0.18,2.56
22433621,3.6,0,2.56
22439515,3.3,0.18,2.69
22445408,2.93,0.73,2.81
22452793,1.46,2.14,2.75
22458693,1.1,2.38,2.69
22464597,1.16,2.2,2.81
22470502,1.46,2.08,2.99
22476340,1.53,2.81,2.81
22483107,1.59,3.05,2.38
22490309,2.08,2.99,1.95
22496497,3.17,1.1,1.77
22502683,3.3,-0.43,1.89
22508878,3.48,-1.53,1.77
22515075,3.42,-2.01,1.4
22522297,1.95,-2.08,0.49
22528501,0.98,-2.44,0.43
22535288,0.92,-2.93,0.67
22541488,2.32,-4.27,1.1
22547295,2.87,-5.07,0.85
22553098,3.36,-5.62,0.61
22560357,3.72,-5.43,0.37
22566175,3.6,-4.15,0.79
22571997,3.66,-3.85,1.34
22577824,3.54,-3.85,1.83
22583646,3.17,-3.42,2.14
22591916,2.56,-1.95,1.59
22597744,2.2,-1.59,1.46
22603575,1.53,-1.34,1.77
22609412,0.55,-0.79,2.56
22615250,0,0,3.17
22621090,0.12,0.79,3.3
22628398,1.4,0.79,2.44
22634250,2.01,-0.06,2.2
22640104,2.56,-0.67,2.32
22646955,3.72,0,2.93
22652813,3.72,0.43,3.05
22660148,3.54,0.73,3.05
22666025,3.17,1.53,2.99
22671900,2.81,2.93,3.36
22677769,2.93,3.3,3.85
22683717,3.11,3.66,4.15
22689753,2.99,3.78,4.21
22698329,2.38,2.87,3.66
22704366,2.26,2.5,3.17
22710413,1.77,2.2,2.87
22716453,1.04,1.16,3.54
22722497,0.79,0.61,4.15
22734392,0.79,0.79,4.21
22740586,1.04,1.22,3.85
22746789,0.73,1.4,3.17
22753988,0.31,1.34,3.05
22760174,0.06,1.4,2.99
22766361,0.18,1.59,2.44
22774197,0.43,1.83,2.01
22780392,0.85,1.59,1.59
22786563,1.16,-0.24,1.34
22800771,0.85,-1.46,2.62
22807543,2.5,-2.5,4.15
22814693,3.3,-3.05,4.21
22820834,3.48,-3.78,3.78
22826974,3.17,-5.55,2.2
22833116,3.85,-5.62,1.65
22839266,4.94,-4.46,1.28
22845416,5.98,-2.93,1.1
22852478,5.8,-0.79,1.16
22859160,5.07,-0.37,1.34
22865250,4.94,-0.12,1.53
22882372,2.87,1.65,1.83
22888180,1.59,2.2,1.65
22893994,0.92,2.62,1.59
22900639,1.34,2.99,1.65
22906500,2.75,2.93,1.89
22912915,2.93,2.69,1.95
22918723,2.69,2.81,1.89
22924571,2.26,3.23,1.89
22931281,2.75,4.09,2.08
22937160,3.42,4.27,2.08
22943012,3.72,3.91,2.01
22948872,3.85,2.93,2.01
22954755,4.03,2.01,2.01
22960621,4.15,1.59,1.83
22968302,3.23,1.04,1.28
22974145,3.05,0.12,0.92
22980027,3.11,-0.98,0.55
22985912,3.54,-1.4,0.37
22991803,4.33,-1.46,0.24
22998570,4.33,-1.89,0.37
23004458,4.15,-2.56,0.61
23010352,3.91,-3.17,0.98
23016230,3.48,-3.42,1.53
23022690,3.23,-2.87,1.53
23028564,3.11,-2.32,1.28
23035342,2.99,-1.77,1.16
23041238,2.75,0,1.53
23047130,2.81,1.1,1.65
23053031,2.87,1.71,1.65
23058934,2.87,1.71,1.77
23065711,2.87,1.53,2.08
23071615,3.36,2.01,3.23
23078106,3.78,2.56,3.6
23084001,4.21,3.3,3.54
23089919,4.46,4.03,3.23
23095843,4.52,4.03,2.93
23102560,4.46,2.99,2.2
23108401,4.46,2.87,1.83
23114285,4.21,2.62,1.71
23120169,3.85,2.08,1.89
23126020,3.23,1.53,2.08
23133701,2.56,1.28,1.71
23139543,2.81,0.55,1.4
23145399,2.93,-0.73,1.53
23151250,3.36,-1.83,2.32
23157112,3.72,-1.46,2.26
23162977,3.85,-1.22,1.77
23169703,3.66,-1.28,1.4
23175575,3.11,-1.53,1.4
23181447,1.83,-1.59,2.62
23187901,1.77,-1.46,3.11
23193766,2.32,-1.22,3.17
23200517,2.81,-1.22,2.87
23206401,4.03,-1.65,1.53
23212283,5,-1.46,1.04
23218232,5.74,-0.98,0.85
23224249,5.74,-0.37,0.85
23230269,5.13,-0.49,0.92
23237228,3.66,-1.77,0.67
23243837,3.6,-2.2,0.43
23249850,3.97,-2.26,0.37
23255882,4.21,-2.26,0.55
23261913,3.6,-1.83,0.85
23268893,3.17,-1.89,0.79
23274926,2.99,-2.14,0.55
23280971,2.62,-2.26,0.18
23287016,2.32,-1.28,0.31
23293064,2.26,-0.31,1.04
23299694,1.89,0.98,1.95
23306693,1.34,2.08,2.62
23312748,2.14,2.26,2.2
23318805,3.17,2.87,1.71
23324874,3.72,3.54,1.53
23330940,3.66,3.66,1.83
23337011,3.3,3.11,2.62
23344134,3.17,2.87,2.56
23350876,2.99,2.5,2.14
23357023,1.59,2.32,1.59
23363197,0.73,3.3,1.77
23369370,0.37,4.27,2.2
23381867,0.92,3.91,3.23
23388113,0,2.99,3.05
23394214,-0.37,1.95,2.69
23400320,-0.31,1.34,2.69
23407004,0.18,1.77,3.11
23413100,0.43,2.32,3.23
23420196,0.98,2.38,3.11
23426317,1.77,1.34,2.62
23432434,2.08,0.85,2.38
23438555,2.2,0.43,2.32
23444677,2.38,0.31,2.44
23451795,2.44,1.53,2.87
23458502,1.77,2.38,2.81
23464617,0.79,3.11,2.69
23470757,-0.06,3.85,2.56
23476898,-0.67,5.43,2.5
23483036,-0.49,5.74,2.56
23490188,-0.18,5.92,2.75
23496344,0.67,7.45,3.3
23502496,1.1,8,3.48
23509638,1.22,7.69,3.78
23515784,0.92,6.96,4.21
23522959,0.24,5.8,4.39
23529125,0.37,5.55,3.91
23535295,0.98,5.25,3.3
23541469,1.83,3.23,3.17
23547639,2.32,2.26,3.42
23553818,2.62,1.77,3.72
23562003,2.69,1.46,4.09
23568178,2.32,1.34,4.15
23574373,1.89,1.16,4.15
23580564,1.4,0.92,4.09
23586755,2.44,0.85,4.21
23592951,3.17,1.04,3.85
23600178,3.3,1.34,3.3
23605983,3.05,1.46,2.69
23613176,2.93,0.43,2.38
23618978,3.05,-0.85,2.56
23624792,3.3,-2.5,2.75
23632039,4.76,-5.68,2.32
23637853,5.13,-6.84,2.08
23643663,5.31,-7.63,1.95
23649480,5.37,-8.24,2.08
23655298,5.8,-8.54,2.26
23661125,5.43,-7.87,2.44
23678137,3.78,-7.08,1.34
23683971,4.03,-6.59,1.22
23689821,4.27,-6.1,1.46
23695673,4.39,-5.55,1.77
23701529,3.11,-3.78,2.44
23708239,2.14,-2.75,2.75
23714102,1.95,-1.59,2.81
23719966,2.62,-0.55,2.62
23725836,3.6,0.18,2.32
23732286,4.27,0.67,2.26
23738150,4.39,1.28,2.26
23744891,4.15,2.2,2.26
23750768,3.66,3.36,2.38
23756651,3.05,4.88,2.32
23762538,3.23,5.07,2.14
23768425,3.36,5.19,2.08
23775190,3.11,5.31,2.2
23781088,1.46,5.86,2.75
23787564,0.67,6.35,2.99
23793450,0.31,7.14,3.11
23799354,0.43,8.12,3.3
23805264,0.55,8.79,3.42
23812059,0.06,7.39,3.05
23817972,0.49,6.04,2.69
23823885,1.4,4.88,2.56
23829806,2.26,3.72,2.62
23835730,2.93,2.08,2.87
23843522,4.58,-1.1,3.3
23849430,5.07,-1.53,3.42
23855363,4.88,-1.59,3.36
23861297,3.78,-1.71,2.32
23867236,4.21,-1.65,1.46
23873181,5.07,-1.4,0.92
23880023,5.86,-1.1,0.67
23885970,6.53,-0.49,0.73
23891918,6.71,-0.24,0.85
23898452,6.77,-0.31,0.98
23904396,6.59,-0.67,1.28
23911262,5.55,-1.53,1.83
