Clock,gx,gy,gz,,,,,
8871194,46.39,241.58,-31.92,,,,,
8877154,44.19,242.13,-35.77,,,,,
8884412,33.81,244.81,-38.88,,,,,
8891350,24.11,242.98,-36.87,,,,,
8897616,12.21,235.96,-32.59,,,,,
8903580,-9.89,205.51,-20.32,,,,,
8909541,-16.91,186.16,-13.85,,,,,
8916791,-20.81,167.48,-6.77,,,,,
8922754,-19.35,149.17,5.74,,,,,
8928738,7.26,109.5,50.23,,,,,
8934711,20.45,97.11,66.22,,,,,
8940683,23.38,96.56,68.91,,,,,
8948941,14.65,115.17,51.09,,,,,
8955216,13.85,123.6,39.61,,,,,
8961184,16.17,129.82,28.44,,,,,
8967147,19.29,135.5,17.76,,,,,
8973114,21,142.4,7.93,,,,,
8979073,18.86,161.32,-8.61,,,,,
8986342,18.31,169.43,-15.38,,,,,
8992310,19.23,174.44,-21.61,,,,,
8998282,21.3,180.6,-33.51,,,,,
9005241,22.58,183.78,-38.94,,,,,
9011536,24.54,185.67,-43.76,,,,,
9018829,27.95,183.29,-52,,,,,
9024814,28.99,179.99,-55.42,,,,,
9030804,29.48,176.27,-57.98,,,,,
9036791,28.99,172.36,-59.57,,,,,
9042784,27.53,168.21,-59.63,,,,,
9050090,21.91,158.45,-55.3,,,,,
9057063,17.03,153.08,-52.31,,,,,
9063047,10.07,148.32,-50.11,,,,,
9069360,-5.19,145.2,-49.56,,,,,
9075345,-9.77,147.16,-50.84,,,,,
9081323,-11.05,150.09,-52.55,,,,,
9088647,-4.94,155.33,-56.58,,,,,
9094643,0.98,157.84,-59.08,,,,,
9100637,7.2,160.77,-61.58,,,,,
9106635,12.08,164.49,-63.84,,,,,
9113611,16.72,173.28,-66.59,,,,,
9120930,17.94,177.67,-67.38,,,,,
9127244,18.8,182.19,-68.66,,,,,
9133249,17.15,191.35,-74.71,,,,,
9139254,14.53,195.37,-78.61,,,,,
9153529,15.2,204.71,-96.01,,,,,
9160515,19.04,209.47,-109.07,,,,,
9167272,22.28,215.52,-124.94,,,,,
9173457,22.22,225.71,-153.5,,,,,
9179653,19.65,228.64,-163.21,,,,,
9185850,17.58,230.59,-167.91,,,,,
9191987,17.09,231.69,-165.1,,,,,
9198992,27.28,229.98,-140.81,,,,,
9205188,37.11,227.91,-126.95,,,,,
9211389,41.32,224.12,-115.05,,,,,
9218572,22.58,197.88,-95.83,,,,,
9224762,8.36,178.16,-91.61,,,,,
9231774,-2.38,163.64,-92.65,,,,,
9237968,-7.51,159.48,-98.94,,,,,
9244165,2.81,176.27,-121.15,,,,,
9250314,12.94,188.29,-133.54,,,,,
9256142,22.16,197.75,-144.9,,,,,
9263195,34.79,206.24,-161.93,,,,,
9270008,37.29,207.82,-169.19,,,,,
9275835,36.68,209.41,-176.27,,,,,
9281677,32.9,211.12,-181.7,,,,,
9287518,26.18,212.16,-183.29,,,,,
9293354,9.03,208.56,-180.24,,,,,
9300420,0.98,203.61,-185.67,,,,,
9306599,-6.71,197.45,-200.01,,,,,
9312445,-12.51,191.1,-221.5,,,,,
9318287,-14.77,184.08,-273.8,,,,,
9325118,-8.73,186.4,-295.72,,,,,
9332210,-1.83,193.97,-304.2,,,,,
9338074,-0.31,205.02,-284.61,,,,,
9343937,-13.55,208.37,-117.98,,,,,
9349805,-21.3,192.2,6.16,,,,,
9355669,-26.67,172.79,109.86,,,,,
9363200,-34.06,143.62,183.53,,,,,
9369153,-38.51,129.58,180.6,,,,,
9375111,-41.69,123.05,165.59,,,,,
9382061,-40.71,134.22,132.69,,,,,
9388023,-35.22,159.48,84.17,,,,,
9393983,-22.03,206.6,-22.28,,,,,
9406177,-22.34,212.95,-67.63,,,,,
9412612,-26.31,205.14,-56.76,,,,,
9418496,-33.02,183.78,-3.72,,,,,
9424697,-34.12,174.19,19.04,,,,,
9430582,-33.2,166.26,32.59,,,,,
9438706,-24.96,154.6,35.95,,,,,
9444578,-18.68,151.79,32.17,,,,,
9450459,-11.84,151.92,29.54,,,,,
9456337,-5,154.72,30.64,,,,,
9462214,0.98,159.06,35.89,,,,,
9468095,9.7,169.62,50.96,,,,,
9475237,13.37,176.09,55.97,,,,,
9481444,17.27,183.04,57.74,,,,,
9487340,21.55,189.15,56.21,,,,,
9494217,29.42,194.15,43.7,,,,,
9500109,32.23,192.75,33.33,,,,,
9507270,34,189.88,21.06,,,,,
9513167,33.26,181.88,-3.05,,,,,
9519070,30.33,176.7,-11.41,,,,,
9524974,25.51,170.41,-15.93,,,,,
9530881,19.29,163.45,-17.09,,,,,
9537109,12.7,156.62,-16.36,,,,,
9545267,2.44,146.79,-14.83,,,,,
9551161,-1.53,144.1,-15.81,,,,,
9557065,-6.16,142.82,-18.31,,,,,
9562968,-12.33,142.58,-21.79,,,,,
9568888,-26.37,141.85,-25.27,,,,,
9576070,-31.37,138.98,-23.32,,,,,
9581977,-33.51,133.54,-19.65,,,,,
9587884,-33.2,125.79,-15.63,,,,,
9594106,-26.73,113.46,-8.42,,,,,
9600987,-21.36,118.1,-4.94,,,,,
9608184,-15.01,134.28,1.22,,,,,
9614110,-14.83,132.51,7.14,,,,,
9620037,-14.53,125.73,16.6,,,,,
9625965,-13.06,119.26,25.88,,,,,
9631893,-10.86,116.39,29.91,,,,,
9637824,-9.16,117.31,27.95,,,,,
9645045,-9.22,125.49,19.1,,,,,
9652282,-11.05,132.39,17.64,,,,,
9658213,-14.22,148.68,19.9,,,,,
9664152,-13.49,155.76,21.12,,,,,
9670096,-11.54,161.99,21.73,,,,,
9677324,-9.77,167.72,21.67,,,,,
9683266,-7.2,178.96,18.01,,,,,
9689223,-5.37,186.77,12.88,,,,,
9695179,-2.44,195.37,6.1,,,,,
9701134,1.46,202.15,-0.79,,,,,
9708407,10.5,206.12,-11.9,,,,,
9715658,14.83,206.3,-16.72,,,,,
9721620,18.92,207.03,-21.42,,,,,
9727585,21.91,207.15,-25.82,,,,,
9733539,24.66,196.47,-33.26,,,,,
9739493,26.98,185.49,-37.96,,,,,
9745445,30.94,174.5,-43.64,,,,,
9752712,35.4,165.77,-49.13,,,,,
9759657,40.65,152.4,-50.72,,,,,
9765929,41.02,143.19,-45.65,,,,,
9771904,40.71,129.82,-39.06,,,,,
9777871,40.1,113.65,-33.45,,,,,
9785154,37.9,83.68,-31.8,,,,,
9791133,35.4,76.9,-34.55,,,,,
9797112,31.19,77.7,-36.62,,,,,
9803086,22.46,86.73,-37.48,,,,,
9809064,19.84,87.95,-37.23,,,,,
9816043,18.43,86.43,-37.78,,,,,
9823703,18.13,84.35,-43.7,,,,,
9829726,18.98,87.59,-50.11,,,,,
9835748,19.9,94.12,-58.65,,,,,
9841772,19.96,103.15,-68.12,,,,,
9847798,18.55,113.4,-77.27,,,,,
9855157,11.35,133.06,-89.17,,,,,
9861153,6.84,140.01,-91.06,,,,,
9868138,-0.79,143.01,-88.13,,,,,
9874131,-2.93,138.85,-84.84,,,,,
9880453,-3.66,132.08,-81.91,,,,,
9886452,-3.91,124.33,-80.26,,,,,
9893732,-5.86,109.99,-81.67,,,,,
9899719,-6.04,104.74,-85.39,,,,,
9905697,-5.13,102.23,-92.04,,,,,
9911712,-4.46,104.19,-102.23,,,,,
9917732,-4.94,110.96,-115.97,,,,,
9926046,-11.47,134.03,-150.33,,,,,
9932057,-18.74,146.24,-170.04,,,,,
9938387,-33.63,164.31,-204.71,,,,,
9944372,-38.88,168.82,-213.26,,,,,
9959854,-43.95,165.77,-194.27,,,,,
9966022,-42.48,161.87,-179.38,,,,,
9972976,-40.89,159.73,-170.1,,,,,
9979717,-34.36,160.89,-170.23,,,,,
9985894,-29.66,162.17,-171.81,,,,,
9992075,-25.02,163.76,-172.36,,,,,
9998229,-15.81,171.63,-174.5,,,,,
10005504,-10.5,179.87,-179.08,,,,,
10011669,-3.6,191.47,-187.19,,,,,
10017829,4.52,205.81,-197.88,,,,,
10023988,19.96,230.04,-208.19,,,,,
10030720,23.19,236.88,-197.69,,,,,
10037688,18.31,241.7,-178.83,,,,,
10043859,-14.1,247.44,-146.24,,,,,
10050035,-25.7,245.48,-139.95,,,,,
10056211,-27.34,239.2,-133.91,,,,,
10062287,-22.16,229.98,-122.86,,,,,
10068452,-20.81,214.6,-95.09,,,,,
10075431,-28.81,206.24,-90.15,,,,,
10082175,-35.03,192.63,-89.54,,,,,
10088339,-28.2,158.33,-87.4,,,,,
10094509,-20.26,145.81,-88.75,,,,,
10100686,-12.94,138,-93.57,,,,,
10107674,-7.51,132.75,-99.85,,,,,
10113848,-2.38,122.07,-108.95,,,,,
10119940,-0.43,116.58,-112.49,,,,,
10126125,1.89,114.07,-117.31,,,,,
10133288,5.43,125.67,-131.04,,,,,
10139465,5.37,136.41,-136.05,,,,,
10146461,3.78,144.41,-135.99,,,,,
10152653,1.1,145.94,-129.94,,,,,
10158848,-8.06,126.46,-109.19,,,,,
10165046,-15.14,117.19,-97.29,,,,,
10171238,-17.88,124.33,-82.09,,,,,
10178581,9.52,182.07,-48.34,,,,,
10185351,25.63,205.81,-38.82,,,,,
10191546,27.04,216.74,-36.68,,,,,
10197751,15.08,217.71,-41.2,,,,,
10203961,-2.62,207.82,-52.55,,,,,
10210167,5.49,205.2,-46.33,,,,,
10217204,19.65,209.29,-28.87,,,,,
10223021,39.73,251.59,13.85,,,,,
10228838,47.85,285.95,30.52,,,,,
10235003,55.54,319.15,47.3,,,,,
10241809,60.36,341,65.61,,,,,
10248868,47.73,324.77,88.07,,,,,
10254699,38.94,277.4,94.18,,,,,
10260529,33.81,205.93,106.57,,,,,
10266360,29.6,122.44,128.54,,,,,
10272196,20.39,47.12,150.02,,,,,
10279276,-3.54,-12.57,150.21,,,,,
10285112,-6.65,8,131.71,,,,,
10291264,-1.59,47.18,113.04,,,,,
10298090,20.32,119.63,90.82,,,,,
10303930,30.4,132.63,87.95,,,,,
10309778,36.74,127.08,89.9,,,,,
10316874,38.64,107.97,93.75,,,,,
10322724,37.23,82.89,95.15,,,,,
10328573,33.2,44.86,82.46,,,,,
10334417,32.35,38.64,69.82,,,,,
10340265,31.8,39,55.3,,,,,
10347689,32.23,42.54,39.86,,,,,
10354528,39.55,57.62,6.53,,,,,
10360373,42.54,68.91,-10.25,,,,,
10366237,42.24,78.74,-23.19,,,,,
10372096,38.02,85.08,-30.4,,,,,
10377959,30.94,89.05,-32.53,,,,,
10385237,9.28,95.34,-24.48,,,,,
10391254,-3.48,95.34,-12.94,,,,,
10397278,-16.97,90.15,2.08,,,,,
10403611,-40.34,60.85,34.55,,,,,
10410623,-46.02,41.63,47,,,,,
10417981,-47.61,25.33,51.03,,,,,
10424007,-42.66,15.26,25.45,,,,,
10430037,-32.47,26.43,7.32,,,,,
10436068,-12.39,50.6,-1.28,,,,,
10442099,15.63,83.74,2.32,,,,,
10448133,54.32,128.91,19.17,,,,,
10455515,50.42,125.49,20.45,,,,,
10462874,35.52,109.44,17.27,,,,,
10468912,6.23,75.5,11.23,,,,,
10474982,-0.24,67.08,10.99,,,,,
10481055,-2.99,62.74,10.68,,,,,
10488559,-6.29,56.52,2.62,,,,,
10494725,-6.35,51.94,-2.93,,,,,
10500889,-2.44,42.66,0.49,,,,,
10507052,1.89,30.4,14.28,,,,,
10514199,-2.01,21.18,26.18,,,,,
10520689,-6.29,28.5,9.46,,,,,
10533589,4.7,46.02,-18.86,,,,,
10540243,11.72,50.42,-15.69,,,,,
10546340,20.02,56.09,-15.38,,,,,
10552433,28.69,61.34,-19.9,,,,,
10558530,38.39,65.19,-29.66,,,,,
10566979,37.17,64.21,-27.4,,,,,
10573074,27.47,58.35,-14.77,,,,,
10579180,22.16,53.89,-13.37,,,,,
10585614,16.66,49.5,-18.31,,,,,
10591726,10.86,45.53,-27.28,,,,,
10597848,4.76,42.05,-36.32,,,,,
10605326,-5.25,37.72,-47.3,,,,,
10611434,-13.06,36.99,-48.83,,,,,
10618529,-35.22,26.73,-49.26,,,,,
10624648,-39.31,17.7,-53.53,,,,,
10630778,-34.91,11.84,-58.78,,,,,
10638278,-10.38,15.93,-54.93,,,,,
10644722,4.82,22.16,-46.26,,,,,
10650852,18.92,28.93,-36.07,,,,,
10656982,29.17,36.19,-26.98,,,,,
10663108,31.19,49.62,-19.84,,,,,
10670374,21.12,51.21,-22.52,,,,,
10678104,-23.13,37.72,-32.04,,,,,
10684394,-53.47,24.48,-35.34,,,,,
10690682,-84.66,10.01,-36.19,,,,,
10696975,-114.07,-2.81,-33.51,,,,,
10708180,-173.4,-21.42,-9.58,,,,,
10715936,-180.73,-25.51,-1.65,,,,,
10723253,-170.17,-33.87,8.24,,,,,
10729584,-149.48,-31.62,11.05,,,,,
10735938,-118.96,-12.21,15.32,,,,,
10742287,-79.9,30.4,18.01,,,,,
10750025,-9.46,135.62,-2.81,,,,,
10756306,-0.49,157.78,-25.63,,,,,
10762591,-12.39,154.05,-47.42,,,,,
10769219,-61.58,119.63,-70.8,,,,,
10785989,-95.15,97.53,-67.14,,,,,
10792047,-98.57,99.61,-62.44,,,,,
10799439,-117.86,108.52,-51.27,,,,,
10805508,-133.06,112.79,-45.53,,,,,
10811579,-150.09,118.04,-43.03,,,,,
10817658,-169.19,126.83,-46.88,,,,,
10823727,-199.71,156.74,-68.12,,,,,
10831143,-197.88,172.18,-75.13,,,,,
10838523,-152.22,187.44,-67.69,,,,,
10844581,-125.43,180.79,-56.27,,,,,
10850655,-104.49,166.2,-44.07,,,,,
10856736,-87.65,150.7,-32.9,,,,,
10872721,-26,143.37,-7.51,,,,,
10879582,32.59,151.73,-2.87,,,,,
10885687,66.71,159.12,-3.42,,,,,
10892363,97.66,165.65,-4.94,,,,,
10898462,125.61,158.94,-10.62,,,,,
10904493,120,146.3,-16.17,,,,,
10911364,105.47,133.73,-21.73,,,,,
10917476,87.34,125.67,-25.7,,,,,
10923592,67.87,126.77,-29.36,,,,,
10929723,79.1,134.09,-31.8,,,,,
10935860,96.19,140.62,-34.24,,,,,
10943749,93.51,131.59,-35.83,,,,,
10949876,67.44,115.97,-36.93,,,,,
10956010,32.78,97.6,-39.86,,,,,
10962072,-0.43,79.47,-43.58,,,,,
10968210,-36.8,52.73,-48.58,,,,,
10974352,-39.43,46.88,-49.32,,,,,
10981275,-36.8,45.29,-49.07,,,,,
10987424,-32.41,45.78,-48.1,,,,,
10993572,-25.45,46.08,-46.2,,,,,
11000299,-24.35,45.84,-46.51,,,,,
11006443,-24.35,46.33,-47.85,,,,,
11013377,-23.5,50.42,-52.25,,,,,
11019446,-21.79,53.16,-53.59,,,,,
11025606,-19.84,55.42,-53.71,,,,,
11031769,-17.58,56.76,-52.61,,,,,
11037937,-10.44,56.88,-48.58,,,,,
11044095,-5.13,56.4,-46.26,,,,,
11052023,0.31,56.15,-44.25,,,,,
11058168,7.2,57.01,-42.24,,,,,
11064333,8,58.35,-42.11,,,,,
11070490,7.69,59.57,-42.24,,,,,
11076567,6.47,59.08,-42.18,,,,,
11083526,0.18,47.24,-37.96,,,,,
11089686,-5.19,36.8,-33.14,,,,,
11095842,-11.23,26.37,-27.22,,,,,
11102018,-15.93,18.01,-21.36,,,,,
11108768,-15.87,9.03,-12.02,,,,,
11114935,-10.99,6.9,-8.73,,,,,
11121908,-4.82,5.55,-5.86,,,,,
11128086,5.25,5.43,-0.06,,,,,
11134174,7.39,6.41,2.14,,,,,
11140350,7.32,7.39,2.99,,,,,
11146525,5.55,8.12,2.38,,,,,
11152696,2.87,8.85,0.79,,,,,
11160662,-2.44,10.56,-3.78,,,,,
11166832,-4.03,11.78,-6.29,,,,,
11173011,-5.07,15.14,-10.68,,,,,
11179191,-5.31,16.97,-12.27,,,,,
11185375,-5.49,18.55,-13.43,,,,,
11192700,-5.43,19.53,-14.34,,,,,
11198894,-4.46,18.92,-15.2,,,,,
11205090,-3.54,17.52,-15.08,,,,,
11211863,-2.5,15.63,-14.65,,,,,
11218057,-1.22,10.99,-12.39,,,,,
11223962,-1.16,8.67,-10.19,,,,,
11231143,-1.4,6.29,-7.51,,,,,
11237049,-2.08,4.09,-5.25,,,,,
11242954,-4.39,2.38,-4.15,,,,,
11249176,-6.23,3.36,-5.31,,,,,
11255090,-8.73,4.52,-7.39,,,,,
11261000,-12.21,5.13,-10.07,,,,,
11269182,-21.73,5.25,-17.15,,,,,
11275096,-28.2,6.29,-21.3,,,,,
11281017,-36.19,8.91,-25.39,,,,,
11286935,-43.76,13.37,-28.81,,,,,
11292860,-47.85,18.86,-30.88,,,,,
11300075,-43.7,27.28,-30.64,,,,,
11306322,-39.25,28.63,-29.42,,,,,
11312253,-35.58,28.87,-27.89,,,,,
11318187,-34.3,26.92,-23.25,,,,,
11325104,-35.46,24.11,-19.71,,,,,
11331034,-36.19,19.9,-15.93,,,,,
11338267,-33.63,8.12,-9.28,,,,,
11344209,-30.7,2.81,-7.32,,,,,
11350147,-27.71,0.06,-6.84,,,,,
11356072,-25.57,0.55,-7.39,,,,,
11362323,-24.9,3.36,-7.87,,,,,
11369529,-26.18,8.85,-6.96,,,,,
11376431,-26.92,9.09,-6.47,,,,,
11382334,-27.59,7.63,-6.96,,,,,
11388246,-27.65,2.93,-9.34,,,,,
11394167,-26,0.79,-9.52,,,,,
11400089,-23.19,-0.49,-8.97,,,,,
11407289,-19.65,-0.24,-8.54,,,,,
11413205,-11.11,3.97,-8.36,,,,,
11419444,-5.74,5.74,-7.63,,,,,
11425366,0.61,5.8,-6.04,,,,,
11432266,7.32,3.91,-3.85,,,,,
11438186,15.26,-2.87,-0.43,,,,,
11445398,14.95,-6.41,0.18,,,,,
11451323,12.08,-10.13,0.24,,,,,
11457259,7.87,-13.61,-0.37,,,,,
11463198,0.73,-15.63,-5.98,,,,,
11469135,-1.22,-12.76,-10.5,,,,,
11476698,-2.81,-8.06,-13.98,,,,,
11483630,-6.23,0.98,-15.5,,,,,
11489535,-8.12,2.99,-14.89,,,,,
11495485,-9.58,3.72,-14.34,,,,,
11501441,-9.95,4.52,-14.1,,,,,
11507385,-9.03,6.29,-14.04,,,,,
11514602,-5.62,11.23,-12.33,,,,,
11520515,-4.39,12.57,-10.13,,,,,
11526469,-3.54,12.51,-7.14,,,,,
11532755,-2.62,11.66,-4.27,,,,,
11539662,0.85,9.03,-0.92,,,,,
11546882,4.09,7.57,-0.06,,,,,
11552805,8,5.86,0.67,,,,,
11558730,14.71,2.26,2.26,,,,,
11564655,15.2,0.31,3.48,,,,,
11570584,12.82,-1.83,5.43,,,,,
11576510,8.67,-4.03,7.93,,,,,
11583754,3.36,-5.86,10.56,,,,,
11591006,3.54,-5.37,10.25,,,,,
11596890,4.7,-4.21,9.46,,,,,
11602836,6.1,-2.87,8.85,,,,,
11608747,9.28,-1.22,7.57,,,,,
11614704,11.41,-0.37,6.35,,,,,
11621896,13.92,1.53,4.46,,,,,
11627814,16.72,4.94,1.77,,,,,
11633738,26.31,12.76,-3.36,,,,,
11639703,32.78,14.34,-4.09,,,,,
11646919,38.64,14.4,-3.05,,,,,
11654186,47.49,14.47,2.5,,,,,
11660220,52.37,13,4.21,,,,,
11666217,58.35,8.97,4.52,,,,,
11672216,64.58,3.91,4.27,,,,,
11686342,76.6,4.03,10.93,,,,,
11692507,79.96,5.92,12.45,,,,,
11705123,95.58,2.81,17.58,,,,,
11711360,100.59,2.69,21.3,,,,,
11717381,105.35,4.09,26.18,,,,,
11723477,112.49,8.18,36.38,,,,,
11729585,112.67,9.34,40.04,,,,,
11735700,110.47,10.07,42.18,,,,,
11742583,107.48,10.5,43.03,,,,,
11748701,106.45,7.02,41.32,,,,,
11754820,110.78,1.77,37.84,,,,,
11761512,118.1,-5.31,32.04,,,,,
11767614,127.14,-13.31,24.96,,,,,
11774858,141.36,-26.79,14.47,,,,,
11780976,143.31,-30.58,12.57,,,,,
11787090,141.91,-32.29,12.51,,,,,
11793205,133.42,-33.57,13,,,,,
11799324,127.62,-35.4,10.86,,,,,
11805445,122.25,-38.15,8.12,,,,,
11813336,128.54,-48.4,15.69,,,,,
11819462,133.85,-54.02,20.87,,,,,
11825597,129.52,-55.48,17.76,,,,,
11831654,115.6,-51.27,5.62,,,,,
11837793,98.51,-43.52,-9.28,,,,,
11844716,72.45,-28.08,-27.28,,,,,
11850864,65.98,-22.89,-29.05,,,,,
11857017,63.29,-19.29,-28.5,,,,,
11863167,64.09,-16.6,-25.09,,,,,
11869891,64.21,-17.82,-23.32,,,,,
11876034,63.17,-20.45,-21.85,,,,,
11882966,58.72,-25.02,-19.9,,,,,
11889037,55.85,-24.84,-19.65,,,,,
11895195,52.8,-22.77,-20.08,,,,,
11901358,50.48,-19.53,-20.94,,,,,
11907526,49.8,-16.17,-22.09,,,,,
11914484,53.77,-12.45,-23.99,,,,,
11921330,57.74,-12.02,-24.35,,,,,
11927288,61.95,-12.15,-24.48,,,,,
11933258,67.75,-14.59,-25.33,,,,,
11939215,68.79,-17.21,-25.88,,,,,
11945505,68.91,-19.53,-25.94,,,,,
11952776,68.12,-20.14,-25.45,,,,,
11958744,64.39,-15.26,-22.95,,,,,
11964724,61.58,-11.66,-21.55,,,,,
11970697,58.35,-8.61,-20.57,,,,,
11977660,55.3,-6.23,-19.9,,,,,
11984943,53.22,-3.97,-18.62,,,,,
11990922,54.93,-4.21,-18.01,,,,,
11996906,57.98,-5.62,-17.58,,,,,
12003212,64.94,-10.99,-16.54,,,,,
12009207,67.63,-13.98,-15.14,,,,,
12015206,69.15,-16.3,-13.37,,,,,
12022521,69.03,-17.46,-11.47,,,,,
12029505,59.33,-20.45,-1.1,,,,,
12035494,52,-24.72,10.99,,,,,
12041496,46.57,-29.6,24.9,,,,,
12047500,44.86,-31.98,35.03,,,,,
12053504,52.37,-25.94,38.45,,,,,
12061154,59.08,-20.87,35.89,,,,,
12067176,65.86,-18.43,34.73,,,,,
12073197,106.99,-25.39,29.48,,,,,
12079220,140.93,-29.66,20.69,,,,,
12086225,169.13,-30.46,10.56,,,,,
12093568,192.99,-28.2,-0.06,,,,,
12099597,197.81,-31.01,-0.18,,,,,
12105629,201.17,-37.11,1.1,,,,,
12111663,202.7,-43.88,2.38,,,,,
12118031,200.07,-52.37,3.48,,,,,
12124066,199.65,-54.63,5.13,,,,,
12131433,200.5,-55.79,7.63,,,,,
12138452,205.69,-52.06,10.5,,,,,
12144487,208.98,-47.24,9.64,,,,,
12150529,212.65,-41.93,8,,,,,
12156572,216.67,-36.8,6.1,,,,,
12163961,219.36,-24.41,2.99,,,,,
12170010,212.22,-14.89,1.53,,,,,
12176386,199.65,-4.39,3.17,,,,,
12182438,194.27,1.95,17.82,,,,,
12189476,235.41,-8.73,86.85,,,,,
12195527,256.59,-11.96,105.59,,,,,
12202936,222.05,20.02,58.35,,,,,
12209000,188.23,40.83,25.63,,,,,
12215071,170.17,52.25,14.47,,,,,
12221142,174.44,53.65,32.78,,,,,
12227219,196.41,48.28,75.44,,,,,
12234962,252.56,28.56,170.35,,,,,
12242023,261.05,22.89,193.42,,,,,
12248096,218.38,27.83,184.88,,,,,
12254175,188.35,28.26,180.79,,,,,
12260258,168.21,18.98,196.17,,,,,
12266343,162.23,-2.26,230.47,,,,,
12273788,172.06,-51.76,301.76,,,,,
12279880,180.91,-68.54,314.45,,,,,
12285973,189.33,-77.45,304.14,,,,,
12293370,195.62,-67.69,220.7,,,,,
12299453,190.8,-50.48,156.86,,,,,
12306911,182.07,-29.79,87.28,,,,,
12313014,161.56,2.26,-33.14,,,,,
12319115,153.32,5.55,-66.96,,,,,
12325218,147.46,-0.67,-77.76,,,,,
12331316,146.85,-15.26,-66.96,,,,,
12338786,160.77,-52.61,-7.57,,,,,
12345875,169.43,-66.83,23.62,,,,,
12352289,176.15,-75.56,46.51,,,,,
12358399,178.71,-83.37,55.3,,,,,
12364504,173.22,-86.91,41.75,,,,,
12370619,162.78,-90.64,20.08,,,,,
12378088,133.3,-94.54,-28.81,,,,,
12384168,121.34,-92.9,-45.59,,,,,
12390275,115.17,-87.89,-53.22,,,,,
12397360,114.26,-79.41,-53.1,,,,,
12403459,123.17,-59.39,-44.86,,,,,
12411240,130.8,-51.64,-42.72,,,,,
12417333,139.53,-45.78,-43.52,,,,,
12423428,153.14,-35.22,-55.91,,,,,
12429515,155.27,-27.83,-68.05,,,,,
12435610,155.4,-19.35,-82.89,,,,,
12441713,156.07,-11.41,-98.51,,,,,
12450160,164.98,-3.23,-122.44,,,,,
12456251,169.56,-1.53,-125.55,,,,,
12462344,169.92,0.79,-120.12,,,,,
12468755,158.45,10.07,-82.4,,,,,
12474862,150.82,15.26,-53.47,,,,,
12482289,144.29,18.55,-22.77,,,,,
12488392,141.3,16.05,25.57,,,,,
12504790,145.63,14.16,30.58,,,,,
12510986,142.52,20.32,20.69,,,,,
12516818,138.37,26.98,12.39,,,,,
12523029,136.05,37.17,11.17,,,,,
12530046,139.89,41.02,16.91,,,,,
12536170,144.84,43.4,22.83,,,,,
12541982,147.95,42.66,24.72,,,,,
12547791,148.74,39.06,21.67,,,,,
12553599,139.71,30.7,12.88,,,,,
12561611,131.77,28.87,15.2,,,,,
12567419,125.31,29.24,23.93,,,,,
12573240,138.37,29.42,58.29,,,,,
12579062,159,25.76,75.62,,,,,
12584885,173.1,25.27,83.68,,,,,
12592284,170.53,32.1,80.32,,,,,
12598120,142.27,45.72,64.7,,,,,
12603961,134.58,42.72,61.28,,,,,
12609793,133.06,35.95,57.68,,,,,
12616608,136.41,29.24,50.54,,,,,
12622446,141.91,23.8,40.1,,,,,
12629513,145.14,18.49,15.01,,,,,
12635349,141.54,20.32,3.6,,,,,
12641190,137.27,26.49,-4.33,,,,,
12647344,133.06,36.01,-7.08,,,,,
12653195,128.42,51.21,1.53,,,,,
12660276,128.72,50.72,7.81,,,,,
12666129,130.74,46.02,12.02,,,,,
12672976,141.85,34.48,13.43,,,,,
12678833,149.9,29.79,11.6,,,,,
12684681,158.08,25.21,9.22,,,,,
12690542,165.53,19.65,8,,,,,
12697623,172.06,13.37,8.91,,,,,
12703848,171.75,8.91,10.13,,,,,
12714180,154.11,19.35,8.06,,,,,
12720046,149.29,24.41,10.07,,,,,
12726890,152.16,25.33,15.26,,,,,
12733968,174.01,17.15,29.91,,,,,
12739812,181.95,14.04,34,,,,,
12745669,182.43,12.7,34.06,,,,,
12751505,176.45,11.41,31.98,,,,,
12757333,167.66,9.28,31.01,,,,,
12764739,155.58,10.99,38.21,,,,,
12770574,151.18,17.7,44.8,,,,,
12776430,145.57,25.76,50.54,,,,,
12783290,133.12,35.89,57.74,,,,,
12789167,129.7,39.37,61.89,,,,,
12795054,129.09,43.15,67.32,,,,,
12802284,130.49,46.94,73.43,,,,,
12808263,136.6,46.57,82.46,,,,,
12814245,142.64,38.57,83.98,,,,,
12820545,151.49,24.96,83.13,,,,,
12826543,163.51,7.57,79.96,,,,,
12839833,202.94,-49.74,66.1,,,,,
12846294,209.53,-64.64,61.89,,,,,
12852204,208.13,-74.34,57.07,,,,,
12858117,175.6,-74.46,48.58,,,,,
12864035,149.54,-64.88,47.42,,,,,
12871217,122.38,-48.83,49.93,,,,,
12877133,96.92,-26.86,55.79,,,,,
12883367,57.98,21.79,73.18,,,,,
12889276,46.88,39.49,83.37,,,,,
12896150,39.12,51.03,96.07,,,,,
12902066,33.57,57.68,111.33,,,,,
12909260,32.53,65.37,145.39,,,,,
12915158,45.04,63.78,158.14,,,,,
12921078,77.39,47.42,161.25,,,,,
12926994,131.65,17.46,153.2,,,,,
12932949,234.56,-28.32,108.28,,,,,
12940527,252.87,-28.75,74.89,,,,,
12947481,258.42,-28.14,38.21,,,,,
12953438,282.47,-72.69,-19.84,,,,,
12959408,302.06,-114.69,-28.26,,,,,
12965377,317.14,-151.92,-21.36,,,,,
12972644,321.78,-172.67,-5.37,,,,,
12978614,298.34,-158.08,24.72,,,,,
