Clock,gx,gy,gz,,,,,
12984591,279.24,-134.58,31.8,,,,,
12990569,260.07,-110.78,33.45,,,,,
12996887,242.19,-91.25,31.68,,,,,
13003852,201.97,-56.95,40.16,,,,,
13011131,170.72,-38.02,67.2,,,,,
13017119,138.43,-22.77,109.37,,,,,
13023110,112.61,-14.4,172,,,,,
13029106,111.88,-15.69,168.82,,,,,
13035103,111.27,-18.74,147.83,,,,,
13042396,109.8,-23.19,125,,,,,
13048391,115.48,-37.23,127.38,,,,,
13055682,123.35,-46.45,150.45,,,,,
13061657,127.75,-54.02,172.18,,,,,
13067645,125.55,-57.43,183.72,,,,,
13074930,110.47,-55.05,172.3,,,,,
13080916,97.47,-49.01,148.13,,,,,
13086900,77.09,-35.77,111.27,,,,,
13092891,36.32,7.32,26.86,,,,,
13098868,30.33,26.92,-0.73,,,,,
13104854,35.16,41.26,-13.18,,,,,
13113455,60.24,54.08,-9.7,,,,,
13119421,73.43,52.25,-5.25,,,,,
13125403,84.29,45.41,-2.99,,,,,
13131384,92.77,34.12,-2.44,,,,,
13137370,100.65,19.53,-1.28,,,,,
13144671,120,-11.17,10.93,,,,,
13150677,129.82,-23.62,21.55,,,,,
13156687,136.84,-33.81,32.1,,,,,
13162701,142.94,-42.05,41.63,,,,,
13170031,160.03,-53.96,60.85,,,,,
13177340,168.21,-56.82,72.57,,,,,
13183353,171.57,-51.76,101.5,,,,,
13189370,167.18,-44.19,115.72,,,,,
13195389,166.08,-37.48,128.23,,,,,
13201404,176.21,-37.48,137.88,,,,,
13207422,194.64,-43.64,142.03,,,,,
13214770,212.89,-51.33,122.99,,,,,
13221781,201.97,-46.57,105.04,,,,,
13228127,166.02,-32.96,78.37,,,,,
13234160,151.67,-27.95,71.41,,,,,
13240194,142.33,-24.05,66.77,,,,,
13247539,137.39,-20.75,63.54,,,,,
13253572,136.35,-16.54,60.67,,,,,
13259610,138.92,-16.05,60.49,,,,,
13265650,143.43,-16.42,59.2,,,,,
13271696,149.48,-17.09,55.36,,,,,
13280054,163.64,-19.78,42.85,,,,,
13286412,168.7,-22.58,38.82,,,,,
13292454,171.14,-26,38.27,,,,,
13298499,176.21,-28.63,44.13,,,,,
13313922,211.24,-25.45,41.81,,,,,
13319735,216.37,-29.66,48.46,,,,,
13326758,210.69,-33.02,61.95,,,,,
13333552,190.31,-30.52,87.65,,,,,
13339365,185,-27.77,95.15,,,,,
13345188,183.17,-24.6,99.37,,,,,
13351333,184.08,-20.63,99.85,,,,,
13358374,195.19,-13.24,90.09,,,,,
13364194,202.45,-11.66,80.51,,,,,
13370021,206.48,-10.56,70.68,,,,,
13375854,205.81,-10.38,63.96,,,,,
13381693,203.67,-12.7,62.13,,,,,
13389730,202.82,-34.3,67.32,,,,,
13395559,202.45,-51.27,70.19,,,,,
13401390,201.05,-66.77,71.9,,,,,
13407557,199.89,-77.58,72.63,,,,,
13413395,200.56,-91.98,70.37,,,,,
13420461,202.27,-101.81,67.14,,,,,
13426302,205.87,-113.04,63.66,,,,,
13432150,212.22,-122.56,60.91,,,,,
13438004,228.76,-129.52,59.33,,,,,
13444838,231.08,-129.88,60.42,,,,,
13450689,225.1,-130.74,61.71,,,,,
13457777,198.24,-129.7,57.37,,,,,
13463958,190.06,-125.43,49.38,,,,,
13469820,190.73,-119.93,38.94,,,,,
13475682,198.61,-115.6,28.56,,,,,
13481549,209.66,-113.65,20.94,,,,,
13488656,229.49,-115.36,14.95,,,,,
13494526,235.53,-117.07,14.04,,,,,
13501370,239.26,-118.47,12.63,,,,,
13507237,241.46,-119.57,10.13,,,,,
13513113,245.61,-120.73,2.38,,,,,
13520553,248.96,-121.03,-1.71,,,,,
13526431,252.62,-121.34,-5.19,,,,,
13532313,255.62,-121.46,-8.24,,,,,
13538195,257.57,-119.14,-13.31,,,,,
13544083,255.55,-115.66,-14.83,,,,,
13551215,251.28,-110.29,-15.14,,,,,
13558087,237.73,-96.19,-11.66,,,,,
13563966,229.61,-89.11,-8.54,,,,,
13569854,222.17,-81.91,-5.13,,,,,
13576088,216.92,-74.83,-0.85,,,,,
13581987,215.88,-69.27,4.7,,,,,
13589125,230.29,-68.05,19.1,,,,,
13595026,242.07,-70.98,27.04,,,,,
13600919,251.95,-73.97,34.67,,,,,
13606801,256.77,-75.93,41.44,,,,,
13613668,246.83,-72.81,47.06,,,,,
13620817,232.85,-67.32,44.43,,,,,
13626722,215.27,-60.42,38.82,,,,,
13632972,182.13,-47.12,24.17,,,,,
13638866,172.06,-41.93,17.82,,,,,
13644763,166.75,-38.39,13.55,,,,,
13651926,164.43,-36.07,11.72,,,,,
13657824,162.35,-32.53,15.81,,,,,
13664709,160.95,-31.43,22.58,,,,,
13670609,158.57,-31.56,31.07,,,,,
13676516,154.66,-31.98,38.45,,,,,
13682415,149.41,-31.13,42.91,,,,,
13689933,142.64,-24.72,43.7,,,,,
13695854,145.14,-21.06,41.99,,,,,
13701773,150.39,-17.76,39.73,,,,,
13707696,152.04,-19.65,40.16,,,,,
13713618,138.79,-35.03,54.14,,,,,
13721785,128.72,-33.87,55.42,,,,,
13727706,97.84,-37.48,47.97,,,,,
13733614,81.12,-51.45,51.51,,,,,
13739529,74.58,-54.63,52.55,,,,,
13745761,81.05,-36.56,41.81,,,,,
13751682,94.79,-4.7,19.35,,,,,
13758879,106.2,32.29,-16.66,,,,,
13764804,100.59,26.43,-15.99,,,,,
13770736,94.73,14.77,-7.51,,,,,
13777651,93.14,5.49,1.53,,,,,
13783572,95.4,0.43,7.51,,,,,
13790785,92.22,1.22,6.47,,,,,
13796716,84.9,2.62,5.98,,,,,
13802984,67.5,8,7.39,,,,,
13808914,59.45,12.88,7.02,,,,,
13814854,51.64,19.04,7.14,,,,,
13820798,45.17,24.54,10.74,,,,,
13829021,47.42,24.41,29.48,,,,,
13834960,54.38,17.88,38.09,,,,,
13840905,61.65,9.28,42.91,,,,,
13846854,67.57,0.37,44.49,,,,,
13852805,74.71,-16.66,44.31,,,,,
13860379,77.82,-24.41,43.95,,,,,
13866326,81.48,-31.37,43.27,,,,,
13872280,85.08,-36.74,42.42,,,,,
13878237,87.95,-39.67,39.98,,,,,
13885175,86.12,-36.44,38.02,,,,,
13891132,83.01,-31.43,35.71,,,,,
13898467,78.25,-21.42,28.02,,,,,
13904501,78.67,-15.93,20.02,,,,,
13910537,80.75,-10.19,11.17,,,,,
13916907,83.56,-6.35,5.62,,,,,
13922944,86.91,-7.26,5.19,,,,,
13936491,83.07,-12.08,6.16,,,,,
13943000,76.66,-16.54,5,,,,,
13948961,73.36,-18.19,4.58,,,,,
13954923,68.91,-18.13,4.15,,,,,
13960923,63.48,-15.69,2.87,,,,,
13966920,58.23,-11.6,1.22,,,,,
13974248,54.38,-3.97,0.79,,,,,
13980562,55.6,-0.73,0.98,,,,,
13987539,56.27,2.75,-0.49,,,,,
13993531,50.9,10.38,-7.69,,,,,
13999534,46.51,12.88,-10.99,,,,,
14006877,43.76,13.67,-12.45,,,,,
14012861,48.4,9.46,-10.56,,,,,
14018841,53.04,3.72,-8.12,,,,,
14024834,56.88,-5.68,-3.42,,,,,
14030793,60,-17.21,3.42,,,,,
14037089,62.62,-27.4,10.19,,,,,
14045332,64.76,-32.9,15.5,,,,,
14051287,62.68,-28.93,16.11,,,,,
14057284,57.8,-22.83,17.7,,,,,
14063251,40.71,-10.13,22.34,,,,,
14069251,33.14,-4.33,23.44,,,,,
14076520,30.27,-0.06,23.56,,,,,
14082483,32.17,1.77,23.07,,,,,
14088447,38.7,-0.85,20.57,,,,,
14094742,38.27,-2.81,18.49,,,,,
14101705,37.41,-4.39,16.3,,,,,
14147547,84.84,-7.75,23.44,,,,,
14155476,65.73,-7.45,20.39,,,,,
14161629,55.97,-6.84,17.82,,,,,
14167789,39.86,-6.77,12.02,,,,,
14173961,34.42,-6.96,9.58,,,,,
14180110,32.23,-6.47,7.39,,,,,
14186264,33.26,-5.25,5.13,,,,,
14193535,40.34,-2.81,-0.98,,,,,
14199694,43.7,-1.71,-5.31,,,,,
14206856,45.96,0.12,-10.25,,,,,
14213014,46.81,5.55,-20.45,,,,,
14219180,45.78,8.3,-24.78,,,,,
14226143,44.74,10.68,-28.2,,,,,
14232316,44.74,12.82,-30.4,,,,,
14238485,48.89,16.72,-31.07,,,,,
14244661,52.19,19.17,-29.54,,,,,
14250766,55.91,21.61,-27.4,,,,,
14257929,62.07,23.93,-22.28,,,,,
14264917,61.83,23.07,-19.96,,,,,
14271104,58.65,20.94,-18.07,,,,,
14277291,53.28,17.82,-16.11,,,,,
14283480,40.28,11.35,-12.02,,,,,
14289673,34.06,8.85,-10.44,,,,,
14295859,29.11,7.02,-9.4,,,,,
14302861,25.82,5.43,-8.91,,,,,
14309947,27.65,5.86,-9.52,,,,,
14316135,30.46,7.14,-10.5,,,,,
14322334,32.41,9.09,-11.54,,,,,
14328531,31.37,13.55,-12.94,,,,,
14335550,29.11,14.89,-13.49,,,,,
14341750,26.12,15.14,-14.22,,,,,
14347957,20.26,12.94,-15.2,,,,,
14354161,17.21,10.74,-14.89,,,,,
14360950,13.98,8.18,-13.98,,,,,
14367064,10.93,5.68,-12.76,,,,,
14374094,7.93,0.31,-10.62,,,,,
14380302,8.61,-3.17,-10.01,,,,,
14386113,9.7,-6.53,-10.19,,,,,
14392322,9.95,-8.24,-11.23,,,,,
14398129,3.66,-6.47,-14.77,,,,,
14403937,-2.75,-4.82,-16.42,,,,,
14411966,-9.34,-3.78,-17.76,,,,,
14417773,-16.66,-5.98,-21,,,,,
14423919,-15.81,-9.09,-23.56,,,,,
14429755,-12.45,-11.84,-26.73,,,,,
14435600,-7.93,-13.43,-30.7,,,,,
14442674,-1.53,-14.22,-41.26,,,,,
14448515,-1.1,-14.1,-47.24,,,,,
14454357,-2.75,-13.49,-52.86,,,,,
14460204,-5.49,-12.88,-57.37,,,,,
14467034,-7.75,-12.76,-60.55,,,,,
14472875,-8.85,-15.01,-63.78,,,,,
14480291,-10.01,-16.54,-64.51,,,,,
14486153,-13.73,-17.4,-64.58,,,,,
14492022,-20.39,-17.21,-64.21,,,,,
14497890,-38.09,-14.16,-64.45,,,,,
14503759,-45.84,-11.9,-65.86,,,,,
14510881,-51.7,-9.89,-68.54,,,,,
14516752,-55.85,-8.91,-72.69,,,,,
14523596,-61.22,-11.05,-84.96,,,,,
14529467,-63.05,-13.79,-93.81,,,,,
14535670,-64.64,-17.52,-104.49,,,,,
14542815,-65.37,-25.33,-126.65,,,,,
14548711,-63.72,-27.89,-136.05,,,,,
14554610,-60.49,-29.05,-143.8,,,,,
14560579,-55.91,-28.63,-148.74,,,,,
14566633,-50.23,-26.49,-150.51,,,,,
14574998,-36.74,-18.13,-147.64,,,,,
14581046,-29.97,-13.73,-145.2,,,,,
14587105,-23.68,-10.07,-141.85,,,,,
14593498,-14.16,-4.76,-129.46,,,,,
14599555,-11.72,-3.05,-124.88,,,,,
14605614,-11.23,-3.05,-128.48,,,,,
14613018,-20.94,-8.85,-152.04,,,,,
14619079,-30.09,-9.77,-162.35,,,,,
14626124,-38.7,-7.57,-171.81,,,,,
14632189,-45.17,-3.66,-184.08,,,,,
14638263,-56.7,3.23,-214.36,,,,,
14645685,-64.51,4.7,-229.37,,,,,
14652080,-73.06,4.33,-243.29,,,,,
14658152,-83.74,1.65,-261.11,,,,,
14664237,-81.54,0.67,-260.5,,,,,
14670311,-70.31,-0.49,-250.43,,,,,
14678730,-19.96,-2.87,-208.19,,,,,
14684818,7.57,-2.93,-186.1,,,,,
14690897,26.12,-3.17,-169.8,,,,,
14696980,33.39,-4.7,-160.52,,,,,
14703066,25.21,-10.07,-155.15,,,,,
14709493,18.92,-11.66,-154.91,,,,,
14721179,15.38,-11.66,-160.22,,,,,
14727279,16.3,-11.35,-167.48,,,,,
14734359,10.99,-9.83,-187.62,,,,,
14740445,3.48,-6.41,-196.53,,,,,
14746534,-6.04,-0.67,-201.84,,,,,
14753993,-26.86,13.67,-201.35,,,,,
14760103,-38.39,17.76,-200.93,,,,,
14766222,-51.7,17.15,-203.61,,,,,
14772663,-84.35,2.32,-217.9,,,,,
14778785,-97.84,-6.77,-225.22,,,,,
14787260,-104.19,-13.24,-230.65,,,,,
14793375,-99.43,-18.74,-231.26,,,,,
14799476,-94.85,-21,-226.68,,,,,
14805580,-90.39,-23.68,-220.46,,,,,
14811693,-84.59,-25.7,-213.32,,,,,
14817806,-69.21,-22.83,-199.04,,,,,
14825292,-61.95,-18.43,-192.26,,,,,
14831727,-56.21,-13.18,-185.49,,,,,
14838833,-48.4,-3.85,-169.13,,,,,
14844943,-43.95,0.55,-159.91,,,,,
14851132,-38.09,4.82,-152.77,,,,,
14858855,-28.5,11.6,-148.62,,,,,
14865128,-26.98,14.4,-148.8,,,,,
14871400,-27.28,16.91,-148.93,,,,,
14877681,-31.49,15.5,-149.6,,,,,
14883958,-35.03,11.17,-150.57,,,,,
14893068,-38.88,4.88,-156.07,,,,,
14899321,-34.36,4.52,-161.01,,,,,
14905569,-24.72,5.19,-166.32,,,,,
14911827,-13,6.41,-170.29,,,,,
14918085,3.11,8.73,-171.33,,,,,
14924338,6.41,9.28,-169.31,,,,,
14932055,8.06,9.52,-166.56,,,,,
14938312,2.5,10.68,-162.17,,,,,
14945556,-7.75,12.51,-162.54,,,,,
14952150,-21.73,15.2,-164.86,,,,,
14958420,-47.36,21.73,-170.96,,,,,
14966147,-55.05,24.84,-173.77,,,,,
15011852,-18.01,-25.15,-124.21,,,,,
15017882,-33.02,-17.4,-138,,,,,
15023929,-40.59,-5,-148.25,,,,,
15029968,-46.08,12.94,-157.84,,,,,
15036010,-49.5,34.67,-165.83,,,,,
15043395,-49.62,78.12,-183.78,,,,,
15049776,-44.86,97.72,-195.92,,,,,
15055826,-37.23,114.99,-208.07,,,,,
15062875,-19.78,136.6,-225.83,,,,,
15104869,69.64,175.48,-271.91,,,,,
15111745,74.28,192.14,-272.22,,,,,
15118433,63.54,200.87,-262.7,,,,,
15124535,53.28,188.23,-249.94,,,,,
15130652,42.6,166.44,-234.07,,,,,
15136783,32.9,139.22,-219.3,,,,,
15142830,21.12,87.28,-203.19,,,,,
15149814,19.96,68.66,-202.88,,,,,
15155625,21.97,55.24,-206.36,,,,,
15161439,26.98,45.65,-212.59,,,,,
15167252,34.85,38.82,-220.58,,,,,
15174048,56.09,27.16,-239.07,,,,,
15185782,79.83,13.73,-249.57,,,,,
15192081,90.64,9.89,-248.6,,,,,
15198225,102.66,12.27,-237.18,,,,,
15204301,100.71,15.81,-227.78,,,,,
15210464,94.24,18.01,-218.93,,,,,
15217401,86.12,17.03,-215.27,,,,,
15223557,78.19,3.91,-227.66,,,,,
15230288,80.2,-5.55,-234.99,,,,,
15236439,82.34,-15.56,-238.59,,,,,
15242609,74.77,-37.6,-242,,,,,
15248783,67.14,-47.18,-245,,,,,
15255750,61.1,-53.16,-248.23,,,,,
15261854,59.2,-54.57,-249.45,,,,,
15268046,70.31,-52.06,-241.15,,,,,
15274209,78.25,-51.15,-237.3,,,,,
15281365,83.68,-48.34,-238.77,,,,,
15288323,87.83,-27.89,-247.62,,,,,
15294500,89.66,-10.68,-245.85,,,,,
15300690,92.04,7.63,-239.07,,,,,
15306872,94.79,23.38,-230.1,,,,,
15313056,103.64,35.83,-217.29,,,,,
15320377,108.34,31.8,-215.76,,,,,
15326573,109.31,25.15,-219.42,,,,,
15333338,103.82,14.47,-234.86,,,,,
15339529,107.91,9.83,-238.65,,,,,
15345718,119.45,5.07,-237.92,,,,,
15351907,135.86,0.67,-233.28,,,,,
15358891,147.09,-3.66,-220.09,,,,,
15365071,131.59,-5.19,-214.97,,,,,
15371262,104.68,-9.7,-209.35,,,,,
15377371,76.78,-19.59,-200.56,,,,,
15384556,42.6,-50.48,-172.49,,,,,
15391578,25.33,-57.07,-162.35,,,,,
15397388,-5.25,-43.27,-165.28,,,,,
15403206,-67.32,30.64,-201.23,,,,,
15409017,-68.3,60.49,-214.17,,,,,
15414827,-49.19,75.68,-218.26,,,,,
15420643,-21,80.38,-216.98,,,,,
15427686,22.09,74.77,-212.1,,,,,
15433829,30.21,68.73,-211.36,,,,,
15440633,33.63,61.83,-211.55,,,,,
15446447,33.87,54.99,-210.51,,,,,
15452359,30.4,49.8,-206.12,,,,,
15459586,14.83,46.33,-187.81,,,,,
15465507,7.57,46.14,-177.25,,,,,
15471430,2.08,46.08,-167.97,,,,,
15477337,-2.5,47,-160.64,,,,,
15483242,2.38,48.77,-152.1,,,,,
15489475,16.05,44.56,-154.24,,,,,
15497635,28.87,39.73,-163.45,,,,,
15503544,18.31,47.55,-163.27,,,,,
15509457,3.78,59.45,-161.25,,,,,
15515372,-7.75,70.92,-160.52,,,,,
15521283,-13.31,79.47,-162.35,,,,,
15528482,-9.03,81.18,-170.53,,,,,
15534400,-6.59,72.45,-173.89,,,,,
15540324,-8.85,58.84,-177.12,,,,,
15546583,-16.3,43.03,-181.64,,,,,
15553502,-37.9,11.72,-194.21,,,,,
15560681,-48.89,-2.69,-201.42,,,,,
15566579,-60.55,-15.93,-207.28,,,,,
15572517,-73.79,-27.28,-209.72,,,,,
15578422,-106.08,-41.02,-195.92,,,,,
15584366,-124.33,-42.97,-179.99,,,,,
15590315,-146.36,-43.09,-160.58,,,,,
15597552,-206.48,-43.15,-128.05,,,,,
15604829,-237.49,-44.43,-118.35,,,,,
15610744,-259.58,-46.45,-108.83,,,,,
15616671,-264.83,-49.44,-94.6,,,,,
15622552,-232.18,-55.11,-52.61,,,,,
15629729,-210.02,-54.2,-35.1,,,,,
15635607,-191.16,-47.49,-28.99,,,,,
15641572,-173.65,-35.83,-34.12,,,,,
15647495,-154.42,-24.66,-42.3,,,,,
15653380,-110.78,-16.66,-38.88,,,,,
15661833,-90.27,-17.15,-30.7,,,,,
15667712,-57.43,-21.73,-20.87,,,,,
15673649,-44.62,-26.79,-17.94,,,,,
15679543,-32.41,-33.87,-12.63,,,,,
15685461,-21.42,-41.26,-3.23,,,,,
15692647,-10.19,-39.98,19.1,,,,,
15698541,-9.77,-31.25,24.72,,,,,
15704422,-11.96,-24.6,25.27,,,,,
15710308,-14.77,-23.44,22.52,,,,,
15717514,-10.99,-29.05,21.61,,,,,
15723395,27.4,-64.64,52.12,,,,,
15730553,41.5,-82.52,75.93,,,,,
15736487,43.15,-86.55,87.28,,,,,
15742383,39.55,-73.55,79.35,,,,,
15748287,35.1,-10.01,14.34,,,,,
15754188,29.54,25.51,-32.84,,,,,
15761352,16.66,51.51,-78.49,,,,,
15767257,-4.46,62.74,-113.34,,,,,
15774480,-51.94,49.93,-142.58,,,,,
15780391,-66.28,39.37,-147.16,,,,,
15786313,-71.35,33.2,-152.59,,,,,
15792239,-69.58,32.53,-159.48,,,,,
15799438,-61.52,38.21,-169.86,,,,,
15805364,-56.95,41.02,-170.35,,,,,
15811291,-47.18,41.99,-166.75,,,,,
15817222,-29.79,38.7,-160.4,,,,,
15823159,11.23,21.42,-151.49,,,,,
15831676,24.41,15.2,-152.16,,,,,
15837595,35.16,17.03,-157.29,,,,,
15843525,35.64,23.07,-159.85,,,,,
15849456,33.2,30.15,-163.51,,,,,
15855393,28.56,36.62,-169.37,,,,,
15862606,21.85,43.76,-186.1,,,,,
15868547,23.74,44.19,-195.01,,,,,
15874491,29.66,42.66,-203.98,,,,,
15880430,38.64,39.18,-212.89,,,,,
15887676,58.35,30.82,-225.71,,,,,
15893616,67.38,28.08,-233.09,,,,,
15910902,107.91,26.86,-280.46,,,,,
15917001,125.61,24.35,-299.93,,,,,
15923106,151.43,1.46,-328.06,,,,,
15929200,159.12,-18.25,-329.04,,,,,
15935300,167.91,-35.58,-319.03,,,,,
15943159,194.4,-37.6,-297.91,,,,,
15949267,220.21,-20.81,-291.75,,,,,
15955303,273.8,6.65,-259.52,,,,,
15961407,344.54,44.01,-188.54,,,,,
15967527,426.45,100.89,-18.92,,,,,
15973638,413.57,95.76,20.08,,,,,
15980517,386.78,72.08,28.81,,,,,
15986628,364.5,42.66,20.26,,,,,
15992739,350.89,-4.7,-20.32,,,,,
15999433,345.52,-19.59,-46.33,,,,,
16005539,333.74,-29.3,-69.52,,,,,
16012749,300.23,-35.95,-93.08,,,,,
16018877,280.09,-32.04,-96.8,,,,,
16025003,256.9,-24.84,-99.98,,,,,
16031142,230.16,-18.92,-104.74,,,,,
16037281,200.38,-18.13,-111.08,,,,,
16044202,143.43,-28.99,-126.53,,,,,
16050923,121.22,-35.83,-133.36,,,,,
16057070,102.17,-41.63,-138.37,,,,,
16063215,64.03,-50.66,-138.37,,,,,
16069272,43.4,-53.71,-132.63,,,,,
16075429,21.55,-54.38,-125.12,,,,,
16082374,-1.46,-50.9,-117.8,,,,,
16088514,-31.07,-36.56,-106.26,,,,,
16094674,-30.88,-28.69,-102.6,,,,,
16100829,-26.37,-20.02,-100.4,,,,,
16107565,-33.69,12.7,-101.99,,,,,
16114503,-49.68,33.87,-103.15,,,,,
16120659,-67.02,48.1,-102.11,,,,,
16126729,-78.55,50.48,-100.46,,,,,
16132892,-76.48,29.79,-108.95,,,,,
16139054,-63.6,17.21,-120.24,,,,,
16146011,-43.15,8.67,-131.9,,,,,
16151867,-17.76,3.85,-140.75,,,,,
16158806,29.05,-5.19,-149.66,,,,,
16164768,46.33,-11.66,-150.7,,,,,
16170748,59.33,-17.27,-150.27,,,,,
16176731,67.99,-18.43,-149.48,,,,,
16184364,76.48,-0.73,-148.74,,,,,
16190347,78.06,11.35,-147.89,,,,,
16196333,77.58,18.55,-145.39,,,,,
16202310,75.56,17.46,-141.3,,,,,
16208301,65.86,-2.08,-130.37,,,,,
16216592,64.82,-13.06,-123.78,,,,,
16222582,90.33,-26.25,-114.87,,,,,
16228579,108.4,-30.46,-114.01,,,,,
16234577,119.87,-36.56,-114.14,,,,,
16240933,122.31,-44.56,-114.62,,,,,
16248347,104.68,-51.94,-119.93,,,,,
16254438,87.16,-48.16,-122.56,,,,,
16260529,67.44,-42.72,-120.54,,,,,
16267601,37.54,-41.56,-98.94,,,,,
16273691,30.15,-47.24,-86.73,,,,,
16279790,26.25,-54.14,-78.98,,,,,
16292437,19.65,-60.79,-73.73,,,,,
16299013,4.58,-54.44,-71.53,,,,,
16305365,-7.39,-49.19,-73.36,,,,,
16311384,-22.52,-43.46,-75.81,,,,,
16317403,-37.05,-37.6,-76.54,,,,,
16325741,-48.1,-29.48,-73.55,,,,,
16331770,-45.17,-29.42,-72.2,,,,,
16337805,-34.97,-36.44,-71.53,,,,,
16343837,-29.24,-39.12,-72.45,,,,,
16349869,-22.64,-38.09,-73.61,,,,,
16357237,-15.87,-33.33,-74.4,,,,,
16363594,-6.77,-20.51,-72.27,,,,,
16369635,-5.19,-15.93,-66.47,,,,,
16375680,-4.58,-12.45,-58.11,,,,,
16382696,-7.08,-5.98,-46.39,,,,,
16388735,-10.99,-4.09,-44.37,,,,,
16396119,-14.77,-3.17,-42.36,,,,,
16402174,-17.76,-2.62,-39.61,,,,,
16408226,-25.76,-1.77,-35.77,,,,,
16414281,-32.47,-1.22,-34.12,,,,,
16420652,-43.7,-2.93,-33.39,,,,,
16428050,-78.31,-20.02,-37.72,,,,,
16435088,-91.74,-29.54,-41.02,,,,,
16441162,-97.53,-34.36,-44.49,,,,,
16447246,-98.08,-35.4,-48.4,,,,,
16453328,-96.44,-37.11,-57.86,,,,,
16460764,-98.75,-41.81,-63.35,,,,,
16466856,-103.58,-50.29,-68.36,,,,,
16472950,-115.23,-73.67,-74.4,,,,,
16479369,-119.32,-82.34,-75.99,,,,,
16486442,-121.58,-85.57,-77.58,,,,,
16493883,-121.52,-79.59,-81.48,,,,,
16499967,-119.81,-74.52,-82.95,,,,,
16506063,-117.13,-69.46,-84.17,,,,,
16512154,-114.14,-64.09,-86.3,,,,,
16518259,-112.37,-49.99,-97.6,,,,,
16524359,-114.38,-42.36,-104.74,,,,,
16531826,-116.7,-35.03,-109.25,,,,,
16539253,-116.03,-24.78,-106.32,,,,,
16545352,-112.79,-25.76,-103.03,,,,,
16551460,-108.52,-31.37,-101.44,,,,,
16557576,-99.43,-42.11,-102.05,,,,,
16565054,-94.24,-41.81,-102.78,,,,,
16571172,-88.01,-36.93,-102.48,,,,,
16577243,-81.12,-29.72,-100.77,,,,,
16583364,-70.5,-22.03,-97.96,,,,,
16590433,-67.5,-22.77,-100.52,,,,,
16598183,-61.95,-21.67,-109.99,,,,,
16604273,-59.63,-20.51,-113.71,,,,,
16610363,-59.51,-20.94,-117,,,,,
16616452,-62.93,-23.44,-120.42,,,,,
16622542,-70.92,-27.16,-124.02,,,,,
16628645,-67.08,-23.01,-121.22,,,,,
16636106,-58.11,-14.28,-116.03,,,,,
16643186,-44.43,8.12,-113.34,,,,,
16649231,-45.65,19.47,-121.89,,,,,
16655663,-51.64,29.54,-135.44,,,,,
16661760,-59.94,36.07,-149.41,,,,,
16669209,-73.67,34.61,-162.23,,,,,
16675296,-77.15,29.05,-158.45,,,,,
16681386,-78.8,23.74,-150.51,,,,,
16687441,-78.25,21.06,-141.66,,,,,
16694446,-68.54,25.33,-126.22,,,,,
16700467,-59.69,28.81,-118.84,,,,,
16707821,-37.78,27.77,-103.88,,,,,
16714188,-25.88,22.83,-97.66,,,,,
16733180,3.85,-3.17,-85.88,,,,,
16739374,4.7,-9.28,-83.56,,,,,
16746147,4.03,-14.95,-80.99,,,,,
16753147,1.89,-27.65,-76.42,,,,,
16759349,1.59,-32.53,-74.77,,,,,
16765551,1.59,-34.3,-73.97,,,,,
16771756,1.1,-32.17,-74.1,,,,,
16777563,-4.46,-19.29,-75.44,,,,,
16784934,-9.4,-12.15,-75.38,,,,,
16790743,-15.14,-6.47,-74.58,,,,,
16797532,-25.09,-1.22,-71.29,,,,,
16803745,-27.47,-0.73,-69.76,,,,,
16809563,-28.08,-1.04,-69.15,,,,,
16815378,-27.47,-1.95,-69.21,,,,,
16822416,-26.37,-3.42,-69.58,,,,,
16828238,-26.73,-5.98,-68.3,,,,,
16834059,-26.31,-7.81,-66.35,,,,,
16840212,-23.99,-10.44,-64.39,,,,,
16846039,-21.55,-12.76,-62.81,,,,,
16854079,-26.61,-10.01,-56.95,,,,,
16859904,-31.13,-5.8,-52.73,,,,,
16865734,-34.06,-1.22,-49.56,,,,,
16871570,-34.24,3.85,-48.03,,,,,
16877400,-32.41,9.64,-47.67,,,,,
16883238,-27.04,20.14,-50.84,,,,,
16890309,-25.15,23.13,-55.3,,,,,
16896472,-24.17,25.09,-60.55,,,,,
16902313,-24.48,26.06,-65.12,,,,,
16909140,-28.44,25.51,-69.15,,,,,
16914984,-30.4,24.6,-69.15,,,,,
16922056,-31.13,23.99,-69.03,,,,,
16927889,-29.79,25.33,-74.4,,,,,
16933728,-28.2,26.06,-79.77,,,,,
16939570,-26.25,24.84,-85.27,,,,,
16945387,-24.54,20.81,-90.03,,,,,
16951560,-22.89,15.14,-94.06,,,,,
16958642,-18.92,4.39,-97.96,,,,,
16965435,-17.58,0.61,-97.11,,,,,
16971244,-17.33,-2.14,-94.79,,,,,
16977064,-17.88,-3.11,-91.8,,,,,
16983247,-16.66,-0.06,-85.88,,,,,
16990250,-12.82,1.95,-82.52,,,,,
16996066,-6.1,3.3,-78.12,,,,,
17002252,3.17,3.66,-72.14,,,,,
17008446,27.59,3.66,-62.13,,,,,
17014304,39.92,3.36,-60.36,,,,,
17021149,50.9,2.81,-58.9,,,,,
17028254,67.5,-0.79,-47.67,,,,,
17034116,72.02,-4.46,-38.02,,,,,
17039982,74.22,-8.18,-28.26,,,,,
17045850,74.58,-10.44,-20.26,,,,,
17051721,73.18,-10.62,-14.47,,,,,
17057592,66.77,-6.71,-7.63,,,,,
17065114,64.39,-4.27,-6.41,,,,,
